measurement_id,cell_id,event_ts,availability_pct,signal_strength_dbm,sinr_db,latency_ms,downlink_mbps,uplink_mbps,packet_loss_pct,dropped_calls,active_users,data_traffic_gb,ingestion_batch_id
MED-00006907,CEL-00067,2026-08-02 14:00:00,99.818,-89.28,20.5,85.34,67.67,15.28,1.34,4,818,74.96,BATCH-20260802-14
MED-00006908,CEL-00068,2026-08-02 14:00:00,99.735,-81.89,8.2,99.24,107.11,18.12,1.66,7,1385,108.39,BATCH-20260802-14
MED-00006909,CEL-00069,2026-08-02 14:00:00,99.746,-86.5,14.64,88.1,108.25,16.39,2.01,5,1295,179.93,BATCH-20260802-14
MED-00006910,CEL-00070,2026-08-02 14:00:00,99.827,-87.85,14.6,85.53,48.31,7.56,1.24,2,969,108.28,BATCH-20260802-14
MED-00006911,CEL-00071,2026-08-02 14:00:00,99.799,-85.73,19.89,76.08,68.82,10.17,0.96,2,783,51.65,BATCH-20260802-14
MED-00006912,CEL-00072,2026-08-02 14:00:00,99.793,-90.68,16.68,95.69,55.32,11.87,1.14,3,845,84.74,BATCH-20260802-14
MED-00006913,CEL-00073,2026-08-02 14:00:00,99.91,-96.43,12.14,98.14,61.28,10.61,1.16,4,784,89.69,BATCH-20260802-14
MED-00006914,CEL-00074,2026-08-02 14:00:00,95.283,-88.96,17.84,88.43,129.47,20.86,1.74,5,1197,120.0,BATCH-20260802-14
MED-00006915,CEL-00075,2026-08-02 14:00:00,99.844,-90.88,16.63,90.2,112.12,19.03,1.77,3,1249,123.03,BATCH-20260802-14
MED-00006916,CEL-00076,2026-08-02 14:00:00,99.961,-99.13,12.97,103.93,37.31,5.14,2.02,4,844,95.02,BATCH-20260802-14
MED-00006917,CEL-00077,2026-08-02 14:00:00,99.693,-93.0,10.36,96.85,110.69,22.94,1.54,7,1282,143.8,BATCH-20260802-14
MED-00006918,CEL-00078,2026-08-02 14:00:00,99.717,-78.21,15.14,86.75,117.86,24.44,1.5,3,1227,89.53,BATCH-20260802-14
MED-00006919,CEL-00079,2026-08-02 14:00:00,99.881,-88.43,17.35,88.11,53.87,8.28,1.37,2,891,58.02,BATCH-20260802-14
MED-00006920,CEL-00080,2026-08-02 14:00:00,99.856,-83.71,18.92,88.0,67.98,13.91,1.29,3,845,106.3,BATCH-20260802-14
MED-00006921,CEL-00081,2026-08-02 14:00:00,99.855,-86.33,19.2,76.51,60.01,8.99,0.86,1,741,59.6,BATCH-20260802-14
MED-00006922,CEL-00082,2026-08-02 14:00:00,99.836,-92.87,17.37,94.73,51.83,11.92,1.03,2,825,58.07,BATCH-20260802-14
MED-00006923,CEL-00083,2026-08-02 14:00:00,99.751,-85.55,16.87,100.85,117.57,19.22,1.58,8,1238,146.97,BATCH-20260802-14
MED-00006924,CEL-00084,2026-08-02 14:00:00,99.712,-84.57,16.51,93.95,122.76,23.72,2.02,5,1308,164.45,BATCH-20260802-14
MED-00006925,CEL-00085,2026-08-02 14:00:00,99.741,-97.57,11.57,103.03,41.5,4.95,1.43,5,847,62.38,BATCH-20260802-14
MED-00006926,CEL-00086,2026-08-02 14:00:00,99.877,-87.47,14.78,96.04,119.75,23.67,1.97,5,1249,99.78,BATCH-20260802-14
MED-00006927,CEL-00087,2026-08-02 14:00:00,99.796,-93.47,15.85,94.72,105.96,17.76,1.37,3,1204,141.68,BATCH-20260802-14
MED-00006928,CEL-00088,2026-08-02 14:00:00,99.921,-91.24,19.4,92.66,60.44,16.81,1.6,4,941,123.73,BATCH-20260802-14
MED-00006929,CEL-00089,2026-08-02 14:00:00,99.902,-90.59,15.04,94.33,51.13,7.01,1.2,1,901,98.72,BATCH-20260802-14
MED-00006930,CEL-00090,2026-08-02 14:00:00,99.762,-95.83,18.65,96.52,30.55,5.62,1.01,4,878,66.77,BATCH-20260802-14
MED-00006931,CEL-00091,2026-08-02 14:00:00,99.885,-91.88,14.34,90.75,53.13,9.42,1.34,3,929,104.19,BATCH-20260802-14
MED-00006932,CEL-00092,2026-08-02 14:00:00,99.787,-85.92,12.12,84.16,120.78,20.17,1.28,3,1196,78.34,BATCH-20260802-14
MED-00006933,CEL-00093,2026-08-02 14:00:00,99.785,-85.8,13.74,85.59,133.37,24.64,1.21,6,1241,87.75,BATCH-20260802-14
MED-00006934,CEL-00094,2026-08-02 14:00:00,99.845,-91.89,13.08,87.79,67.27,9.61,1.57,5,820,110.26,BATCH-20260802-14
MED-00006935,CEL-00095,2026-08-02 14:00:00,99.92,-85.07,17.33,81.69,128.72,24.33,0.88,5,1192,152.04,BATCH-20260802-14
MED-00006936,CEL-00096,2026-08-02 14:00:00,99.701,-89.12,13.1,97.8,106.11,17.58,2.07,6,1413,135.51,BATCH-20260802-14
MED-00006937,CEL-00097,2026-08-02 14:00:00,99.886,-94.55,15.35,99.29,58.32,13.39,1.15,3,900,100.27,BATCH-20260802-14
MED-00006938,CEL-00098,2026-08-02 14:00:00,99.811,-94.51,10.64,94.51,50.53,11.84,1.09,1,776,63.66,BATCH-20260802-14
MED-00006939,CEL-00099,2026-08-02 14:00:00,99.964,-95.48,13.8,106.49,35.53,5.77,1.26,3,894,100.55,BATCH-20260802-14
MED-00006940,CEL-00100,2026-08-02 14:00:00,99.879,-97.31,12.96,102.29,43.24,6.5,1.68,6,768,85.65,BATCH-20260802-14
MED-00006941,CEL-00101,2026-08-02 14:00:00,99.762,-97.39,6.67,107.31,100.87,18.77,2.11,8,1329,171.54,BATCH-20260802-14
MED-00006942,CEL-00102,2026-08-02 14:00:00,99.778,-93.81,11.07,108.22,106.93,18.16,1.88,5,1365,168.85,BATCH-20260802-14
MED-00006943,CEL-00103,2026-08-02 14:00:00,99.893,-92.09,16.67,84.4,47.66,7.44,1.34,4,797,85.54,BATCH-20260802-14
MED-00006944,CEL-00104,2026-08-02 14:00:00,99.721,-80.39,13.1,93.39,110.31,20.39,1.7,6,1374,122.64,BATCH-20260802-14
MED-00006945,CEL-00105,2026-08-02 14:00:00,99.82,-84.44,16.71,93.97,126.36,22.3,1.31,6,1276,103.59,BATCH-20260802-14
MED-00006946,CEL-00106,2026-08-02 14:00:00,99.842,-85.13,17.93,86.99,50.05,10.54,1.3,5,938,103.15,BATCH-20260802-14
MED-00006947,CEL-00107,2026-08-02 14:00:00,99.856,-79.83,13.76,81.87,65.87,14.37,1.45,1,856,92.39,BATCH-20260802-14
MED-00006948,CEL-00108,2026-08-02 14:00:00,99.871,-92.07,15.67,86.91,51.99,9.21,1.28,3,735,77.21,BATCH-20260802-14
MED-00006949,CEL-00109,2026-08-02 14:00:00,99.874,-90.8,17.91,84.29,61.6,11.34,1.35,3,835,58.31,BATCH-20260802-14
MED-00006950,CEL-00110,2026-08-02 14:00:00,99.787,-91.93,13.52,100.16,119.45,18.47,1.71,5,1263,78.62,BATCH-20260802-14
MED-00006951,CEL-00111,2026-08-02 14:00:00,95.262,-90.0,14.16,88.67,111.6,16.76,1.91,5,1257,106.86,BATCH-20260802-14
MED-00006952,CEL-99999,2026-08-02 14:00:00,99.882,-89.07,16.38,82.89,68.41,13.46,0.8,3,796,95.64,BATCH-20260802-14
MED-00006953,CEL-00113,2026-08-02 14:00:00,99.822,-79.98,12.21,94.94,111.66,23.87,1.69,6,1318,150.9,BATCH-20260802-14
MED-00006954,CEL-00114,2026-08-02 14:00:00,99.796,-98.84,8.98,120.13,92.34,16.75,2.17,6,1403,98.34,BATCH-20260802-14
MED-00006955,CEL-00115,2026-08-02 14:00:00,99.88,-102.34,10.56,107.03,40.15,7.07,2.17,7,815,79.41,BATCH-20260802-14
MED-00006956,CEL-00116,2026-08-02 14:00:00,99.819,-99.23,10.63,112.43,30.57,6.27,2.08,6,1009,83.42,BATCH-20260802-14
MED-00006957,CEL-00117,2026-08-02 14:00:00,99.838,-89.49,16.76,86.04,57.76,9.41,0.94,2,852,104.71,BATCH-20260802-14
MED-00006958,CEL-00118,2026-08-02 14:00:00,99.862,-85.55,17.5,84.74,75.24,9.92,1.14,3,822,67.41,BATCH-20260802-14
MED-00006959,CEL-00119,2026-08-02 14:00:00,99.811,-85.0,13.89,82.49,125.63,22.34,1.81,6,1172,101.07,BATCH-20260802-14
MED-00006960,CEL-00120,2026-08-02 14:00:00,99.834,-85.57,12.75,92.67,113.96,16.64,1.74,4,1376,166.0,BATCH-20260802-14
MED-00006961,CEL-00121,2026-08-02 14:00:00,99.888,-90.49,17.97,87.73,54.26,9.49,1.17,3,884,57.74,BATCH-20260802-14
MED-00006962,CEL-00122,2026-08-02 14:00:00,99.889,-87.31,10.51,88.31,135.04,24.48,1.51,3,1271,172.2,BATCH-20260802-14
MED-00006963,CEL-00123,2026-08-02 14:00:00,99.718,-86.29,14.82,89.92,111.84,19.11,1.64,4,1303,120.26,BATCH-20260802-14
MED-00006964,CEL-00124,2026-08-02 14:00:00,99.827,-97.57,11.1,102.19,39.84,8.67,1.81,6,915,109.5,BATCH-20260802-14
MED-00006965,CEL-00125,2026-08-02 14:00:00,99.807,-91.37,16.42,96.88,55.19,10.42,1.5,2,981,112.06,BATCH-20260802-14
MED-00006966,CEL-00126,2026-08-02 14:00:00,99.852,-94.39,15.04,99.53,,3.36,1.05,4,943,69.52,BATCH-20260802-14
MED-00006967,CEL-00127,2026-08-02 14:00:00,99.849,-97.22,13.65,102.4,48.47,9.44,1.46,6,832,57.63,BATCH-20260802-14
MED-00006968,CEL-00128,2026-08-02 14:00:00,99.824,-91.74,13.27,104.39,107.19,16.96,1.48,4,1281,100.31,BATCH-20260802-14
MED-00006969,CEL-00129,2026-08-02 14:00:00,99.746,-89.7,13.26,92.0,117.98,19.47,2.0,5,1284,161.34,BATCH-20260802-14
MED-00006969,CEL-00130,2026-08-02 14:00:00,99.857,-95.1,17.86,88.33,52.64,7.29,0.76,4,753,88.41,BATCH-20260802-14
MED-00006971,CEL-00131,2026-08-02 14:00:00,99.826,-80.19,9.31,91.32,98.47,19.87,1.96,6,1370,173.83,BATCH-20260802-14
MED-00006972,CEL-00132,2026-08-02 14:00:00,99.818,-79.84,9.58,93.63,104.48,19.51,2.36,7,1416,104.33,BATCH-20260802-14
MED-00006973,CEL-00133,2026-08-02 14:00:00,99.859,-92.9,14.39,97.96,39.39,6.65,1.09,5,993,132.73,BATCH-20260802-14
MED-00006974,CEL-00134,2026-08-02 14:00:00,99.764,-86.87,14.44,93.86,62.14,11.9,1.11,4,934,98.06,BATCH-20260802-14
MED-00006975,CEL-00135,2026-08-02 14:00:00,99.906,-87.39,17.88,87.69,49.96,9.04,0.62,3,813,69.79,BATCH-20260802-14
MED-00006976,CEL-00136,2026-08-02 14:00:00,99.89,-93.78,13.7,90.83,64.42,15.95,0.56,5,834,62.41,BATCH-20260802-14
MED-00006977,CEL-00137,2026-08-02 14:00:00,99.693,-84.52,13.29,88.5,114.2,19.59,1.83,3,1286,127.49,BATCH-20260802-14
MED-00006978,CEL-00138,2026-08-02 14:00:00,99.898,-98.07,11.66,102.43,102.65,18.48,2.14,6,1177,77.0,BATCH-20260802-14
MED-00006979,CEL-00139,2026-08-02 14:00:00,99.8,-98.5,14.26,101.9,42.38,6.52,1.78,5,902,102.67,BATCH-20260802-14
MED-00006980,CEL-00140,2026-08-02 14:00:00,99.798,-92.81,12.76,94.13,123.34,23.31,2.0,4,1212,147.52,BATCH-20260802-14
MED-00006981,CEL-00141,2026-08-02 14:00:00,99.774,-97.69,7.61,107.87,120.62,19.13,1.8,9,1271,125.93,BATCH-20260802-14
MED-00006982,CEL-00142,2026-08-02 14:00:00,99.861,-99.1,11.24,105.02,47.14,5.68,2.29,6,816,105.26,BATCH-20260802-14
MED-00006983,CEL-00143,2026-08-02 14:00:00,99.829,-90.13,16.82,91.41,58.32,10.23,0.97,3,903,65.76,BATCH-20260802-14
MED-00006984,CEL-00144,2026-08-02 14:00:00,99.919,-91.36,16.22,92.62,52.61,8.15,1.45,3,940,111.7,BATCH-20260802-14
MED-00006985,CEL-00145,2026-08-02 14:00:00,99.931,-95.6,14.39,105.73,47.06,8.26,1.07,5,933,92.63,BATCH-20260802-14
MED-00006986,CEL-00146,2026-08-02 14:00:00,99.756,-83.94,15.58,89.77,122.91,25.79,1.59,4,1185,92.2,BATCH-20260802-14
MED-00006987,CEL-00147,2026-08-02 14:00:00,99.838,-83.94,13.68,86.19,123.97,21.87,2.16,5,1254,131.15,BATCH-20260802-14
MED-00006988,CEL-00148,2026-08-02 14:00:00,95.296,-90.31,18.81,89.04,46.56,7.19,1.21,5,945,86.34,BATCH-20260802-14
MED-00006989,CEL-00149,2026-08-02 14:00:00,99.716,-87.41,11.57,93.58,102.48,19.19,1.9,4,1390,178.34,BATCH-20260802-14
MED-00006990,CEL-00150,2026-08-02 14:00:00,99.731,-145.0,14.83,94.25,107.44,20.11,1.77,6,1333,97.11,BATCH-20260802-14
MED-00006991,CEL-00151,2026-08-02 14:00:00,99.884,-88.44,18.94,80.83,63.15,10.45,0.91,4,774,71.13,BATCH-20260802-14
MED-00006992,CEL-00152,2026-08-02 14:00:00,99.916,-91.28,15.56,87.67,45.49,7.11,0.79,4,849,92.88,BATCH-20260802-14
MED-00006993,CEL-00153,2026-08-02 14:00:00,99.876,-92.8,15.4,94.78,56.41,11.06,1.29,3,734,80.54,BATCH-20260802-14
MED-00006994,CEL-00154,2026-08-02 14:00:00,99.82,-93.28,12.97,87.59,58.68,11.17,0.77,3,741,89.53,BATCH-20260802-14
MED-00006995,CEL-00155,2026-08-02 14:00:00,99.834,-92.02,15.81,90.8,118.87,23.8,2.01,5,1200,150.79,BATCH-20260802-14
MED-00006996,CEL-00156,2026-08-02 14:00:00,99.84,-80.91,9.1,91.31,107.01,20.42,1.84,4,1379,163.82,BATCH-20260802-14
MED-00006997,CEL-00157,2026-08-02 14:00:00,99.86,-87.01,17.21,86.72,48.41,11.21,1.09,4,919,106.36,BATCH-20260802-14
MED-00006998,CEL-00158,2026-08-02 14:00:00,99.698,-77.65,14.87,84.84,111.76,16.44,1.47,7,1230,105.53,BATCH-20260802-14
MED-00006999,CEL-00159,2026-08-02 14:00:00,99.765,-81.98,13.98,94.31,118.31,18.25,1.65,5,1283,77.76,BATCH-20260802-14
MED-00007000,CEL-00160,2026-08-02 14:00:00,99.81,-91.53,13.29,92.61,44.16,6.86,1.21,3,967,134.89,BATCH-20260802-14
MED-00007001,CEL-00161,2026-08-02 14:00:00,99.857,-93.86,16.17,94.55,48.52,8.76,1.5,6,830,58.12,BATCH-20260802-14
MED-00007002,CEL-00162,2026-08-02 14:00:00,99.814,-92.41,17.04,92.28,50.61,6.8,1.35,4,891,97.28,BATCH-20260802-14
MED-00007003,CEL-00163,2026-08-02 14:00:00,99.795,-97.0,14.03,100.25,46.19,10.44,1.69,3,868,66.67,BATCH-20260802-14
MED-00007004,CEL-00164,2026-08-02 14:00:00,99.806,-84.67,15.33,86.24,127.38,23.59,1.6,3,1259,163.96,BATCH-20260802-14
MED-00007005,CEL-00165,2026-08-02 14:00:00,99.648,-92.6,10.6,101.39,90.98,16.24,1.46,4,1362,137.52,BATCH-20260802-14
MED-00007006,CEL-00166,2026-08-02 14:00:00,99.805,-96.66,14.61,101.46,48.52,5.84,1.18,3,863,95.06,BATCH-20260802-14
MED-00007007,CEL-00167,2026-08-02 14:00:00,99.838,-97.05,9.06,113.86,100.33,19.45,2.05,6,1304,179.77,BATCH-20260802-14
MED-00007008,CEL-00168,2026-08-02 14:00:00,99.747,-92.03,16.62,102.52,111.43,22.2,1.64,3,1237,159.54,BATCH-20260802-14
MED-00007009,CEL-00169,2026-08-02 14:00:00,99.952,-84.76,17.51,87.02,59.17,8.35,1.2,3,844,75.37,BATCH-20260802-14
MED-00007010,CEL-00170,2026-08-02 14:00:00,99.846,-79.7,13.39,92.45,47.82,10.71,1.73,4,946,115.07,BATCH-20260802-14
MED-00007011,CEL-00171,2026-08-02 14:00:00,99.839,-87.48,17.03,73.82,65.85,12.87,0.67,4,729,94.78,BATCH-20260802-14
MED-00007012,CEL-00172,2026-08-02 14:00:00,99.949,-91.5,19.97,96.94,51.61,7.55,1.18,0,739,68.39,BATCH-20260802-14
MED-00007013,CEL-00173,2026-08-02 14:00:00,99.8,-91.17,11.36,98.48,108.12,23.36,2.19,6,1366,169.92,BATCH-20260802-14
MED-00007014,CEL-00174,2026-08-02 14:00:00,99.81,-89.2,16.47,89.88,120.16,20.01,1.65,5,1185,102.14,BATCH-20260802-14
MED-00007015,CEL-00175,2026-08-02 14:00:00,99.827,-91.96,11.02,102.84,44.32,5.68,1.04,3,969,75.44,BATCH-20260802-14
MED-00007016,CEL-00176,2026-08-02 14:00:00,99.832,-92.25,10.32,100.04,102.26,19.03,1.71,4,1371,87.34,BATCH-20260802-14
MED-00007017,CEL-00177,2026-08-02 14:00:00,99.792,-88.53,12.34,88.3,118.05,20.47,1.84,4,1273,111.73,BATCH-20260802-14
MED-00007018,CEL-00178,2026-08-02 14:00:00,99.831,-90.87,14.73,85.52,54.07,11.24,1.18,2,781,82.04,BATCH-20260802-14
MED-00007019,CEL-00179,2026-08-02 14:00:00,99.827,-95.07,19.68,91.94,41.78,4.83,0.96,4,803,57.61,BATCH-20260802-14
MED-00007020,CEL-00180,2026-08-02 14:00:00,99.931,-92.83,13.81,90.83,44.1,8.16,0.67,4,892,100.39,BATCH-20260802-14
MED-00007021,CEL-00001,2026-08-02 15:00:00,99.926,-91.41,13.52,82.16,62.56,7.4,1.06,1,732,74.2,BATCH-20260802-15
MED-00007022,CEL-00002,2026-08-02 15:00:00,99.648,-72.18,14.55,86.15,122.7,21.15,1.65,3,1240,123.28,BATCH-20260802-15
MED-00007023,CEL-00003,2026-08-02 15:00:00,99.843,-82.92,11.68,85.54,118.51,23.13,1.91,4,1271,89.22,BATCH-20260802-15
MED-00007024,CEL-00004,2026-08-02 15:00:00,99.798,-90.19,15.91,98.41,35.73,8.31,1.26,1,940,106.87,BATCH-20260802-15
MED-00007025,CEL-00005,2026-08-02 15:00:00,99.745,-86.57,16.13,94.98,105.28,16.37,1.7,4,1336,140.01,BATCH-20260802-15
MED-00007026,CEL-00006,2026-08-02 15:00:00,99.838,-88.94,11.0,96.17,120.98,22.51,1.46,7,1258,105.78,BATCH-20260802-15
MED-00007027,CEL-00007,2026-08-02 15:00:00,99.805,-98.49,14.82,99.52,43.78,11.74,1.47,5,834,112.56,BATCH-20260802-15
MED-00007028,CEL-00008,2026-08-02 15:00:00,99.75,-90.94,19.37,88.96,53.64,11.25,1.0,2,827,97.4,BATCH-20260802-15
MED-00007029,CEL-00009,2026-08-02 15:00:00,99.816,-95.05,13.2,650.0,51.65,5.67,1.28,3,786,80.71,BATCH-20260802-15
MED-00007030,CEL-00010,2026-08-02 15:00:00,99.835,-90.47,17.47,80.9,62.0,10.43,1.08,5,758,81.61,BATCH-20260802-15
MED-00007031,CEL-00011,2026-08-02 15:00:00,99.747,-96.52,9.34,110.9,93.05,20.3,2.01,4,1343,156.22,BATCH-20260802-15
MED-00007032,CEL-00012,2026-08-02 15:00:00,99.743,-90.73,12.22,91.45,123.13,24.14,1.7,5,1235,145.75,BATCH-20260802-15
MED-00007033,CEL-00013,2026-08-02 15:00:00,99.768,-90.5,14.61,86.12,41.23,8.13,1.18,4,862,87.21,BATCH-20260802-15
MED-00007034,CEL-00014,2026-08-02 15:00:00,99.765,-83.02,14.85,103.62,109.63,17.84,1.5,7,1383,110.79,BATCH-20260802-15
MED-00007035,CEL-00015,2026-08-02 15:00:00,99.776,-89.4,13.12,101.07,104.23,19.34,1.81,6,1407,127.45,BATCH-20260802-15
MED-00007036,CEL-00016,2026-08-02 15:00:00,99.836,-88.77,17.1,78.55,57.72,11.34,1.45,2,767,96.03,BATCH-20260802-15
MED-00007037,CEL-00017,2026-08-02 15:00:00,99.833,-90.05,15.94,91.75,63.35,12.44,1.11,5,914,69.16,BATCH-20260802-15
MED-00007038,CEL-00018,2026-08-02 15:00:00,99.837,-95.16,16.0,87.66,43.53,8.99,1.17,4,722,99.74,BATCH-20260802-15
MED-00007039,CEL-00019,2026-08-02 15:00:00,99.901,-92.91,19.75,83.62,50.36,6.86,1.16,1,724,96.36,BATCH-20260802-15
MED-00007040,CEL-00020,2026-08-02 15:00:00,99.842,-93.39,9.53,97.19,113.85,24.04,1.39,4,1228,95.57,BATCH-20260802-15
MED-00007041,CEL-00021,2026-08-02 15:00:00,99.728,-91.06,11.64,91.14,114.7,18.23,1.74,3,1227,128.98,BATCH-20260802-15
MED-00007042,CEL-00022,2026-08-02 15:00:00,99.82,-98.64,11.98,101.46,32.89,8.21,1.77,5,827,105.63,BATCH-20260802-15
MED-00007043,CEL-00023,2026-08-02 15:00:00,99.788,-97.18,9.09,114.49,98.41,17.78,2.01,4,1379,93.6,BATCH-20260802-15
MED-00007044,CEL-00024,2026-08-02 15:00:00,99.722,-87.87,16.17,88.04,116.43,29.54,1.7,5,1243,77.46,BATCH-20260802-15
MED-00007045,CEL-00025,2026-08-02 15:00:00,99.789,-92.62,14.8,93.3,45.92,6.34,1.46,5,887,121.37,BATCH-20260802-15
MED-00007046,CEL-00026,2026-08-02 15:00:00,99.856,-88.94,14.42,89.16,49.13,8.19,1.07,3,990,62.1,BATCH-20260802-15
MED-00007047,CEL-00027,2026-08-02 15:00:00,99.86,-88.49,17.38,77.47,72.73,12.63,1.11,6,732,45.34,BATCH-20260802-15
MED-00007048,CEL-00028,2026-08-02 15:00:00,99.904,-85.22,19.63,80.91,71.06,15.34,0.48,4,737,52.0,BATCH-20260802-15
MED-00007049,CEL-00029,2026-08-02 15:00:00,99.759,-84.91,12.23,83.08,130.82,22.94,1.8,5,1190,84.58,BATCH-20260802-15
MED-00007050,CEL-00030,2026-08-02 15:00:00,99.812,-90.17,17.26,92.33,120.32,20.34,1.43,4,1148,121.4,BATCH-20260802-15
MED-00007051,CEL-00031,2026-08-02 15:00:00,99.798,-84.25,18.6,77.53,67.98,11.9,1.24,3,796,78.99,BATCH-20260802-15
MED-00007052,CEL-00032,2026-08-02 15:00:00,99.812,-89.75,9.31,91.81,110.66,17.4,1.46,3,1288,137.19,BATCH-20260802-15
MED-00007053,CEL-00033,2026-08-02 15:00:00,99.771,-94.27,9.57,111.06,110.39,21.96,1.53,4,1402,149.76,BATCH-20260802-15
MED-00007054,CEL-00034,2026-08-02 15:00:00,99.806,-92.88,14.58,91.37,54.36,11.63,1.0,4,850,113.43,BATCH-20260802-15
MED-00007055,CEL-00035,2026-08-02 15:00:00,99.862,-87.24,17.76,85.94,57.21,9.85,1.18,1,911,124.02,BATCH-20260802-15
MED-00007056,CEL-00036,2026-08-02 15:00:00,99.818,-98.05,13.65,94.63,50.62,8.51,1.3,4,711,91.33,BATCH-20260802-15
MED-00007057,CEL-00037,2026-08-02 15:00:00,95.353,-93.08,14.7,93.57,45.04,10.41,1.11,4,903,64.43,BATCH-20260802-15
MED-00007058,CEL-00038,2026-08-02 15:00:00,99.765,-91.51,13.78,108.65,106.06,16.87,2.11,6,1370,160.22,BATCH-20260802-15
MED-00007059,CEL-00039,2026-08-02 15:00:00,99.78,-75.2,15.65,85.15,125.15,20.44,1.65,4,1230,80.98,BATCH-20260802-15
MED-00007060,CEL-00040,2026-08-02 15:00:00,99.895,-86.22,15.81,86.19,60.83,12.82,0.86,4,869,114.26,BATCH-20260802-15
MED-00007061,CEL-00041,2026-08-02 15:00:00,99.74,-83.99,15.3,97.05,108.54,18.18,2.08,5,1387,99.12,BATCH-20260802-15
MED-00007062,CEL-00042,2026-08-02 15:00:00,105.0,-84.77,14.82,92.77,112.65,18.89,1.97,6,1400,88.3,BATCH-20260802-15
MED-00007063,CEL-00043,2026-08-02 15:00:00,99.846,-92.95,15.67,86.29,56.94,15.08,1.38,2,806,110.67,BATCH-20260802-15
MED-00007064,CEL-00044,2026-08-02 15:00:00,99.905,-94.23,12.74,95.82,41.62,7.76,1.38,2,909,72.65,BATCH-20260802-15
MED-00007065,CEL-00045,2026-08-02 15:00:00,99.918,-95.31,13.23,87.99,38.72,10.29,0.54,5,715,88.53,BATCH-20260802-15
MED-00007066,CEL-00046,2026-08-02 15:00:00,99.831,-90.61,16.66,94.26,61.93,9.2,0.83,1,873,80.77,BATCH-20260802-15
MED-00007067,CEL-00047,2026-08-02 15:00:00,99.737,-96.83,4.76,113.18,101.41,20.97,2.06,9,1371,147.76,BATCH-20260802-15
MED-00007068,CEL-00048,2026-08-02 15:00:00,99.727,-90.64,8.55,96.23,114.96,23.89,1.01,5,1277,111.14,BATCH-20260802-15
MED-00007069,CEL-00049,2026-08-02 15:00:00,99.831,-100.5,8.54,100.67,41.78,9.12,1.89,6,751,54.11,BATCH-20260802-15
MED-00007070,CEL-00050,2026-08-02 15:00:00,99.833,-92.94,14.32,101.7,112.96,19.84,1.67,5,1251,138.44,BATCH-20260802-15
MED-00007070,CEL-00051,2026-08-02 15:00:00,99.792,-98.09,9.1,114.36,98.22,18.35,2.1,6,1256,146.61,BATCH-20260802-15
MED-00007072,CEL-00052,2026-08-02 15:00:00,99.854,-81.45,18.85,82.51,55.27,11.3,0.91,3,905,56.62,BATCH-20260802-15
MED-00007073,CEL-00053,2026-08-02 15:00:00,99.866,-84.9,16.45,94.1,41.15,5.78,1.09,5,998,80.86,BATCH-20260802-15
MED-00007074,CEL-00054,2026-08-02 15:00:00,99.866,-84.78,18.11,77.13,61.6,14.22,1.01,2,759,48.6,BATCH-20260802-15
MED-00007075,CEL-00055,2026-08-02 15:00:00,99.938,-84.38,21.46,78.38,64.2,12.47,1.24,2,714,54.33,BATCH-20260802-15
MED-00007076,CEL-00056,2026-08-02 15:00:00,99.851,-83.79,12.29,85.31,121.4,20.38,1.61,6,1223,140.27,BATCH-20260802-15
MED-00007077,CEL-00057,2026-08-02 15:00:00,99.757,-83.6,13.67,91.98,107.38,19.59,1.36,5,1323,121.28,BATCH-20260802-15
MED-00007078,,2026-08-02 15:00:00,99.785,-88.3,14.7,78.91,71.27,15.68,1.19,4,771,86.82,BATCH-20260802-15
MED-00007079,CEL-00059,2026-08-02 15:00:00,99.849,-92.69,16.66,100.63,119.33,19.73,1.3,4,1340,88.86,BATCH-20260802-15
MED-00007080,CEL-00060,2026-08-02 15:00:00,99.835,-88.36,14.07,90.73,122.91,23.12,1.75,4,1219,125.11,BATCH-20260802-15
MED-00007081,CEL-00061,2026-08-02 15:00:00,99.892,-91.68,18.21,82.78,49.8,8.63,1.18,3,756,64.96,BATCH-20260802-15
MED-00007082,CEL-00062,2026-08-02 15:00:00,99.953,-95.01,13.42,99.25,50.53,9.64,1.71,3,902,112.64,BATCH-20260802-15
MED-00007083,CEL-00063,2026-08-02 15:00:00,99.906,-102.81,8.81,121.32,34.14,8.06,2.24,5,823,113.53,BATCH-20260802-15
MED-00007084,CEL-00064,2026-08-02 15:00:00,99.83,-92.13,14.82,84.48,43.67,3.93,0.79,1,781,87.4,BATCH-20260802-15
MED-00007085,CEL-00065,2026-08-02 15:00:00,99.821,-85.68,10.11,84.82,105.3,19.62,1.33,6,1250,91.97,BATCH-20260802-15
MED-00007086,CEL-00066,2026-08-02 15:00:00,99.806,-78.77,12.4,84.77,125.74,25.31,1.17,5,1188,150.1,BATCH-20260802-15
MED-00007087,CEL-00067,2026-08-02 15:00:00,99.808,-85.31,18.06,87.54,51.58,7.01,1.36,4,891,78.44,BATCH-20260802-15
MED-00007088,CEL-00068,2026-08-02 15:00:00,99.716,-94.72,9.69,103.06,103.85,18.71,1.29,5,1341,185.41,BATCH-20260802-15
MED-00007089,CEL-00069,2026-08-02 15:00:00,99.725,-85.05,15.06,94.32,111.76,22.23,1.72,5,1413,140.87,BATCH-20260802-15
MED-00007090,CEL-00070,2026-08-02 15:00:00,99.829,-94.34,15.43,107.07,50.26,9.17,1.55,4,921,64.79,BATCH-20260802-15
