survey_id,customer_id,subscription_id,response_date,survey_trigger,nps_score,csat_score,experience_area,feedback_category,survey_channel
ENC-000259,CLI-001735,SUB-001735,2026-08-05,Alta,2,2,Red,Cobertura insuficiente,App
ENC-000260,CLI-001758,SUB-001758,2026-08-08,Cambio de plan,1,1,Red,Velocidad variable,Web
ENC-000261,CLI-001781,SUB-001781,2026-08-11,Periódica,6,4,Atención,Atención satisfactoria,SMS
ENC-000262,CLI-001804,SUB-001804,2026-08-14,Cierre de ticket,5,3,Producto,Plan adecuado,App
ENC-000263,CLI-001827,SUB-001827,2026-08-03,Alta,10,5,Facturación,Cobro claro,Web
ENC-000264,CLI-001850,SUB-001850,2026-08-06,Cambio de plan,4,3,App,App fácil de usar,SMS
ENC-000265,CLI-001873,SUB-001873,2026-08-09,Periódica,3,2,Red,Cobertura insuficiente,App
ENC-000266,CLI-001896,SUB-001896,2026-08-12,Cierre de ticket,8,5,Red,Velocidad variable,Web
ENC-000267,CLI-001919,SUB-001919,2026-08-01,Alta,7,4,Atención,Atención satisfactoria,SMS
ENC-000268,CLI-001942,SUB-001942,2026-08-04,Cambio de plan,1,1,Producto,Plan adecuado,App
ENC-000269,CLI-001965,SUB-001965,2026-08-07,Periódica,6,4,Facturación,Cobro claro,Web
ENC-000270,CLI-001988,SUB-001988,2026-08-10,Cierre de ticket,5,3,App,App fácil de usar,SMS
ENC-000271,CLI-002011,SUB-002011,2026-08-13,Alta,10,5,Red,Cobertura insuficiente,App
ENC-000272,CLI-002034,SUB-002034,2026-08-02,Cambio de plan,9,5,Red,Velocidad variable,Web
ENC-000273,CLI-002057,SUB-002057,2026-08-05,Periódica,3,2,Atención,Atención satisfactoria,SMS
ENC-000274,CLI-002080,SUB-002080,2026-08-08,Cierre de ticket,8,5,Producto,Plan adecuado,App
ENC-000275,CLI-002103,SUB-002103,2026-08-11,Alta,7,4,Facturación,Cobro claro,Web
ENC-000276,CLI-002126,SUB-002126,2026-08-14,Cambio de plan,1,1,App,App fácil de usar,SMS
ENC-000277,CLI-002149,SUB-002149,2026-08-03,Periódica,0,1,Red,Cobertura insuficiente,App
ENC-000278,CLI-002172,SUB-002172,2026-08-06,Cierre de ticket,5,3,Red,Velocidad variable,Web
ENC-000279,CLI-002195,SUB-002195,2026-08-09,Alta,10,5,Atención,Atención satisfactoria,SMS
ENC-000280,CLI-002218,SUB-002218,2026-08-12,Cambio de plan,9,5,Producto,Plan adecuado,App
ENC-000281,CLI-002241,SUB-002241,2026-08-01,Periódica,3,2,Facturación,Cobro claro,Web
ENC-000282,CLI-002264,SUB-002264,2026-08-04,Cierre de ticket,2,2,App,App fácil de usar,SMS
ENC-000283,CLI-002287,SUB-002287,2026-08-07,Alta,7,4,Red,Cobertura insuficiente,App
ENC-000284,CLI-002310,SUB-002310,2026-08-10,Cambio de plan,1,1,Red,Velocidad variable,Web
ENC-000285,CLI-002333,SUB-002333,2026-08-13,Periódica,0,1,Atención,Atención satisfactoria,SMS
ENC-000286,CLI-002356,SUB-002356,2026-08-02,Cierre de ticket,5,3,Producto,Plan adecuado,App
ENC-000287,CLI-002379,SUB-002379,2026-08-05,Alta,4,3,Facturación,Cobro claro,Web
ENC-000288,CLI-002402,SUB-002402,2026-08-08,Cambio de plan,9,5,App,App fácil de usar,SMS
ENC-000289,CLI-002425,SUB-002425,2026-08-11,Periódica,3,2,Red,Cobertura insuficiente,App
ENC-000290,CLI-002448,SUB-002448,2026-08-14,Cierre de ticket,2,2,Red,Velocidad variable,Web
ENC-000291,CLI-002471,SUB-002471,2026-08-03,Alta,7,4,Atención,Atención satisfactoria,SMS
ENC-000292,CLI-002494,SUB-002494,2026-08-06,Cambio de plan,6,4,Producto,Plan adecuado,App
ENC-000293,CLI-002517,SUB-002517,2026-08-09,Periódica,0,1,Facturación,Cobro claro,Web
ENC-000294,CLI-002540,SUB-002540,2026-08-12,Cierre de ticket,5,3,App,App fácil de usar,SMS
ENC-000295,CLI-002563,SUB-002563,2026-08-01,Alta,4,3,Red,Cobertura insuficiente,App
ENC-000296,CLI-002586,SUB-002586,2026-08-04,Cambio de plan,9,5,Red,Velocidad variable,Web
ENC-000297,CLI-002609,SUB-002609,2026-08-07,Periódica,8,5,Atención,Atención satisfactoria,SMS
ENC-000298,CLI-002632,SUB-002632,2026-08-10,Cierre de ticket,2,2,Producto,Plan adecuado,App
ENC-000299,CLI-002655,SUB-002655,2026-08-13,Alta,7,4,Facturación,Cobro claro,Web
ENC-000300,CLI-002678,SUB-002678,2026-08-02,Cambio de plan,6,4,App,App fácil de usar,SMS
ENC-000301,CLI-002701,SUB-002701,2026-08-05,Periódica,0,1,Red,Cobertura insuficiente,App
ENC-000302,CLI-002724,SUB-002724,2026-08-08,Cierre de ticket,10,5,Red,Velocidad variable,Web
ENC-000303,CLI-002747,SUB-002747,2026-08-11,Alta,4,3,Atención,Atención satisfactoria,SMS
ENC-000304,CLI-002770,SUB-002770,2026-08-14,Cambio de plan,9,5,Producto,Plan adecuado,App
ENC-000305,CLI-002793,SUB-002793,2026-08-03,Periódica,8,5,Facturación,Cobro claro,Web
ENC-000306,CLI-002816,SUB-002816,2026-08-06,Cierre de ticket,2,2,App,App fácil de usar,SMS
ENC-000307,CLI-002839,SUB-002839,2026-08-09,Alta,1,1,Red,Cobertura insuficiente,App
ENC-000308,CLI-002862,SUB-002862,2026-08-12,Cambio de plan,6,4,Red,Velocidad variable,Web
ENC-000309,CLI-002885,SUB-002885,2026-08-01,Periódica,0,1,Atención,Atención satisfactoria,SMS
ENC-000310,CLI-002908,SUB-002908,2026-08-04,Cierre de ticket,10,5,Producto,Plan adecuado,App
ENC-000311,CLI-002931,SUB-002931,2026-08-07,Alta,4,3,Facturación,Cobro claro,Web
ENC-000312,CLI-002954,SUB-002954,2026-08-10,Cambio de plan,3,2,App,App fácil de usar,SMS
ENC-000313,CLI-002977,SUB-002977,2026-08-13,Periódica,8,5,Red,Cobertura insuficiente,App
ENC-000314,CLI-003000,SUB-003000,2026-08-02,Cierre de ticket,2,2,Red,Velocidad variable,Web
ENC-000315,CLI-000023,SUB-003023,2026-08-05,Alta,1,1,Atención,Atención satisfactoria,SMS
ENC-000316,CLI-000046,SUB-003046,2026-08-08,Cambio de plan,6,4,Producto,Plan adecuado,App
ENC-000317,CLI-000069,SUB-003069,2026-08-11,Periódica,5,3,Facturación,Cobro claro,Web
ENC-000318,CLI-000092,SUB-003092,2026-08-14,Cierre de ticket,10,5,App,App fácil de usar,SMS
ENC-000319,CLI-000115,SUB-003115,2026-08-03,Alta,4,3,Red,Cobertura insuficiente,App
ENC-000320,CLI-000138,SUB-003138,2026-08-06,Cambio de plan,3,2,Red,Velocidad variable,Web
ENC-000321,CLI-000161,SUB-003161,2026-08-09,Periódica,8,5,Atención,Atención satisfactoria,SMS
ENC-000322,CLI-000184,SUB-003184,2026-08-12,Cierre de ticket,7,4,Producto,Plan adecuado,App
ENC-000323,CLI-000207,SUB-003207,2026-08-01,Alta,1,1,Facturación,Cobro claro,Web
ENC-000324,CLI-000230,SUB-003230,2026-08-04,Cambio de plan,6,4,App,App fácil de usar,SMS
ENC-000325,CLI-000253,SUB-003253,2026-08-07,Periódica,5,3,Red,Cobertura insuficiente,App
ENC-000326,CLI-000276,SUB-003276,2026-08-10,Cierre de ticket,10,5,Red,Velocidad variable,Web
ENC-000327,CLI-000299,SUB-003299,2026-08-13,Alta,9,5,Atención,Atención satisfactoria,SMS
ENC-000328,CLI-000322,SUB-003322,2026-08-02,Cambio de plan,3,2,Producto,Plan adecuado,App
ENC-000329,CLI-000345,SUB-003345,2026-08-05,Periódica,8,5,Facturación,Cobro claro,Web
ENC-000330,CLI-000368,SUB-003368,2026-08-08,Cierre de ticket,7,4,App,App fácil de usar,SMS
ENC-000331,CLI-000391,SUB-003391,2026-08-11,Alta,1,1,Red,Cobertura insuficiente,App
ENC-000332,CLI-000414,SUB-003414,2026-08-14,Cambio de plan,0,1,Red,Velocidad variable,Web
ENC-000333,CLI-000437,SUB-003437,2026-08-03,Periódica,5,3,Atención,Atención satisfactoria,SMS
ENC-000334,CLI-000460,SUB-003460,2026-08-06,Cierre de ticket,10,5,Producto,Plan adecuado,App
ENC-000335,CLI-000483,SUB-003483,2026-08-09,Alta,9,5,Facturación,Cobro claro,Web
ENC-000336,CLI-000506,SUB-003506,2026-08-12,Cambio de plan,3,2,App,App fácil de usar,SMS
ENC-000337,CLI-000529,SUB-003529,2026-08-01,Periódica,2,2,Red,Cobertura insuficiente,App
ENC-000338,CLI-000552,SUB-003552,2026-08-04,Cierre de ticket,7,4,Red,Velocidad variable,Web
ENC-000339,CLI-000575,SUB-003575,2026-08-07,Alta,1,1,Atención,Atención satisfactoria,SMS
ENC-000340,CLI-000598,SUB-003598,2026-08-10,Cambio de plan,0,1,Producto,Plan adecuado,App
ENC-000341,CLI-000621,SUB-003621,2026-08-13,Periódica,5,3,Facturación,Cobro claro,Web
ENC-000342,CLI-000644,SUB-003644,2026-08-02,Cierre de ticket,4,3,App,App fácil de usar,SMS
ENC-000343,CLI-000667,SUB-003667,2026-08-05,Alta,9,5,Red,Cobertura insuficiente,App
ENC-000344,CLI-000690,SUB-003690,2026-08-08,Cambio de plan,3,2,Red,Velocidad variable,Web
ENC-000345,CLI-000713,SUB-003713,2026-08-11,Periódica,2,2,Atención,Atención satisfactoria,SMS
ENC-000346,CLI-000736,SUB-003736,2026-08-14,Cierre de ticket,7,4,Producto,Plan adecuado,App
ENC-000347,CLI-000759,SUB-003759,2026-08-03,Alta,6,4,Facturación,Cobro claro,Web
ENC-000348,CLI-000782,SUB-003782,2026-08-06,Cambio de plan,0,1,App,App fácil de usar,SMS
ENC-000349,CLI-000805,SUB-003805,2026-08-09,Periódica,5,3,Red,Cobertura insuficiente,App
ENC-000350,CLI-000828,SUB-003828,2026-08-12,Cierre de ticket,4,3,Red,Velocidad variable,Web
ENC-000351,CLI-000851,SUB-003851,2026-08-01,Alta,9,5,Atención,Atención satisfactoria,SMS
ENC-000352,CLI-000874,SUB-003874,2026-08-04,Cambio de plan,8,5,Producto,Plan adecuado,App
ENC-000353,CLI-000897,SUB-003897,2026-08-07,Periódica,2,2,Facturación,Cobro claro,Web
ENC-000354,CLI-000920,SUB-003920,2026-08-10,Cierre de ticket,7,4,App,App fácil de usar,SMS
ENC-000355,CLI-000943,SUB-003943,2026-08-13,Alta,6,4,Red,Cobertura insuficiente,App
ENC-000356,CLI-000966,SUB-003966,2026-08-02,Cambio de plan,0,1,Red,Velocidad variable,Web
ENC-000357,CLI-000989,SUB-003989,2026-08-05,Periódica,10,5,Atención,Atención satisfactoria,SMS
ENC-000358,CLI-001012,SUB-004012,2026-08-08,Cierre de ticket,4,3,Producto,Plan adecuado,App
ENC-000359,CLI-001035,SUB-004035,2026-08-11,Alta,9,7,Facturación,Cobro claro,Web
ENC-000360,CLI-001058,SUB-004058,2026-08-14,Cambio de plan,8,5,App,App fácil de usar,SMS
ENC-000361,CLI-001081,SUB-004081,2026-08-03,Periódica,2,2,Red,Cobertura insuficiente,App
ENC-000362,CLI-001104,SUB-004104,2026-08-06,Cierre de ticket,1,1,Red,Velocidad variable,Web
ENC-000363,CLI-001127,SUB-004127,2026-08-09,Alta,12,4,Atención,Atención satisfactoria,SMS
ENC-000364,CLI-001150,SUB-004150,2026-08-12,Cambio de plan,0,1,Producto,Plan adecuado,App
ENC-000365,CLI-001173,SUB-004173,2026-08-01,Periódica,10,5,Facturación,Cobro claro,Web
ENC-000366,CLI-001196,SUB-004196,2026-08-04,Cierre de ticket,4,3,App,App fácil de usar,SMS
ENC-000367,CLI-000019,SUB-000019,2026-08-07,Alta,3,2,Red,Cobertura insuficiente,App
ENC-000368,CLI-000042,SUB-000042,2026-08-10,Cambio de plan,8,5,Red,Velocidad variable,Web
ENC-000369,CLI-000065,SUB-000065,2026-08-13,Periódica,2,2,Atención,Atención satisfactoria,SMS
ENC-000370,CLI-000088,SUB-000088,2026-08-02,Cierre de ticket,1,1,Producto,Plan adecuado,App
ENC-000371,CLI-000111,SUB-000111,2026-08-05,Alta,6,4,Facturación,Cobro claro,Web
ENC-000372,CLI-000134,SUB-000134,2026-08-08,Cambio de plan,5,3,App,App fácil de usar,SMS
ENC-000373,CLI-000157,SUB-000157,2026-08-11,Periódica,10,5,Red,Cobertura insuficiente,App
ENC-000374,CLI-000180,SUB-000180,2026-08-14,Cierre de ticket,4,3,Red,Velocidad variable,Web
ENC-000375,CLI-000203,SUB-000203,2026-08-03,Alta,3,2,Atención,Atención satisfactoria,SMS
ENC-000376,CLI-000226,SUB-000226,2026-08-06,Cambio de plan,8,5,Producto,Plan adecuado,App
ENC-000377,CLI-000249,SUB-000249,2026-08-09,Periódica,7,4,Facturación,Cobro claro,Web
ENC-000378,CLI-000272,SUB-000272,2026-08-12,Cierre de ticket,1,1,App,App fácil de usar,SMS
ENC-000379,CLI-000295,SUB-000295,2026-08-01,Alta,6,4,Red,Cobertura insuficiente,App
ENC-000380,CLI-000318,SUB-000318,2026-08-04,Cambio de plan,5,3,Red,Velocidad variable,Web
ENC-000381,CLI-000341,SUB-000341,2026-08-07,Periódica,10,5,Atención,Atención satisfactoria,SMS
ENC-000382,CLI-000364,SUB-000364,2026-08-10,Cierre de ticket,9,5,Producto,Plan adecuado,App
ENC-000383,CLI-000387,SUB-000387,2026-08-13,Alta,3,2,Facturación,Cobro claro,Web
ENC-000384,CLI-000410,SUB-000410,2026-08-02,Cambio de plan,8,5,App,App fácil de usar,SMS
ENC-000385,CLI-000433,SUB-000433,2026-08-05,Periódica,7,4,Red,Cobertura insuficiente,App
ENC-000386,CLI-000456,SUB-000456,2026-08-08,Cierre de ticket,1,1,Red,Velocidad variable,Web
ENC-000387,CLI-000479,SUB-999999,2026-08-11,Alta,0,1,Atención,Atención satisfactoria,SMS
ENC-000388,CLI-000502,SUB-000502,2026-08-14,Cambio de plan,5,3,Producto,Plan adecuado,App
ENC-000389,CLI-000525,SUB-000525,2026-08-03,Periódica,10,5,Facturación,Cobro claro,Web
ENC-000390,CLI-000548,SUB-000548,2026-08-06,Cierre de ticket,9,5,App,App fácil de usar,SMS
ENC-000391,CLI-000571,SUB-000571,2026-08-09,Alta,3,2,Red,Cobertura insuficiente,App
ENC-000392,CLI-000594,SUB-000594,2026-08-12,Cambio de plan,2,2,Red,Velocidad variable,Web
ENC-000393,CLI-000617,SUB-000617,2026-08-01,Periódica,7,4,Atención,Atención satisfactoria,SMS
ENC-000394,CLI-000640,SUB-000640,2026-08-04,Cierre de ticket,1,1,Producto,Plan adecuado,App
ENC-000395,CLI-000663,SUB-000663,2026-08-07,Alta,0,1,Facturación,Cobro claro,Web
ENC-000396,CLI-000686,SUB-000686,2026-08-10,Cambio de plan,5,3,App,App fácil de usar,SMS
ENC-000397,CLI-000709,SUB-000709,2026-08-13,Periódica,4,3,Red,Cobertura insuficiente,App
ENC-000398,CLI-000732,SUB-000732,2026-08-02,Cierre de ticket,9,5,Red,Velocidad variable,Web
ENC-000399,CLI-999999,SUB-000755,2026-08-05,Alta,3,2,Atención,Atención satisfactoria,SMS
ENC-000400,CLI-000778,SUB-000778,2026-08-08,Cambio de plan,2,2,Producto,Plan adecuado,App
ENC-000401,CLI-000801,SUB-000801,2026-08-11,Periódica,7,4,Facturación,Cobro claro,Web
ENC-000402,CLI-000824,SUB-000824,2026-08-14,Cierre de ticket,6,4,App,App fácil de usar,SMS
ENC-000403,CLI-000847,SUB-000847,2026-08-03,Alta,0,1,Red,Cobertura insuficiente,App
ENC-000404,CLI-000870,SUB-000870,2026-08-06,Cambio de plan,5,3,Red,Velocidad variable,Web
ENC-000405,CLI-000893,SUB-000893,2026-08-09,Periódica,4,3,Atención,Atención satisfactoria,SMS
ENC-000406,CLI-000916,SUB-000916,2026-08-12,Cierre de ticket,9,5,Producto,Plan adecuado,App
ENC-000407,CLI-000939,SUB-000939,2026-08-01,Alta,8,5,Facturación,Cobro claro,Web
ENC-000408,CLI-000962,SUB-000962,2026-08-04,Cambio de plan,2,2,App,App fácil de usar,SMS
ENC-000409,CLI-000985,SUB-000985,2026-08-07,Periódica,7,4,Red,Cobertura insuficiente,App
ENC-000410,CLI-001008,SUB-001008,2026-08-10,Cierre de ticket,6,4,Red,Velocidad variable,Web
ENC-000411,CLI-001031,SUB-001031,2026-08-13,Alta,0,1,Atención,Atención satisfactoria,SMS
ENC-000412,CLI-001054,SUB-001054,2026-08-02,Cambio de plan,10,5,Producto,Plan adecuado,App
ENC-000413,CLI-001077,SUB-001077,2026-08-05,Periódica,4,3,Facturación,Cobro claro,Web
ENC-000414,CLI-001100,SUB-001100,2026-08-08,Cierre de ticket,9,5,App,App fácil de usar,SMS
ENC-000415,CLI-001123,SUB-001123,2026-08-11,Alta,8,5,Red,Cobertura insuficiente,App
ENC-000416,CLI-001146,SUB-001146,2026-08-14,Cambio de plan,2,2,Red,Velocidad variable,Web
ENC-000417,CLI-001169,SUB-001169,2026-08-03,Periódica,1,1,Atención,Atención satisfactoria,SMS
ENC-000418,CLI-001192,SUB-001192,2026-08-06,Cierre de ticket,6,4,Producto,Plan adecuado,App
ENC-000419,CLI-001215,SUB-001215,2026-08-09,Alta,0,1,Facturación,Cobro claro,Web
ENC-000420,CLI-001238,SUB-001238,2026-08-12,Cambio de plan,10,5,App,App fácil de usar,SMS
ENC-000421,CLI-001261,SUB-001261,2026-08-01,Periódica,4,3,Red,Cobertura insuficiente,App
ENC-000422,CLI-001284,SUB-001284,2026-08-04,Cierre de ticket,3,2,Red,Velocidad variable,Web
ENC-000422,CLI-001307,SUB-001307,2026-08-07,Alta,8,5,Atención,Atención satisfactoria,SMS
ENC-000424,CLI-001330,SUB-001330,2026-08-10,Cambio de plan,2,2,Producto,Plan adecuado,App
ENC-000425,CLI-001353,SUB-001353,2026-08-13,Periódica,1,1,Facturación,Cobro claro,Web
ENC-000426,CLI-001376,SUB-001376,2026-08-02,Cierre de ticket,6,4,App,App fácil de usar,SMS
ENC-000427,CLI-001399,SUB-001399,2026-08-05,Alta,5,3,Red,Cobertura insuficiente,App
ENC-000428,CLI-001422,SUB-001422,2026-08-08,Cambio de plan,10,5,Red,Velocidad variable,Web
ENC-000429,CLI-001445,SUB-001445,2026-08-11,Periódica,4,3,Atención,Atención satisfactoria,SMS
ENC-000430,CLI-001468,SUB-001468,2026-08-14,Cierre de ticket,3,2,Producto,Plan adecuado,App
ENC-000431,CLI-001491,SUB-001491,2026-08-03,Alta,8,5,Facturación,Cobro claro,Web
ENC-000432,CLI-001514,SUB-001514,2026-08-06,Cambio de plan,7,4,App,App fácil de usar,SMS
ENC-000433,CLI-001537,SUB-001537,2026-08-09,Periódica,1,1,Red,Cobertura insuficiente,App
ENC-000434,CLI-001560,SUB-001560,2026-08-12,Cierre de ticket,6,4,Red,Velocidad variable,Web
ENC-000435,CLI-001583,SUB-001583,2026-08-01,Alta,5,3,Atención,Atención satisfactoria,SMS
ENC-000436,CLI-001606,SUB-001606,2026-08-04,Cambio de plan,10,5,Producto,Plan adecuado,App
ENC-000437,CLI-001629,SUB-001629,2026-08-07,Periódica,9,5,Facturación,Cobro claro,Web
ENC-000438,CLI-001652,SUB-001652,2026-08-10,Cierre de ticket,3,2,App,App fácil de usar,SMS
ENC-000439,CLI-001675,SUB-001675,2026-08-13,Alta,8,5,Red,Cobertura insuficiente,App
ENC-000440,CLI-001698,SUB-001698,2026-08-02,Cambio de plan,7,4,Red,Velocidad variable,Web
ENC-000441,CLI-001721,SUB-001721,2026-08-05,Periódica,1,1,Atención,Atención satisfactoria,SMS
ENC-000442,CLI-001744,SUB-001744,2026-08-08,Cierre de ticket,0,1,Producto,Plan adecuado,App
ENC-000443,CLI-001767,SUB-001767,2026-08-11,Alta,5,3,Facturación,Cobro claro,Web
ENC-000444,CLI-001790,SUB-001790,2026-08-14,Cambio de plan,10,5,App,App fácil de usar,SMS
ENC-000445,CLI-001813,SUB-001813,2026-08-03,Periódica,9,5,Red,Cobertura insuficiente,App
ENC-000446,CLI-001836,SUB-001836,2026-08-06,Cierre de ticket,3,2,Red,Velocidad variable,Web
ENC-000447,CLI-001859,SUB-001859,2026-08-09,Alta,2,2,Atención,Atención satisfactoria,SMS
ENC-000448,CLI-001882,SUB-001882,2026-08-12,Cambio de plan,7,4,Producto,Plan adecuado,App
ENC-000449,CLI-001905,SUB-001905,2026-08-01,Periódica,1,1,Facturación,Cobro claro,Web
ENC-000450,CLI-001928,SUB-001928,2026-08-04,Cierre de ticket,0,1,App,App fácil de usar,SMS
ENC-000451,CLI-001951,SUB-001951,2026-08-07,Alta,5,3,Red,Cobertura insuficiente,App
ENC-000452,CLI-001974,SUB-001974,2026-08-10,Cambio de plan,4,3,Red,Velocidad variable,Web
ENC-000453,CLI-001997,SUB-001997,2026-08-13,Periódica,9,5,Atención,Atención satisfactoria,SMS
ENC-000454,CLI-002020,SUB-002020,2026-08-02,Cierre de ticket,3,2,Producto,Plan adecuado,App
ENC-000455,CLI-002043,SUB-002043,2026-08-05,Alta,2,2,Facturación,Cobro claro,Web
ENC-000456,CLI-002066,SUB-002066,2026-08-08,Cambio de plan,7,4,App,App fácil de usar,SMS
ENC-000457,CLI-002089,SUB-002089,2026-08-11,Periódica,6,4,Red,Cobertura insuficiente,App
ENC-000458,CLI-002112,SUB-002112,2026-08-14,Cierre de ticket,0,1,Red,Velocidad variable,Web
ENC-000459,CLI-002135,SUB-002135,2026-08-03,Alta,5,3,Atención,Atención satisfactoria,SMS
ENC-000460,CLI-002158,SUB-002158,2026-08-06,Cambio de plan,4,3,Producto,Plan adecuado,App
ENC-000461,CLI-002181,SUB-002181,2026-08-09,Periódica,9,5,Facturación,Cobro claro,Web
ENC-000462,CLI-002204,SUB-002204,2026-08-12,Cierre de ticket,8,5,App,App fácil de usar,SMS
ENC-000463,CLI-002227,SUB-002227,2026-08-01,Alta,2,2,Red,Cobertura insuficiente,App
ENC-000464,CLI-002250,SUB-002250,2026-08-04,Cambio de plan,7,4,Red,Velocidad variable,Web
ENC-000465,CLI-002273,SUB-002273,2026-08-07,Periódica,6,4,Atención,Atención satisfactoria,SMS
ENC-000466,CLI-002296,SUB-002296,2026-08-10,Cierre de ticket,0,1,Producto,Plan adecuado,App
ENC-000467,CLI-002319,SUB-002319,2026-08-13,Alta,10,5,Facturación,Cobro claro,Web
ENC-000468,CLI-002342,SUB-002342,2026-08-02,Cambio de plan,4,3,App,App fácil de usar,SMS
ENC-000469,CLI-002365,SUB-002365,2026-08-05,Periódica,9,5,Red,Cobertura insuficiente,App
ENC-000470,CLI-002388,SUB-002388,2026-08-08,Cierre de ticket,8,5,Red,Velocidad variable,Web
ENC-000471,CLI-002411,SUB-002411,2026-08-11,Alta,2,2,Atención,Atención satisfactoria,SMS
ENC-000472,CLI-002434,SUB-002434,2026-08-14,Cambio de plan,1,1,Producto,Plan adecuado,App
ENC-000473,CLI-002457,SUB-002457,2026-08-03,Periódica,6,4,Facturación,Cobro claro,Web
ENC-000474,CLI-002480,SUB-002480,2026-08-06,Cierre de ticket,0,1,App,App fácil de usar,SMS
ENC-000475,CLI-002503,SUB-002503,2026-08-09,Alta,10,5,Red,Cobertura insuficiente,App
ENC-000476,CLI-002526,SUB-002526,2026-08-12,Cambio de plan,4,3,Red,Velocidad variable,Web
ENC-000477,CLI-002549,SUB-002549,2026-08-01,Periódica,3,2,Atención,Atención satisfactoria,SMS
ENC-000478,CLI-002572,SUB-002572,2026-08-04,Cierre de ticket,8,5,Producto,Plan adecuado,App
ENC-000479,CLI-002595,SUB-002595,2026-08-07,Alta,2,2,Facturación,Cobro claro,Web
ENC-000480,CLI-002618,SUB-002618,2026-08-10,Cambio de plan,1,1,App,App fácil de usar,SMS
ENC-000481,CLI-002641,SUB-002641,2026-08-13,Periódica,6,4,Red,Cobertura insuficiente,App
ENC-000482,CLI-002664,SUB-002664,2026-08-02,Cierre de ticket,5,3,Red,Velocidad variable,Web
ENC-000483,CLI-002687,SUB-002687,2026-08-05,Alta,10,5,Atención,Atención satisfactoria,SMS
ENC-000484,CLI-002710,SUB-002710,2026-08-08,Cambio de plan,4,3,Producto,Plan adecuado,App
ENC-000485,CLI-002733,SUB-002733,2026-08-11,Periódica,3,2,Facturación,Cobro claro,Web
ENC-000486,CLI-002756,SUB-002756,2026-08-14,Cierre de ticket,8,5,App,App fácil de usar,SMS
ENC-000487,CLI-002779,SUB-002779,2026-08-03,Alta,7,4,Red,Cobertura insuficiente,App
ENC-000488,CLI-002802,SUB-002802,2026-08-06,Cambio de plan,1,1,Red,Velocidad variable,Web
ENC-000489,CLI-002825,SUB-002825,2026-08-09,Periódica,6,4,Atención,Atención satisfactoria,SMS
ENC-000490,CLI-002848,SUB-002848,2026-08-12,Cierre de ticket,5,3,Producto,Plan adecuado,App
ENC-000491,CLI-002871,SUB-002871,2026-08-01,Alta,10,5,Facturación,Cobro claro,Web
ENC-000492,CLI-002894,SUB-002894,2026-08-04,Cambio de plan,9,5,App,App fácil de usar,SMS
ENC-000493,CLI-002917,SUB-002917,2026-08-07,Periódica,3,2,Red,Cobertura insuficiente,App
ENC-000494,CLI-002940,SUB-002940,2026-08-10,Cierre de ticket,8,5,Red,Velocidad variable,Web
ENC-000495,CLI-002963,SUB-002963,2026-08-13,Alta,7,4,Atención,Atención satisfactoria,SMS
ENC-000496,CLI-002986,SUB-002986,2026-08-02,Cambio de plan,1,1,Producto,Plan adecuado,App
ENC-000497,CLI-000009,SUB-003009,2026-08-05,Periódica,0,1,Facturación,Cobro claro,Web
ENC-000498,CLI-000032,SUB-003032,2026-08-08,Cierre de ticket,5,3,App,App fácil de usar,SMS
ENC-000499,CLI-000055,SUB-003055,2026-08-11,Alta,10,5,Red,Cobertura insuficiente,App
ENC-000500,CLI-000078,SUB-003078,2026-08-14,Cambio de plan,9,5,Red,Velocidad variable,Web
ENC-000501,CLI-000101,SUB-003101,2026-08-03,Periódica,3,2,Atención,Atención satisfactoria,SMS
ENC-000502,CLI-000124,SUB-003124,2026-08-06,Cierre de ticket,2,2,Producto,Plan adecuado,App
ENC-000503,CLI-000147,SUB-003147,2026-08-09,Alta,7,4,Facturación,Cobro claro,Web
ENC-000504,CLI-000170,SUB-003170,2026-08-12,Cambio de plan,1,1,App,App fácil de usar,SMS
ENC-000505,CLI-000193,SUB-003193,2026-08-01,Periódica,0,1,Red,Cobertura insuficiente,App
ENC-000506,CLI-000216,SUB-003216,2026-08-04,Cierre de ticket,5,3,Red,Velocidad variable,Web
ENC-000507,CLI-000239,SUB-003239,2026-08-07,Alta,4,3,Atención,Atención satisfactoria,SMS
ENC-000508,CLI-000262,SUB-003262,2026-08-10,Cambio de plan,9,5,Producto,Plan adecuado,App
ENC-000509,CLI-000285,SUB-003285,2026-08-13,Periódica,3,2,Facturación,Cobro claro,Web
ENC-000510,CLI-000308,SUB-003308,2026-08-02,Cierre de ticket,2,2,App,App fácil de usar,SMS
ENC-000511,CLI-000331,SUB-003331,2026-08-05,Alta,7,4,Red,Cobertura insuficiente,App
ENC-000512,CLI-000354,SUB-003354,2026-08-08,Cambio de plan,6,4,Red,Velocidad variable,Web
ENC-000513,CLI-000377,SUB-003377,2026-08-11,Periódica,0,1,Atención,Atención satisfactoria,SMS
ENC-000514,CLI-000400,SUB-003400,2026-08-14,Cierre de ticket,5,3,Producto,Plan adecuado,App
ENC-000515,CLI-000423,SUB-003423,2026-08-03,Alta,4,3,Facturación,Cobro claro,Web
ENC-000516,CLI-000446,SUB-003446,2026-08-06,Cambio de plan,9,5,App,App fácil de usar,SMS
ENC-000517,CLI-000469,SUB-003469,2026-08-09,Periódica,8,5,Red,Cobertura insuficiente,App
