ticket_id,customer_id,subscription_id,cell_id,created_at,resolved_at,category,severity,ticket_status,channel,first_contact_resolution,sla_target_hours,resolution_hours,post_service_csat
TKT-000185,CLI-000129,SUB-003129,,2026-08-02 13:58:32,2026-08-03 00:58:32,Plan,Media,Cerrado,WhatsApp,true,24,10.56,
TKT-000186,CLI-000146,SUB-003146,,2026-08-02 14:10:55,2026-08-05 04:10:55,Portabilidad,Baja,Resuelto,App,true,72,61.37,2
TKT-000187,CLI-000163,SUB-003163,CEL-00002,2026-08-02 14:23:18,2026-08-04 09:23:18,Cobertura,Crítica,Resuelto,Web,false,4,42.65,3
TKT-000188,CLI-000180,SUB-003180,CEL-00121,2026-08-02 14:35:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000189,CLI-000197,SUB-003197,CEL-00060,2026-08-02 14:48:04,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000190,CLI-000214,SUB-003214,,2026-08-02 15:00:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000191,CLI-000231,SUB-003231,,2026-08-02 15:12:50,2026-08-03 23:12:50,Plan,Media,Cerrado,App,true,24,31.8,4
TKT-000192,CLI-000248,SUB-003248,,2026-08-02 15:25:13,2026-08-04 00:25:13,Portabilidad,Baja,Cerrado,Web,true,72,32.59,4
TKT-000193,CLI-000265,SUB-003265,CEL-00176,2026-08-02 15:37:36,2026-08-03 07:37:36,Cobertura,Crítica,Cerrado,Call center,true,4,15.48,
TKT-000194,CLI-000282,SUB-003282,CEL-00115,2026-08-02 15:49:59,2026-08-04 00:49:59,Velocidad,Alta,Cerrado,Tienda,true,8,32.82,4
TKT-000195,CLI-000299,SUB-003299,CEL-00054,2026-08-02 16:02:22,2026-08-04 11:02:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,42.75,3
TKT-000196,CLI-000316,SUB-003316,,2026-08-02 16:14:45,2026-08-03 00:14:45,Facturación,Media,Resuelto,App,true,24,7.26,5
TKT-000197,CLI-000333,SUB-003333,,2026-08-02 16:27:08,2026-08-03 17:27:08,Plan,Media,Resuelto,Web,false,24,24.58,
TKT-000198,CLI-000350,SUB-003350,,2026-08-02 16:39:31,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000199,CLI-000367,SUB-003367,CEL-00170,2026-08-02 16:51:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000200,CLI-000384,SUB-003384,CEL-00109,2026-08-02 17:04:17,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000201,CLI-000401,SUB-003401,CEL-00048,2026-08-02 17:16:40,2026-08-04 21:16:40,Llamadas,Alta,Cerrado,App,true,8,51.32,
TKT-000202,CLI-000418,SUB-003418,,2026-08-02 17:29:03,2026-08-02 23:29:03,Facturación,Media,Cerrado,Web,true,24,5.8,5
TKT-000203,CLI-000435,SUB-003435,,2026-08-02 17:41:26,2026-08-04 16:41:26,Plan,Media,Cerrado,Call center,true,24,46.12,3
TKT-000204,CLI-000452,SUB-003452,,2026-08-02 17:53:49,2026-08-05 02:53:49,Portabilidad,Baja,Cerrado,Tienda,true,72,56.68,2
TKT-000205,CLI-000469,SUB-003469,CEL-00164,2026-08-02 18:06:12,2026-08-03 17:06:12,Cobertura,Crítica,Cerrado,WhatsApp,true,4,22.36,
TKT-000206,CLI-000486,SUB-003486,CEL-00103,2026-08-02 18:18:35,2026-08-04 17:18:35,Velocidad,Alta,Resuelto,App,true,8,46.37,3
TKT-000207,CLI-000503,SUB-003503,CEL-00042,2026-08-02 18:30:58,2026-08-04 17:30:58,Llamadas,Alta,Resuelto,Web,false,8,46.14,3
TKT-000208,CLI-000520,SUB-003520,,2026-08-02 18:43:21,,Facturación,Media,En progreso,Call center,,24,,
TKT-000209,CLI-000537,SUB-003537,,2026-08-02 18:55:44,,Plan,Media,En progreso,Tienda,,24,,
TKT-000210,CLI-000554,SUB-003554,,2026-08-02 19:08:07,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000211,CLI-000571,SUB-003571,CEL-00158,2026-08-02 19:20:30,2026-08-03 10:20:30,Cobertura,Crítica,Cerrado,App,true,4,14.58,5
TKT-000211,CLI-000588,SUB-003588,CEL-00097,2026-08-02 19:32:53,2026-08-04 08:32:53,Velocidad,Alta,Cerrado,Web,true,8,36.41,3
TKT-000213,CLI-000605,SUB-003605,CEL-00036,2026-08-02 19:45:16,2026-08-04 21:45:16,Llamadas,Alta,Cerrado,Call center,true,8,49.69,
TKT-000214,CLI-000622,SUB-003622,,2026-08-02 19:57:39,2026-08-05 02:57:39,Facturación,Media,Cerrado,Tienda,true,24,54.05,2
TKT-000215,CLI-000639,SUB-003639,,2026-08-02 20:10:02,2026-08-03 10:10:02,Plan,Media,Cerrado,WhatsApp,true,24,13.09,5
TKT-000216,CLI-000656,SUB-003656,,2026-08-02 20:22:25,2026-08-05 12:22:25,Portabilidad,Baja,Resuelto,App,true,72,63.01,2
TKT-000217,CLI-000673,SUB-003673,CEL-00152,2026-08-02 20:34:48,2026-08-03 10:34:48,Cobertura,Crítica,Resuelto,Web,false,4,13.97,
TKT-000218,CLI-000690,SUB-003690,CEL-00091,2026-08-02 20:47:11,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000219,CLI-000707,SUB-003707,CEL-00030,2026-08-02 20:59:34,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000220,CLI-000724,SUB-003724,,2026-08-02 21:11:57,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000221,CLI-000741,SUB-003741,,2026-08-02 21:24:20,2026-08-04 03:24:20,Plan,Media,Cerrado,App,true,24,29.66,
TKT-000222,CLI-000758,SUB-003758,,2026-08-02 21:36:43,2026-08-04 04:36:43,Portabilidad,Baja,Cerrado,Web,true,72,30.26,4
TKT-000223,CLI-000775,SUB-003775,CEL-00146,2026-08-02 21:49:06,2026-08-04 07:49:06,Cobertura,Crítica,Cerrado,Call center,true,4,33.87,4
TKT-000224,CLI-000792,SUB-003792,CEL-00085,2026-08-02 22:01:29,2026-08-03 22:01:29,Velocidad,Alta,Cerrado,Tienda,true,8,23.93,4
TKT-000225,CLI-000809,SUB-003809,CEL-00024,2026-08-02 22:13:52,2026-08-03 09:13:52,Llamadas,Alta,Cerrado,WhatsApp,true,8,10.91,
TKT-000226,CLI-000826,SUB-003826,,2026-08-02 22:26:15,2026-08-05 01:26:15,Facturación,Media,Resuelto,App,true,24,50.01,3
TKT-000227,CLI-000843,SUB-003843,,2026-08-02 22:38:38,2026-08-05 20:38:38,Plan,Media,Resuelto,Web,false,24,69.14,2
TKT-000228,CLI-000860,SUB-003860,,2026-08-02 22:51:01,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000229,CLI-000877,SUB-003877,CEL-00140,2026-08-02 23:03:24,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000230,CLI-000894,SUB-003894,CEL-00079,2026-08-02 23:15:47,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000231,CLI-000911,SUB-003911,CEL-00018,2026-08-02 23:28:10,2026-08-03 11:28:10,Llamadas,Alta,Cerrado,App,true,8,11.97,5
TKT-000232,CLI-000928,SUB-003928,,2026-08-02 23:40:33,2026-08-03 23:40:33,Facturación,Media,Cerrado,Web,true,24,23.24,4
TKT-000233,CLI-000945,SUB-003945,,2026-08-02 23:52:56,2026-08-04 16:52:56,Plan,Media,Cerrado,Call center,true,24,40.66,
TKT-000234,CLI-000962,SUB-003962,,2026-08-03 00:05:19,2026-08-05 15:05:19,Portabilidad,Baja,Cerrado,Tienda,true,72,62.7,2
TKT-000235,CLI-000979,SUB-003979,CEL-00134,2026-08-03 00:17:42,2026-08-04 07:17:42,Cobertura,Crítica,Cerrado,WhatsApp,true,4,30.39,4
TKT-000236,CLI-000996,SUB-003996,CEL-00073,2026-08-03 00:30:05,2026-08-04 14:30:05,Velocidad,Alta,Resuelto,App,true,8,37.18,3
TKT-000237,CLI-001013,SUB-004013,CEL-00012,2026-08-03 00:42:28,2026-08-03 11:42:28,Llamadas,Alta,Resuelto,Web,false,8,10.73,
TKT-000238,CLI-001030,SUB-004030,,2026-08-03 00:54:51,,Facturación,Media,En progreso,Call center,,24,,
TKT-000239,CLI-001047,SUB-004047,,2026-08-03 01:07:14,,Plan,Media,En progreso,Tienda,,24,,
TKT-000240,CLI-001064,SUB-004064,,2026-08-03 01:19:37,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000241,CLI-001081,SUB-004081,CEL-00128,2026-08-03 01:32:00,2026-08-05 21:32:00,Cobertura,Crítica,Cerrado,App,true,4,67.91,
TKT-000242,CLI-001098,SUB-004098,CEL-00067,2026-08-03 01:44:23,2026-08-05 00:44:23,Velocidad,Alta,Cerrado,Web,true,8,46.87,3
TKT-000243,CLI-001115,SUB-004115,CEL-00006,2026-08-03 01:56:46,2026-08-04 14:56:46,Llamadas,Alta,Cerrado,Call center,true,8,36.13,3
TKT-000244,CLI-001132,SUB-004132,,2026-08-03 02:09:09,2026-08-05 14:09:09,Facturación,Media,Cerrado,Tienda,true,24,59.89,2
TKT-000245,CLI-001149,SUB-004149,,2026-08-03 02:21:32,2026-08-03 19:21:32,Plan,Media,Cerrado,WhatsApp,true,24,16.7,
TKT-000246,CLI-001166,SUB-004166,,2026-08-03 02:33:55,2026-08-04 02:33:55,Portabilidad,Baja,Resuelto,App,true,72,23.14,4
TKT-000247,CLI-001183,SUB-004183,CEL-00122,2026-08-03 02:46:18,2026-08-03 20:46:18,Cobertura,Crítica,Resuelto,Web,false,4,17.71,5
TKT-000248,CLI-001200,SUB-004200,CEL-00061,2026-08-03 02:58:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000249,CLI-000017,SUB-000017,CEL-00120,2026-08-03 03:11:04,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000250,CLI-000034,SUB-000034,,2026-08-03 03:23:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000251,CLI-000051,SUB-000051,,2026-08-03 03:35:50,2026-08-03 09:35:50,Plan,Media,Cerrado,App,true,24,5.77,5
TKT-000252,CLI-000068,SUB-000068,,2026-08-03 03:48:13,2026-08-03 22:48:13,Portabilidad,Baja,Cerrado,Web,true,72,18.29,4
TKT-000253,CLI-000085,SUB-000085,CEL-00056,2026-08-03 04:00:36,2026-08-04 07:00:36,Cobertura,Crítica,Cerrado,Call center,true,4,26.49,
TKT-000254,CLI-000102,SUB-000102,CEL-00175,2026-08-03 04:12:59,2026-08-03 13:12:59,Velocidad,Alta,Cerrado,Tienda,true,8,8.11,5
TKT-000255,CLI-000119,SUB-000119,CEL-00114,2026-08-03 04:25:22,2026-08-05 02:25:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,45.68,3
TKT-000256,CLI-000136,SUB-000136,,2026-08-03 04:37:45,2026-08-04 08:37:45,Facturación,Media,Resuelto,App,true,24,27.14,4
TKT-000257,CLI-000153,SUB-000153,,2026-08-03 04:50:08,2026-08-04 21:50:08,Plan,Media,Resuelto,Web,false,24,40.97,
TKT-000258,CLI-000170,SUB-000170,,2026-08-03 05:02:31,,Portabilidad,Baja,En progreso,Call center,,72,-3.0,
TKT-000259,CLI-000187,SUB-000187,CEL-00050,2026-08-03 05:14:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000260,CLI-000204,SUB-000204,CEL-00169,2026-08-03 05:27:17,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000261,CLI-000221,SUB-000221,CEL-00108,2026-08-03 05:39:40,2026-08-04 16:39:40,Llamadas,Alta,Cerrado,App,true,8,34.57,
TKT-000262,CLI-000238,SUB-000238,,2026-08-03 05:52:03,2026-08-06 04:52:03,Facturación,Media,Cerrado,Web,true,24,70.1,2
TKT-000263,CLI-000255,SUB-000255,,2026-08-03 06:04:26,2026-08-05 05:04:26,Plan,Media,Cerrado,Call center,true,24,46.62,3
TKT-000264,CLI-000272,SUB-000272,,2026-08-03 06:16:49,2026-08-03 05:16:49,Portabilidad,Baja,Cerrado,Tienda,true,72,2.84,5
TKT-000265,CLI-000289,SUB-000289,CEL-00044,2026-08-03 06:29:12,2026-08-04 15:29:12,Cobertura,Crítica,Cerrado,WhatsApp,true,4,32.44,
TKT-000266,CLI-000306,SUB-000306,CEL-00163,2026-08-03 06:41:35,2026-08-05 06:41:35,Velocidad,Alta,Resuelto,App,true,8,47.25,3
TKT-000267,CLI-000323,SUB-000323,CEL-00102,2026-08-03 06:53:58,2026-08-04 03:53:58,Llamadas,Alta,Resuelto,Web,false,8,20.05,4
TKT-000268,CLI-000340,SUB-000340,,2026-08-03 07:06:21,,Facturación,Media,En progreso,Call center,,24,,
TKT-000269,CLI-000357,SUB-000357,,2026-08-03 07:18:44,,Plan,Media,En progreso,Tienda,,24,,
TKT-000270,CLI-000374,SUB-000374,,2026-08-03 07:31:07,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000271,CLI-000391,SUB-000391,CEL-00038,2026-08-03 07:43:30,2026-08-06 01:43:30,Cobertura,Crítica,Cerrado,App,true,4,65.93,2
TKT-000272,CLI-000408,SUB-000408,CEL-00157,2026-08-03 07:55:53,2026-08-05 01:55:53,,Alta,Cerrado,Web,true,8,41.58,3
TKT-000273,CLI-000425,SUB-000425,CEL-00096,2026-08-03 08:08:16,2026-08-04 00:08:16,Llamadas,Alta,Cerrado,Call center,true,8,15.86,
TKT-000274,CLI-000442,SUB-000442,,2026-08-03 08:20:39,2026-08-05 17:20:39,Facturación,Media,Cerrado,Tienda,true,24,56.33,2
TKT-000275,CLI-000459,SUB-000459,,2026-08-03 08:33:02,2026-08-04 19:33:02,Plan,Media,Cerrado,WhatsApp,true,24,34.82,4
TKT-000276,CLI-000476,SUB-000476,,2026-08-03 08:45:25,2026-08-03 14:45:25,Portabilidad,Baja,Resuelto,App,true,72,5.93,5
TKT-000277,CLI-000493,SUB-000493,CEL-00032,2026-08-03 08:57:48,2026-08-04 13:57:48,Cobertura,Crítica,Resuelto,Web,false,4,28.5,
TKT-000278,CLI-000510,SUB-000510,CEL-00151,2026-08-03 09:10:11,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000279,CLI-000527,SUB-000527,CEL-00090,2026-08-03 09:22:34,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000280,CLI-000544,SUB-000544,,2026-08-03 09:34:57,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000281,CLI-000561,SUB-000561,,2026-08-03 09:47:20,2026-08-04 01:47:20,Plan,Media,Cerrado,App,true,24,15.41,
TKT-000282,CLI-000578,SUB-000578,,2026-08-03 09:59:43,2026-08-04 10:59:43,Portabilidad,Baja,Cerrado,Web,true,72,24.06,4
TKT-000283,CLI-000595,SUB-000595,CEL-00026,2026-08-03 10:12:06,2026-08-05 07:12:06,Cobertura,Crítica,Cerrado,Call center,true,4,44.63,3
TKT-000284,CLI-000612,SUB-000612,CEL-99999,2026-08-03 10:24:29,2026-08-04 22:24:29,Velocidad,Alta,Cerrado,Tienda,true,8,35.52,4
TKT-000285,CLI-000629,SUB-000629,CEL-00084,2026-08-03 10:36:52,2026-08-04 17:36:52,Llamadas,Alta,Cerrado,WhatsApp,true,8,30.13,
TKT-000286,CLI-000646,SUB-000646,,2026-08-03 10:49:15,2026-08-03 13:49:15,Facturación,Media,Resuelto,App,true,24,2.9,5
TKT-000287,CLI-000663,SUB-000663,,2026-08-03 11:01:38,2026-08-05 21:01:38,Plan,Media,Resuelto,Web,false,24,57.72,2
TKT-000288,CLI-000680,SUB-000680,,2026-08-03 11:14:01,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000289,CLI-000697,SUB-000697,CEL-00020,2026-08-03 11:26:24,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000290,CLI-000714,SUB-000714,CEL-00139,2026-08-03 11:38:47,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000291,CLI-000731,SUB-000731,CEL-00078,2026-08-03 11:51:10,2026-08-04 09:51:10,Llamadas,Alta,Cerrado,App,true,8,21.13,4
TKT-000292,CLI-000748,SUB-000748,,2026-08-03 12:03:33,2026-08-06 06:03:33,Facturación,Media,Cerrado,Web,true,24,65.56,2
TKT-000293,CLI-000765,SUB-000765,,2026-08-03 12:15:56,2026-08-04 13:15:56,Plan,Media,Cerrado,Call center,true,24,24.75,
TKT-000294,CLI-000782,SUB-999999,,2026-08-03 12:28:19,2026-08-05 18:28:19,Portabilidad,Baja,Cerrado,Tienda,true,72,53.65,3
TKT-000295,CLI-000799,SUB-000799,CEL-00014,2026-08-03 12:40:42,2026-08-04 12:40:42,Cobertura,Crítica,Cerrado,WhatsApp,true,4,23.71,4
TKT-000296,CLI-000816,SUB-000816,CEL-00133,2026-08-03 12:53:05,2026-08-04 14:53:05,Velocidad,Alta,Resuelto,App,true,8,25.31,4
TKT-000297,CLI-000833,SUB-000833,CEL-00072,2026-08-03 13:05:28,2026-08-05 13:05:28,Llamadas,Alta,Resuelto,Web,false,8,47.85,
TKT-000298,CLI-000850,SUB-000850,,2026-08-03 13:17:51,,Facturación,Media,En progreso,Call center,,24,,
TKT-000299,CLI-000867,SUB-000867,,2026-08-03 13:30:14,,Plan,Media,En progreso,Tienda,,24,,
TKT-000300,CLI-000884,SUB-000884,,2026-08-03 13:42:37,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000301,CLI-000901,SUB-000901,CEL-00008,2026-08-03 13:55:00,2026-08-04 07:55:00,Cobertura,Crítica,Cerrado,App,true,4,17.28,
TKT-000302,CLI-000918,SUB-000918,CEL-00127,2026-08-03 14:07:23,2026-08-06 04:07:23,Velocidad,Alta,Cerrado,Web,true,8,61.39,2
TKT-000303,CLI-000935,SUB-000935,CEL-00066,2026-08-03 14:19:46,2026-08-05 09:19:46,Llamadas,Alta,Cerrado,Call center,true,8,42.83,3
TKT-000304,CLI-000952,SUB-000952,,2026-08-03 14:32:09,2026-08-05 04:32:09,Facturación,Media,Cerrado,Tienda,true,24,37.07,3
TKT-000305,CLI-000969,SUB-000969,,2026-08-03 14:44:32,2026-08-05 14:44:32,Plan,Media,Cerrado,WhatsApp,true,24,47.24,
TKT-000306,CLI-000986,SUB-000986,,2026-08-03 14:56:55,2026-08-05 02:56:55,Portabilidad,Baja,Resuelto,App,true,72,35.2,4
TKT-000307,CLI-001003,SUB-001003,CEL-00002,2026-08-03 15:09:18,2026-08-05 19:09:18,Cobertura,Crítica,Resuelto,Web,false,4,51.41,3
TKT-000308,CLI-999999,SUB-001020,CEL-00121,2026-08-03 15:21:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000309,CLI-001037,SUB-001037,CEL-00060,2026-08-03 15:34:04,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000310,CLI-001054,SUB-001054,,2026-08-03 15:46:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000311,CLI-001071,SUB-001071,,2026-08-03 15:58:50,2026-08-04 22:58:50,Plan,Media,Cerrado,App,true,24,30.75,4
TKT-000312,CLI-001088,SUB-001088,,2026-08-03 16:11:13,2026-08-05 18:11:13,Portabilidad,Baja,Cerrado,Web,true,72,49.59,3
TKT-000313,CLI-001105,SUB-001105,CEL-00176,2026-08-03 16:23:36,2026-08-06 13:23:36,Cobertura,Crítica,Cerrado,Call center,true,4,68.28,
TKT-000314,CLI-001122,SUB-001122,CEL-00115,2026-08-03 16:35:59,2026-08-04 04:35:59,Velocidad,Alta,Cerrado,Tienda,true,8,11.96,5
TKT-000315,CLI-001139,SUB-001139,CEL-00054,2026-08-03 16:48:22,2026-08-05 16:48:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,47.17,3
TKT-000316,CLI-001156,SUB-001156,,2026-08-03 17:00:45,2026-08-05 08:00:45,Facturación,Media,Resuelto,App,true,24,38.82,3
TKT-000317,CLI-001173,SUB-001173,,2026-08-03 17:13:08,2026-08-04 06:13:08,Plan,Media,Resuelto,Web,false,24,12.57,
TKT-000318,CLI-001190,SUB-001190,,2026-08-03 17:25:31,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000319,CLI-001207,SUB-001207,CEL-00170,2026-08-03 17:37:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000320,CLI-001224,SUB-001224,CEL-00109,2026-08-03 17:50:17,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000321,CLI-001241,SUB-001241,CEL-00048,2026-08-03 18:02:40,2026-08-06 18:02:40,Llamadas,Alta,Cerrado,App,true,8,71.84,
TKT-000322,CLI-001258,SUB-001258,,2026-08-03 18:15:03,2026-08-05 14:15:03,Facturación,Media,Cerrado,Web,true,24,43.04,3
TKT-000323,CLI-001275,SUB-001275,,2026-08-03 18:27:26,2026-08-04 20:27:26,Plan,Media,Cerrado,Call center,true,24,25.11,4
TKT-000324,CLI-001292,SUB-001292,,2026-08-03 18:39:49,2026-08-05 03:39:49,Portabilidad,Baja,Cerrado,Tienda,true,72,32.29,4
TKT-000325,CLI-001309,SUB-001309,CEL-00164,2026-08-03 18:52:12,2026-08-05 03:52:12,Cobertura,Crítica,Cerrado,WhatsApp,true,4,32.69,
TKT-000326,CLI-001326,SUB-001326,CEL-00103,2026-08-03 19:04:35,2026-08-03 23:04:35,Velocidad,Alta,Resuelto,App,true,8,3.72,5
TKT-000327,CLI-001343,SUB-001343,CEL-00042,2026-08-03 19:16:58,2026-08-04 15:16:58,Llamadas,Alta,Resuelto,Web,false,8,19.78,4
TKT-000328,CLI-001360,SUB-001360,,2026-08-03 19:29:21,,Facturación,Media,En progreso,Call center,,24,,
TKT-000329,CLI-001377,SUB-001377,,2026-08-03 19:41:44,,Plan,Media,En progreso,Tienda,,24,,
TKT-000330,CLI-001394,SUB-001394,,2026-08-03 19:54:07,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000331,CLI-001411,SUB-001411,CEL-00158,2026-08-03 20:06:30,2026-08-05 20:06:30,Cobertura,Crítica,Cerrado,App,true,4,47.47,3
TKT-000332,CLI-001428,SUB-001428,CEL-00097,2026-08-03 20:18:53,2026-08-05 20:18:53,Velocidad,Alta,Cerrado,Web,true,8,47.31,3
TKT-000333,CLI-001445,SUB-001445,CEL-00036,2026-08-03 20:31:16,2026-08-06 01:31:16,Llamadas,Alta,Cerrado,Call center,true,8,52.2,
TKT-000334,CLI-001462,SUB-001462,,2026-08-03 20:43:39,2026-08-06 04:43:39,Facturación,Media,Cerrado,Tienda,true,24,55.23,2
TKT-000335,CLI-001479,SUB-001479,,2026-08-03 20:56:02,2026-08-05 19:56:02,Plan,Media,Cerrado,WhatsApp,true,24,46.13,3
TKT-000336,CLI-001496,SUB-001496,,2026-08-03 21:08:25,2026-08-04 00:08:25,Portabilidad,Baja,Resuelto,App,true,72,2.98,5
TKT-000337,CLI-001513,SUB-001513,CEL-00152,2026-08-03 21:20:48,2026-08-04 20:20:48,Cobertura,Crítica,Resuelto,Web,false,4,22.76,
TKT-000338,CLI-001530,SUB-001530,CEL-00091,2026-08-03 21:33:11,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000339,CLI-001547,SUB-001547,CEL-00030,2026-08-03 21:45:34,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000340,CLI-001564,SUB-001564,,2026-08-03 21:57:57,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000341,CLI-001581,SUB-001581,,2026-08-03 22:10:20,2026-08-04 14:10:20,Plan,Media,Cerrado,App,true,24,15.89,
TKT-000342,CLI-001598,SUB-001598,,2026-08-03 22:22:43,2026-08-04 10:22:43,Portabilidad,Baja,Cerrado,Web,true,72,11.78,5
TKT-000343,CLI-001615,SUB-001615,CEL-00146,2026-08-03 22:35:06,2026-08-06 18:35:06,Cobertura,Crítica,Cerrado,Call center,true,4,67.05,2
TKT-000344,CLI-001632,SUB-001632,CEL-00085,2026-08-03 22:47:29,2026-08-05 22:47:29,Velocidad,Alta,Cerrado,Tienda,true,8,47.72,3
TKT-000345,CLI-001649,SUB-001649,CEL-00024,2026-08-03 22:59:52,2026-08-05 23:59:52,Llamadas,Alta,Cerrado,WhatsApp,true,8,48.51,
TKT-000346,CLI-001666,SUB-001666,,2026-08-03 23:12:15,2026-08-05 10:12:15,Facturación,Media,Resuelto,App,true,24,34.55,4
TKT-000347,CLI-001683,SUB-001683,,2026-08-03 23:24:38,2026-08-05 16:24:38,Plan,Media,Resuelto,Web,false,24,40.14,3
TKT-000348,CLI-001700,SUB-001700,,2026-08-03 23:37:01,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000349,CLI-001717,SUB-001717,CEL-00140,2026-08-03 23:49:24,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000350,CLI-001734,SUB-001734,CEL-00079,2026-08-04 00:01:47,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000351,CLI-001751,SUB-001751,CEL-00018,2026-08-04 00:14:10,2026-08-04 06:14:10,Llamadas,Alta,Cerrado,App,true,8,5.62,5
TKT-000352,CLI-001768,SUB-001768,,2026-08-04 00:26:33,2026-08-04 23:26:33,Facturación,Media,Cerrado,Web,true,24,22.82,4
TKT-000353,CLI-001785,SUB-001785,,2026-08-04 00:38:56,2026-08-04 16:38:56,Plan,Media,Cerrado,Call center,true,24,15.28,
TKT-000354,CLI-001802,SUB-001802,,2026-08-04 00:51:19,2026-08-04 14:51:19,Portabilidad,Baja,Cerrado,Tienda,true,72,13.14,5
TKT-000355,CLI-001819,SUB-001819,CEL-00134,2026-08-04 01:03:42,2026-08-05 15:03:42,Cobertura,Crítica,Cerrado,WhatsApp,true,4,37.22,3
TKT-000356,CLI-001836,SUB-001836,CEL-00073,2026-08-04 01:16:05,2026-08-04 17:16:05,Velocidad,Alta,Resuelto,App,true,8,15.89,5
TKT-000357,CLI-001853,SUB-001853,CEL-00012,2026-08-04 01:28:28,2026-08-05 23:28:28,Llamadas,Alta,Resuelto,Web,false,8,45.22,
TKT-000358,CLI-001870,SUB-001870,,2026-08-04 01:40:51,,Facturación,Media,En progreso,Call center,,24,,
TKT-000359,CLI-001887,SUB-001887,,2026-08-04 01:53:14,,Plan,Media,En progreso,Tienda,,24,,
TKT-000360,CLI-001904,SUB-001904,,2026-08-04 02:05:37,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000361,CLI-001921,SUB-001921,CEL-00128,2026-08-04 02:18:00,2026-08-04 15:18:00,Cobertura,Crítica,Cerrado,App,true,4,12.64,
TKT-000362,CLI-001938,SUB-001938,CEL-00067,2026-08-04 02:30:23,2026-08-04 17:30:23,Velocidad,Alta,Cerrado,Web,true,8,14.85,5
TKT-000363,CLI-001955,SUB-001955,CEL-00006,2026-08-04 02:42:46,2026-08-06 16:42:46,Llamadas,Alta,Cerrado,Call center,true,8,61.21,2
TKT-000364,CLI-001972,SUB-001972,,2026-08-04 02:55:09,2026-08-04 05:55:09,Facturación,Media,Cerrado,Tienda,true,24,2.16,5
TKT-000365,CLI-001989,SUB-001989,,2026-08-04 03:07:32,2026-08-04 10:07:32,Plan,Media,Cerrado,WhatsApp,true,24,6.66,
TKT-000366,CLI-002006,SUB-002006,,2026-08-04 03:19:55,2026-08-06 00:19:55,Portabilidad,Baja,Resuelto,App,true,72,44.74,3
TKT-000367,CLI-002023,SUB-002023,CEL-00122,2026-08-04 03:32:18,2026-08-06 21:32:18,Cobertura,Crítica,Resuelto,Web,false,4,65.35,2
TKT-000368,CLI-002040,SUB-002040,CEL-00061,2026-08-04 03:44:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000369,CLI-002057,SUB-002057,CEL-00180,2026-08-04 03:57:04,,Llamadas,Alta,En progreso,Tienda,,8,,
