usage_date,subscription_id,primary_cell_id,data_gb,voice_minutes,sms_count,data_5g_pct,roaming_data_mb,dropped_calls,recharge_amount_clp,billed_amount_clp,ingestion_batch_id
2026-08-11,SUB-001185,CEL-00126,1.234,6.13,14,71.43,0.0,1,,0.00,USAGE-20260811
2026-08-12,SUB-001185,CEL-00137,3.274,5.43,9,96.21,0.0,0,,0.00,USAGE-20260812
2026-08-13,SUB-001185,CEL-00148,2.914,10.84,4,71.53,612.06,2,8000.00,8000.00,USAGE-20260813
2026-08-14,SUB-001185,CEL-00159,1.916,11.58,17,96.57,0.0,2,,0.00,USAGE-20260814
2026-08-01,SUB-001186,CEL-00023,15.579,6.0,12,37.43,0.0,1,,4904.97,USAGE-20260801
2026-08-02,SUB-001186,CEL-00034,17.598,4.47,7,57.2,0.0,2,,6318.27,USAGE-20260802
2026-08-03,SUB-001186,CEL-00045,6.479,5.21,2,33.3,0.0,4,,999.67,USAGE-20260803
2026-08-04,SUB-001186,CEL-00056,9.463,17.95,15,89.08,0.0,0,,999.67,USAGE-20260804
2026-08-05,SUB-001186,CEL-00067,8.921,7.35,10,62.8,0.0,0,,999.67,USAGE-20260805
2026-08-06,SUB-001186,CEL-00078,15.443,13.86,5,46.45,0.0,2,,4809.77,USAGE-20260806
2026-08-07,SUB-001186,CEL-00089,9.721,5.98,0,44.69,0.0,0,,999.67,USAGE-20260807
2026-08-08,SUB-001186,CEL-00100,11.354,9.4,13,80.26,0.0,1,,1947.47,USAGE-20260808
2026-08-09,SUB-001186,CEL-00111,5.719,7.74,8,73.49,0.0,3,,999.67,USAGE-20260809
2026-08-10,SUB-001186,CEL-00122,10.14,3.42,3,68.69,0.0,2,,1097.67,USAGE-20260810
2026-08-11,SUB-001186,CEL-00133,11.117,9.19,16,46.88,0.0,2,,1781.57,USAGE-20260811
2026-08-12,SUB-001186,CEL-00144,13.003,6.07,11,80.62,0.0,3,,3101.77,USAGE-20260812
2026-08-13,SUB-001186,CEL-00155,12.437,15.47,6,50.08,0.0,1,,2705.57,USAGE-20260813
2026-08-14,SUB-001186,CEL-00166,9.936,10.81,1,39.17,0.0,2,,999.67,USAGE-20260814
2026-08-01,SUB-001187,CEL-00030,2.786,9.12,14,67.38,0.0,1,,1449.87,USAGE-20260801
2026-08-02,SUB-001187,CEL-00041,1.502,17.57,9,40.94,0.0,0,,551.07,USAGE-20260802
2026-08-03,SUB-001187,CEL-00052,2.323,16.55,4,52.22,0.0,0,,1125.77,USAGE-20260803
2026-08-04,SUB-001187,CEL-00063,1.484,16.73,17,88.55,0.0,1,,538.47,USAGE-20260804
2026-08-05,SUB-001187,CEL-00074,1.653,6.91,12,82.4,0.0,1,,656.77,USAGE-20260805
2026-08-06,SUB-001187,CEL-00085,1.203,8.31,7,78.85,0.0,0,,433.00,USAGE-20260806
2026-08-07,SUB-001187,CEL-00096,1.728,6.91,2,95.08,0.0,2,,709.27,USAGE-20260807
2026-08-08,SUB-001187,CEL-00107,1.506,10.55,15,35.53,0.0,1,,553.87,USAGE-20260808
2026-08-09,SUB-001187,CEL-00118,2.123,10.58,10,32.15,0.0,2,,985.77,USAGE-20260809
2026-08-10,SUB-001187,CEL-00129,0.612,5.22,5,78.37,0.0,1,,433.00,USAGE-20260810
2026-08-11,SUB-001187,CEL-00140,1.66,16.58,0,61.7,0.0,0,,661.67,USAGE-20260811
2026-08-12,SUB-001187,CEL-00151,1.387,9.2,13,82.54,0.0,1,,470.57,USAGE-20260812
2026-08-13,SUB-001187,CEL-00162,1.97,6.14,8,64.13,0.0,1,,878.67,USAGE-20260813
2026-08-14,SUB-001187,CEL-00173,1.981,6.91,3,97.76,492.05,0,,886.37,USAGE-20260814
2026-08-01,SUB-001188,CEL-00037,0.592,8.02,16,0.0,0.0,0,,0.00,USAGE-20260801
2026-08-02,SUB-001188,CEL-00048,0.417,23.42,11,0.0,0.0,3,,0.00,USAGE-20260802
2026-08-03,SUB-001188,CEL-00059,0.426,9.5,6,0.0,0.0,3,5000.00,5000.00,USAGE-20260803
2026-08-04,SUB-001188,CEL-00070,0.522,13.39,1,0.0,0.0,0,,0.00,USAGE-20260804
2026-08-05,SUB-001188,CEL-00081,0.184,9.26,14,0.0,0.0,2,,0.00,USAGE-20260805
2026-08-06,SUB-001188,CEL-00092,0.163,5.6,9,0.0,0.0,2,,0.00,USAGE-20260806
2026-08-07,SUB-001188,CEL-00103,0.517,12.64,4,0.0,0.0,0,,0.00,USAGE-20260807
2026-08-08,SUB-001188,CEL-00114,0.235,11.86,17,0.0,0.0,1,,0.00,USAGE-20260808
2026-08-09,SUB-001188,CEL-00125,0.272,10.55,12,0.0,0.0,0,,0.00,USAGE-20260809
2026-08-10,SUB-001188,CEL-00136,0.282,11.45,7,0.0,0.0,0,5000.00,5000.00,USAGE-20260810
2026-08-11,SUB-001188,CEL-00147,0.464,9.51,2,0.0,0.0,1,,0.00,USAGE-20260811
2026-08-12,SUB-001188,CEL-00158,0.552,8.13,15,0.0,0.0,0,,0.00,USAGE-20260812
2026-08-13,SUB-001188,CEL-00169,0.17,14.39,10,0.0,0.0,0,,0.00,USAGE-20260813
2026-08-14,SUB-001188,CEL-00180,0.221,5.71,5,0.0,0.0,1,,0.00,USAGE-20260814
2026-08-01,SUB-001189,CEL-00044,8.771,6.1,0,46.28,0.0,1,,3972.70,USAGE-20260801
2026-08-02,SUB-001189,CEL-00055,3.744,10.76,13,99.03,0.0,0,,633.00,USAGE-20260802
2026-08-03,SUB-001189,CEL-00066,2.886,8.81,8,54.36,0.0,1,,633.00,USAGE-20260803
2026-08-04,SUB-001189,CEL-00077,6.22,22.66,3,27.17,0.0,1,,2187.00,USAGE-20260804
2026-08-05,SUB-001189,CEL-00088,4.467,12.0,16,87.23,0.0,1,,959.90,USAGE-20260805
2026-08-06,SUB-001189,CEL-00099,1.951,6.33,11,79.71,0.0,2,,633.00,USAGE-20260806
2026-08-07,SUB-001189,CEL-00110,4.966,6.08,6,49.04,0.0,1,,1309.20,USAGE-20260807
2026-08-08,SUB-001189,CEL-00121,4.852,6.76,1,90.8,0.0,0,,1229.40,USAGE-20260808
2026-08-09,SUB-001189,CEL-00132,5.935,10.53,14,74.34,0.0,1,,1987.50,USAGE-20260809
2026-08-10,SUB-001189,CEL-00143,4.317,17.83,9,59.43,0.0,0,,854.90,USAGE-20260810
2026-08-11,SUB-001189,CEL-00154,6.348,17.29,4,56.58,0.0,0,,2276.60,USAGE-20260811
2026-08-12,SUB-001189,CEL-00165,2.434,18.14,17,35.72,0.0,0,,633.00,USAGE-20260812
2026-08-13,SUB-001189,CEL-00176,5.948,7.56,12,84.52,0.0,0,,1996.60,USAGE-20260813
2026-08-14,SUB-001189,CEL-00007,3.129,11.81,7,25.4,0.0,0,,633.00,USAGE-20260814
2026-08-01,SUB-001190,CEL-00051,35.389,7.45,2,40.77,621.61,0,,14605.30,USAGE-20260801
2026-08-02,SUB-001190,CEL-00062,16.885,1.49,15,44.69,0.0,2,,1652.50,USAGE-20260802
2026-08-03,SUB-001190,CEL-00073,7.61,0.7,10,53.23,0.0,1,,1499.67,USAGE-20260803
2026-08-04,SUB-001190,CEL-00084,27.717,8.51,5,54.31,0.0,1,,9234.90,USAGE-20260804
2026-08-05,SUB-001190,CEL-00095,26.602,18.05,0,65.58,0.0,2,,8454.40,USAGE-20260805
2026-08-06,SUB-001190,CEL-00106,14.526,15.11,13,88.8,0.0,0,,1499.67,USAGE-20260806
2026-08-07,SUB-001190,CEL-00117,23.429,10.89,8,75.64,0.0,2,,6233.30,USAGE-20260807
2026-08-08,SUB-001190,CEL-00128,35.203,0.33,3,63.82,0.0,0,,14475.10,USAGE-20260808
2026-08-09,SUB-001190,CEL-00139,20.3,9.85,16,85.25,0.0,0,,4043.00,USAGE-20260809
2026-08-10,SUB-001190,CEL-00150,25.621,6.49,11,72.51,0.0,1,,7767.70,USAGE-20260810
2026-08-11,SUB-001190,CEL-00161,11.366,0.05,6,52.56,0.0,2,,1499.67,USAGE-20260811
2026-08-12,SUB-001190,CEL-00172,27.865,1.99,1,51.44,0.0,0,,9338.50,USAGE-20260812
2026-08-13,SUB-001190,CEL-00003,16.342,1.92,14,35.97,0.0,0,,1499.67,USAGE-20260813
2026-08-14,SUB-001190,CEL-00014,24.872,6.7,9,41.9,0.0,2,,7243.40,USAGE-20260814
2026-08-01,SUB-001191,CEL-00058,9.472,8.25,4,44.72,0.0,1,,2830.07,USAGE-20260801
2026-08-02,SUB-001191,CEL-00069,9.645,7.33,17,54.12,0.0,0,,2951.17,USAGE-20260802
2026-08-03,SUB-001191,CEL-00080,3.066,8.28,12,95.34,0.0,1,,866.33,USAGE-20260803
2026-08-04,SUB-001191,CEL-00091,6.719,15.33,7,25.39,0.0,1,,902.97,USAGE-20260804
2026-08-05,SUB-001191,CEL-00102,8.114,9.5,2,64.07,0.0,1,,1879.47,USAGE-20260805
2026-08-05,SUB-001191,CEL-00113,3.541,4.03,15,77.05,0.0,2,,866.33,USAGE-20260806
2026-08-07,SUB-001191,CEL-00124,5.618,13.69,10,67.04,0.0,1,,866.33,USAGE-20260807
2026-08-08,SUB-001191,CEL-00135,9.668,3.85,5,66.13,0.0,4,,2967.27,USAGE-20260808
2026-08-09,SUB-001191,CEL-00146,8.083,9.03,0,60.09,0.0,2,,1857.77,USAGE-20260809
2026-08-10,SUB-001191,,5.341,4.38,13,79.52,0.0,1,,866.33,USAGE-20260810
2026-08-11,SUB-001191,CEL-00168,9.202,17.57,8,28.24,0.0,0,,2641.07,USAGE-20260811
2026-08-12,SUB-001191,CEL-00179,5.298,7.32,3,62.16,0.0,1,,866.33,USAGE-20260812
2026-08-13,SUB-001191,CEL-00010,6.034,9.77,16,46.44,0.0,0,,866.33,USAGE-20260813
2026-08-14,SUB-001191,CEL-00021,8.229,14.9,11,39.63,0.0,0,,1959.97,USAGE-20260814
2026-08-01,SUB-001192,CEL-00065,1.409,9.77,6,0.0,0.0,2,,852.63,USAGE-20260801
2026-08-02,SUB-001192,CEL-00076,0.687,10.45,1,0.0,277.34,1,,347.23,USAGE-20260802
2026-08-03,SUB-001192,CEL-00087,1.016,6.51,14,0.0,0.0,2,,577.53,USAGE-20260803
2026-08-04,SUB-001192,CEL-00098,0.894,7.56,9,0.0,0.0,1,,492.13,USAGE-20260804
2026-08-05,SUB-001192,CEL-00109,0.342,9.99,4,0.0,0.0,2,,333.00,USAGE-20260805
2026-08-06,SUB-001192,CEL-00120,1.115,20.87,17,0.0,0.0,1,,646.83,USAGE-20260806
2026-08-07,SUB-001192,CEL-00131,0.726,8.44,12,0.0,0.0,3,,374.53,USAGE-20260807
2026-08-08,SUB-001192,CEL-00142,0.687,22.26,7,0.0,0.0,1,,347.23,USAGE-20260808
2026-08-09,SUB-001192,CEL-00153,1.439,10.65,2,0.0,0.0,0,,873.63,USAGE-20260809
2026-08-10,SUB-001192,CEL-00164,0.677,9.26,15,0.0,0.0,2,,340.23,USAGE-20260810
2026-08-11,SUB-001192,CEL-00175,0.382,9.18,10,0.0,0.0,1,,333.00,USAGE-20260811
2026-08-12,SUB-001192,CEL-00006,0.462,14.53,5,0.0,0.0,0,,333.00,USAGE-20260812
2026-08-13,SUB-001192,CEL-00017,0.409,18.64,0,0.0,0.0,0,,333.00,USAGE-20260813
2026-08-14,SUB-001192,CEL-00028,0.845,16.66,13,0.0,0.0,2,,457.83,USAGE-20260814
2026-08-01,SUB-001193,CEL-00072,21.284,9.29,8,52.7,0.0,1,,5565.13,USAGE-20260801
2026-08-02,SUB-001193,CEL-00083,14.722,3.18,3,43.04,0.0,3,,1166.33,USAGE-20260802
2026-08-03,SUB-001193,CEL-00094,26.787,5.03,16,77.37,0.0,1,,9417.23,USAGE-20260803
2026-08-04,SUB-001193,CEL-00105,7.556,3.98,11,71.84,0.0,1,,1166.33,USAGE-20260804
2026-08-05,SUB-001193,CEL-00116,23.803,10.7,6,30.34,0.0,2,,7328.43,USAGE-20260805
2026-08-06,SUB-001193,CEL-00127,21.965,7.44,1,82.09,0.0,1,,6041.83,USAGE-20260806
2026-08-07,SUB-001193,CEL-00138,12.878,5.15,14,57.74,0.0,0,,1166.33,USAGE-20260807
2026-08-08,SUB-001193,CEL-00149,22.529,11.12,9,41.87,0.0,1,,6436.63,USAGE-20260808
2026-08-09,SUB-001193,CEL-00160,11.279,6.68,4,26.21,0.0,2,,1166.33,USAGE-20260809
2026-08-10,SUB-001193,CEL-00171,10.043,8.95,17,45.59,0.0,2,,1166.33,USAGE-20260810
2026-08-11,SUB-001193,CEL-00002,24.002,11.8,12,79.98,0.0,0,,7467.73,USAGE-20260811
2026-08-12,SUB-001193,CEL-00013,16.423,3.07,7,96.82,0.0,1,,2162.43,USAGE-20260812
2026-08-13,SUB-001193,CEL-00024,7.495,3.33,2,48.3,0.0,1,,1166.33,USAGE-20260813
2026-08-14,SUB-001193,CEL-00035,20.582,6.86,15,78.7,0.0,0,,5073.73,USAGE-20260814
2026-08-01,SUB-001194,CEL-00079,2.462,5.53,10,69.61,0.0,0,,533.00,USAGE-20260801
2026-08-02,SUB-001194,CEL-00090,3.382,9.97,5,48.69,0.0,1,,1033.73,USAGE-20260802
2026-08-03,SUB-001194,CEL-00101,4.091,10.91,0,76.14,791.42,1,,1530.03,USAGE-20260803
2026-08-04,SUB-001194,CEL-00112,-1.5,14.25,13,83.4,0.0,1,,533.00,USAGE-20260804
2026-08-05,SUB-001194,CEL-00123,4.406,4.06,8,71.88,0.0,0,,1750.53,USAGE-20260805
2026-08-06,SUB-001194,CEL-00134,3.044,11.08,3,43.73,0.0,2,,797.13,USAGE-20260806
2026-08-07,SUB-001194,CEL-00145,3.565,25.59,16,75.81,0.0,3,,1161.83,USAGE-20260807
2026-08-08,SUB-001194,CEL-00156,5.692,7.92,11,59.68,0.0,0,,2650.73,USAGE-20260808
2026-08-09,SUB-001194,CEL-00167,4.84,7.37,6,74.51,0.0,1,,2054.33,USAGE-20260809
2026-08-10,SUB-001194,CEL-00178,4.765,4.72,1,72.27,0.0,1,,2001.83,USAGE-20260810
2026-08-11,SUB-001194,CEL-00009,1.531,10.97,14,26.23,0.0,1,,533.00,USAGE-20260811
2026-08-12,SUB-001194,CEL-00020,2.57,10.94,9,64.34,0.0,2,,533.00,USAGE-20260812
2026-08-13,SUB-001194,CEL-00031,3.577,19.07,4,51.01,0.0,2,,1170.23,USAGE-20260813
2026-08-14,SUB-001194,CEL-00042,1.444,4.2,17,80.01,0.0,2,,533.00,USAGE-20260814
2026-08-01,SUB-001195,CEL-00086,0.491,16.96,12,48.17,0.0,1,,0.00,USAGE-20260801
2026-08-02,SUB-001195,CEL-00097,0.805,8.86,7,87.64,0.0,2,,0.00,USAGE-20260802
2026-08-03,SUB-001195,CEL-00108,0.519,10.91,2,26.05,0.0,1,15000.00,15000.00,USAGE-20260803
2026-08-04,SUB-001195,CEL-00119,0.423,10.74,15,52.36,0.0,0,,0.00,USAGE-20260804
2026-08-05,SUB-001195,CEL-00130,1.44,14.59,10,29.7,0.0,2,,0.00,USAGE-20260805
2026-08-06,SUB-001195,CEL-00141,1.044,20.17,5,29.82,0.0,1,,0.00,USAGE-20260806
2026-08-07,SUB-001195,CEL-00152,0.64,25.56,0,54.08,0.0,2,,0.00,USAGE-20260807
2026-08-08,SUB-001195,CEL-00163,0.887,11.64,13,78.39,0.0,2,,0.00,USAGE-20260808
2026-08-09,SUB-001195,CEL-00174,0.606,11.63,8,39.31,0.0,0,,0.00,USAGE-20260809
2026-08-10,SUB-001195,CEL-99999,1.316,10.92,3,41.0,0.0,0,15000.00,15000.00,USAGE-20260810
2026-08-11,SUB-001195,CEL-00016,0.754,5.93,16,72.79,0.0,1,,0.00,USAGE-20260811
2026-08-12,SUB-001195,CEL-00027,0.989,8.74,11,91.33,0.0,2,,0.00,USAGE-20260812
2026-08-13,SUB-001195,CEL-00038,1.32,9.74,6,42.92,0.0,0,,0.00,USAGE-20260813
2026-08-14,SUB-001195,CEL-00049,0.57,7.89,1,57.01,0.0,3,,0.00,USAGE-20260814
2026-08-01,SUB-001196,CEL-00093,10.944,16.8,14,94.24,0.0,0,,4893.80,USAGE-20260801
2026-08-02,SUB-001196,CEL-00104,4.878,13.09,9,73.74,0.0,0,,733.00,USAGE-20260802
2026-08-03,SUB-001196,CEL-00115,7.508,17.12,4,52.34,0.0,2,,2488.60,USAGE-20260803
2026-08-04,SUB-001196,CEL-00126,4.819,15.06,17,88.91,121.99,1,,733.00,USAGE-20260804
2026-08-05,SUB-001196,CEL-00137,6.589,8.58,12,48.85,0.0,0,,1845.30,USAGE-20260805
2026-08-06,SUB-001196,CEL-00148,2.402,13.43,7,25.51,0.0,2,,733.00,USAGE-20260806
2026-08-07,SUB-001196,CEL-00159,7.207,34.08,2,49.83,0.0,1,,2277.90,USAGE-20260807
2026-08-08,SUB-001196,CEL-00170,6.653,7.4,15,33.74,0.0,1,,1890.10,USAGE-20260808
2026-08-09,SUB-001196,CEL-00001,4.476,15.42,10,28.23,0.0,1,,733.00,USAGE-20260809
2026-08-10,SUB-001196,CEL-00012,5.864,16.17,5,89.67,0.0,0,,1337.80,USAGE-20260810
2026-08-11,SUB-001196,CEL-00023,4.654,7.67,0,71.73,0.0,2,,733.00,USAGE-20260811
2026-08-12,SUB-001196,CEL-00034,5.994,15.89,13,95.65,0.0,1,,1428.80,USAGE-20260812
2026-08-13,SUB-001196,CEL-00045,7.034,13.0,8,78.28,0.0,1,,2156.80,USAGE-20260813
2026-08-14,SUB-001196,CEL-00056,8.165,12.96,3,32.63,0.0,0,,2948.50,USAGE-20260814
2026-08-01,SUB-001197,CEL-00100,5.728,9.96,16,53.5,0.0,1,8000.00,8000.00,USAGE-20260801
2026-08-02,SUB-001197,CEL-00111,3.317,0.09,11,80.62,0.0,2,,0.00,USAGE-20260802
2026-08-03,SUB-001197,CEL-00122,4.137,13.89,6,44.25,0.0,1,,0.00,USAGE-20260803
2026-08-04,SUB-001197,CEL-00133,2.951,7.9,1,74.5,0.0,2,,0.00,USAGE-20260804
2026-08-05,SUB-001197,CEL-00144,2.218,0.96,14,81.82,0.0,0,,0.00,USAGE-20260805
2026-08-06,SUB-001197,CEL-00155,3.069,12.82,9,51.72,0.0,0,,0.00,USAGE-20260806
2026-08-07,SUB-001197,CEL-00166,2.142,9.57,4,75.24,0.0,3,,0.00,USAGE-20260807
2026-08-08,SUB-001197,CEL-00177,4.817,1.3,17,26.1,0.0,2,8000.00,8000.00,USAGE-20260808
2026-08-09,SUB-001197,CEL-00008,5.085,17.69,12,99.99,0.0,0,,0.00,USAGE-20260809
2026-08-10,SUB-001197,CEL-00019,3.35,1.92,7,68.19,0.0,1,,0.00,USAGE-20260810
2026-08-11,SUB-001197,CEL-00030,2.708,10.77,2,28.97,0.0,1,,0.00,USAGE-20260811
2026-08-12,SUB-001197,CEL-00041,3.9,1.58,15,77.4,0.0,0,,0.00,USAGE-20260812
2026-08-13,SUB-001197,CEL-00052,1.31,8.27,10,74.02,0.0,0,,0.00,USAGE-20260813
2026-08-14,SUB-001197,CEL-00063,4.022,2.04,5,95.47,0.0,1,,0.00,USAGE-20260814
2026-08-01,SUB-001198,CEL-00107,21.46,8.59,0,73.07,0.0,2,,9021.67,USAGE-20260801
2026-08-02,SUB-001198,CEL-00118,8.492,7.47,13,99.87,0.0,2,,999.67,USAGE-20260802
2026-08-03,SUB-001198,CEL-00129,7.306,8.17,8,69.07,0.0,2,,999.67,USAGE-20260803
2026-08-04,SUB-001198,CEL-00140,10.985,12.43,3,34.31,0.0,1,,1689.17,USAGE-20260804
2026-08-05,SUB-001198,CEL-00151,15.91,8.66,16,90.77,685.87,1,,5136.67,USAGE-20260805
2026-08-06,SUB-001198,CEL-00162,8.82,4.37,11,64.57,0.0,1,,999.67,USAGE-20260806
2026-08-07,SUB-001198,CEL-00173,15.746,2.31,6,86.75,0.0,0,,5021.87,USAGE-20260807
2026-08-08,SUB-001198,CEL-00004,8.559,9.26,1,46.39,0.0,0,,999.67,USAGE-20260808
2026-08-08,SUB-001198,CEL-00015,21.777,2.08,14,26.76,0.0,1,,9243.57,USAGE-20260809
2026-08-10,SUB-001198,CEL-00026,17.712,6.01,9,67.3,0.0,1,,6398.07,USAGE-20260810
2026-08-11,SUB-001198,CEL-00037,14.57,13.43,4,98.64,0.0,1,,4198.67,USAGE-20260811
2026-08-12,SUB-001198,CEL-00048,14.352,5.46,17,58.99,0.0,3,,4046.07,USAGE-20260812
2026-08-13,SUB-001198,CEL-00059,17.694,10.89,12,34.99,0.0,2,,6385.47,USAGE-20260813
2026-08-14,SUB-001198,CEL-00070,11.812,2.73,7,54.88,0.0,0,,2268.07,USAGE-20260814
2026-08-01,SUB-001199,CEL-00114,1.654,3.86,2,40.57,0.0,1,,657.47,USAGE-20260801
2026-08-02,SUB-001199,CEL-00125,1.578,5.47,15,82.1,0.0,0,,604.27,USAGE-20260802
2026-08-03,SUB-001199,CEL-00136,0.814,11.76,10,81.12,0.0,0,,433.00,USAGE-20260803
2026-08-04,SUB-001199,CEL-00147,0.855,10.25,5,50.54,0.0,1,,433.00,USAGE-20260804
2026-08-05,SUB-001199,CEL-00158,0.801,6.25,0,34.77,0.0,0,,433.00,USAGE-20260805
2026-08-06,SUB-001199,CEL-00169,1.901,4.97,13,56.36,0.0,2,,830.37,USAGE-20260806
2026-08-07,SUB-001199,CEL-00180,2.317,6.62,8,71.69,0.0,1,,1121.57,USAGE-20260807
2026-08-08,SUB-001199,CEL-00011,1.149,6.53,3,78.32,0.0,2,,433.00,USAGE-20260808
2026-08-09,SUB-001199,CEL-00022,1.29,12.23,16,74.65,0.0,1,,433.00,USAGE-20260809
2026-08-10,SUB-001199,CEL-00033,1.333,4.44,11,47.68,0.0,2,,433.00,USAGE-20260810
2026-08-11,SUB-001199,CEL-00044,1.097,3.31,6,38.24,0.0,1,,433.00,USAGE-20260811
2026-08-12,SUB-001199,CEL-00055,0.977,22.82,1,39.12,0.0,0,,433.00,USAGE-20260812
2026-08-13,SUB-001199,CEL-00066,1.155,5.1,14,66.77,0.0,2,,433.00,USAGE-20260813
2026-08-14,SUB-001199,CEL-00077,1.125,16.65,9,72.55,0.0,2,,433.00,USAGE-20260814
2026-08-01,SUB-001200,CEL-00121,2.359,12.14,4,96.28,0.0,1,,666.33,USAGE-20260801
2026-08-02,SUB-001200,CEL-00132,6.156,9.87,17,81.65,0.0,2,,2642.20,USAGE-20260802
2026-08-03,SUB-001200,CEL-00143,4.54,4.96,12,67.31,0.0,1,,1511.00,USAGE-20260803
2026-08-04,SUB-001200,CEL-00154,4.549,14.63,7,96.45,0.0,0,,1517.30,USAGE-20260804
2026-08-05,SUB-001200,CEL-00165,4.48,24.21,2,41.02,0.0,1,,1469.00,USAGE-20260805
2026-08-06,SUB-001200,CEL-00176,3.981,3.08,15,95.78,771.52,1,,1119.70,USAGE-20260806
2026-08-07,SUB-001200,CEL-00007,5.098,7.93,10,38.46,0.0,2,,1901.60,USAGE-20260807
2026-08-08,SUB-001200,CEL-00018,7.406,19.8,5,86.52,0.0,0,,3517.20,USAGE-20260808
2026-08-09,SUB-001200,CEL-00029,5.665,7.87,0,37.34,0.0,2,,2298.50,USAGE-20260809
2026-08-10,SUB-001200,CEL-00040,4.942,14.48,13,27.98,0.0,1,,1792.40,USAGE-20260810
2026-08-11,SUB-001200,CEL-00051,2.302,13.27,8,87.75,0.0,0,,666.33,USAGE-20260811
2026-08-12,SUB-001200,CEL-00062,4.204,6.45,3,59.42,0.0,1,,1275.80,USAGE-20260812
2026-08-13,SUB-001200,CEL-00073,4.783,9.19,16,97.37,0.0,1,,1681.10,USAGE-20260813
2026-08-14,SUB-001200,CEL-00084,5.537,9.84,11,58.6,0.0,3,,2208.90,USAGE-20260814
2026-08-01,SUB-001201,CEL-00128,8.0,4.62,6,42.09,0.0,1,,3433.00,USAGE-20260801
2026-08-02,SUB-001201,CEL-00139,7.708,14.9,1,72.25,0.0,0,,3228.60,USAGE-20260802
2026-08-03,SUB-001201,CEL-00150,6.16,8.67,14,37.51,0.0,2,,2145.00,USAGE-20260803
2026-08-04,SUB-001201,CEL-00161,6.106,12.25,9,74.84,0.0,1,,2107.20,USAGE-20260804
2026-08-05,SUB-001201,CEL-00172,3.693,9.72,4,82.94,0.0,0,,633.00,USAGE-20260805
2026-08-06,SUB-001201,CEL-00003,6.508,4.3,17,35.52,0.0,1,,2388.60,USAGE-20260806
2026-08-07,SUB-001201,CEL-00014,4.422,12.48,12,93.13,0.0,3,,928.40,USAGE-20260807
2026-08-08,SUB-001201,CEL-00025,7.579,14.54,7,96.56,0.0,2,,3138.30,USAGE-20260808
2026-08-09,SUB-001201,CEL-00036,5.885,12.31,2,35.74,0.0,2,,1952.50,USAGE-20260809
2026-08-10,SUB-001201,CEL-00047,3.274,5.75,15,63.07,0.0,1,,633.00,USAGE-20260810
2026-08-11,SUB-001201,CEL-00058,5.22,9.01,10,61.19,0.0,1,,1487.00,USAGE-20260811
2026-08-12,SUB-001201,CEL-00069,6.817,17.81,5,51.28,0.0,0,,2604.90,USAGE-20260812
2026-08-13,SUB-001201,CEL-00080,5.374,20.33,0,95.23,0.0,1,,1594.80,USAGE-20260813
2026-08-14,SUB-001201,CEL-00091,5.01,16.77,13,93.59,0.0,0,,1340.00,USAGE-20260814
2026-08-01,SUB-001202,CEL-00135,3.183,8.98,8,83.16,0.0,1,,0.00,USAGE-20260801
2026-08-02,SUB-001202,CEL-00146,3.499,21.72,3,51.93,0.0,2,,0.00,USAGE-20260802
2026-08-03,SUB-001202,CEL-00157,1.134,8.25,16,25.6,0.0,0,10000.00,10000.00,USAGE-20260803
2026-08-04,SUB-999999,CEL-00168,0.942,21.85,11,98.07,0.0,2,,0.00,USAGE-20260804
2026-08-05,SUB-001202,CEL-00179,1.8,13.19,6,64.02,0.0,2,,0.00,USAGE-20260805
2026-08-06,SUB-001202,CEL-00010,1.708,23.65,1,80.05,0.0,0,,0.00,USAGE-20260806
2026-08-07,SUB-001202,CEL-00021,1.838,12.88,14,66.37,382.97,2,,0.00,USAGE-20260807
2026-08-08,SUB-001202,CEL-00032,1.806,10.18,9,82.6,0.0,2,,0.00,USAGE-20260808
2026-08-09,SUB-001202,CEL-00043,3.048,6.43,4,77.01,0.0,1,,0.00,USAGE-20260809
2026-08-10,SUB-001202,CEL-00054,2.515,20.38,17,62.26,0.0,1,10000.00,10000.00,USAGE-20260810
2026-08-11,SUB-001202,CEL-00065,2.133,9.94,12,56.49,0.0,3,,0.00,USAGE-20260811
2026-08-12,SUB-001202,CEL-00076,1.716,11.01,7,32.12,0.0,0,,0.00,USAGE-20260812
2026-08-13,SUB-001202,CEL-00087,2.693,6.05,2,38.63,0.0,0,,0.00,USAGE-20260813
2026-08-14,SUB-001202,CEL-00098,2.938,5.68,15,80.81,0.0,2,,0.00,USAGE-20260814
2026-08-01,SUB-001203,CEL-00142,12.291,26.81,10,89.67,0.0,0,,4803.37,USAGE-20260801
2026-08-02,SUB-001203,CEL-00153,14.907,8.61,5,49.88,0.0,0,,6634.57,USAGE-20260802
2026-08-03,SUB-001203,CEL-00164,7.104,8.33,0,75.6,0.0,0,,1172.47,USAGE-20260803
2026-08-04,SUB-001203,CEL-00175,4.715,7.83,13,48.12,0.0,0,,866.33,USAGE-20260804
2026-08-05,SUB-001203,CEL-00006,10.912,16.07,8,47.64,0.0,0,,3838.07,USAGE-20260805
2026-08-06,SUB-001203,CEL-00017,6.018,11.82,3,94.41,0.0,0,,866.33,USAGE-20260806
2026-08-07,SUB-001203,CEL-00028,10.365,17.49,16,41.56,0.0,2,,3455.17,USAGE-20260807
2026-08-08,SUB-001203,CEL-00039,9.532,8.5,11,32.85,0.0,0,,2872.07,USAGE-20260808
