subscription_id,customer_id,product_id,line_id,start_date,end_date,subscription_status,contract_type,is_port_in,is_esim,autopay_enabled,monthly_fee_clp,billing_day
SUB-000487,CLI-000487,PRD-002,LIN-000487,2019-10-22,,Activa,Prepago,false,false,false,7990.00,
SUB-000488,CLI-000488,PRD-009,LIN-000488,2019-11-20,,Activa,Sin permanencia,false,false,false,20890.50,22
SUB-000489,CLI-000489,PRD-004,LIN-000489,2019-12-19,,Activa,Prepago,false,false,false,11691.00,
SUB-000490,CLI-000490,PRD-015,LIN-000490,2020-01-17,,Activa,12 meses,false,false,false,44990.00,8
SUB-000491,CLI-000491,PRD-006,LIN-000491,2020-02-15,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-000492,CLI-000492,PRD-001,LIN-000492,2020-03-15,,Activa,Prepago,true,false,false,5391.00,
SUB-000493,CLI-000493,PRD-008,LIN-000493,2020-04-13,,Activa,24 meses,true,true,true,18990.00,1
SUB-000494,CLI-000494,PRD-003,LIN-000494,2020-05-12,,Activa,Prepago,true,false,false,9490.50,
SUB-000495,CLI-000495,PRD-010,LIN-000495,2020-06-10,,Activa,Sin permanencia,false,false,true,23391.00,15
SUB-000496,CLI-000496,PRD-005,LIN-000496,2020-07-09,,Activa,Sin permanencia,false,false,true,9990.00,22
SUB-000497,CLI-000497,PRD-012,LIN-000497,2020-08-07,,Activa,24 meses,false,false,false,33240.50,1
SUB-000498,CLI-000498,PRD-007,LIN-000498,2020-09-05,,Activa,12 meses,false,false,false,14391.00,8
SUB-000499,CLI-000499,PRD-002,LIN-000499,2020-10-04,2021-01-08,Baja,Prepago,false,false,false,7990.00,
SUB-000500,CLI-000500,PRD-013,LIN-000500,2020-11-02,,Activa,Sin permanencia,false,false,false,18990.50,22
SUB-000501,CLI-000501,PRD-004,LIN-000501,2020-12-01,,Activa,Prepago,true,false,false,11691.00,
SUB-000502,CLI-000502,PRD-011,LIN-000502,2020-12-30,,Activa,12 meses,true,true,true,29990.00,8
SUB-000503,CLI-000503,PRD-006,LIN-000503,2021-01-28,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-000504,CLI-000504,PRD-001,LIN-000504,2021-02-26,,Activa,Prepago,true,false,false,5391.00,
SUB-000505,CLI-000505,PRD-008,LIN-000505,2021-03-27,,Activa,24 meses,false,false,true,18990.00,1
SUB-000506,CLI-000506,PRD-003,LIN-000506,2021-04-25,,Activa,Prepago,false,false,false,9490.50,
SUB-000507,CLI-000507,PRD-010,LIN-000507,2021-05-24,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-000508,CLI-000508,PRD-005,LIN-000508,2021-06-22,,Activa,Sin permanencia,false,false,false,9990.00,22
SUB-000509,CLI-000509,PRD-012,LIN-000509,2021-07-21,,Activa,24 meses,false,false,false,33240.50,1
SUB-000510,CLI-000510,PRD-015,LIN-000510,2021-08-19,,Activa,12 meses,false,false,false,40491.00,8
SUB-000511,CLI-000511,PRD-002,LIN-000511,2021-09-17,,Activa,Prepago,true,false,false,7990.00,
SUB-000512,CLI-000512,PRD-009,LIN-000512,2021-10-16,,Activa,Sin permanencia,true,true,true,20890.50,22
SUB-000513,CLI-000513,PRD-004,LIN-000513,2021-11-14,,Activa,Prepago,true,false,false,11691.00,
SUB-000514,CLI-000514,PRD-011,LIN-000514,2021-12-13,,Activa,12 meses,true,false,true,29990.00,8
SUB-000515,CLI-000515,PRD-006,LIN-000515,2022-01-11,,Activa,Sin permanencia,false,false,true,12340.50,15
SUB-000516,CLI-000516,PRD-001,LIN-000516,2022-02-09,,Activa,Prepago,false,false,false,5391.00,
SUB-000517,CLI-000517,PRD-008,LIN-000517,2022-03-10,,Activa,24 meses,false,false,false,18990.00,1
SUB-000518,CLI-000518,PRD-003,LIN-000518,2022-04-08,,Suspendida,Prepago,false,false,false,9490.50,
SUB-000519,CLI-000519,PRD-010,LIN-000519,2022-05-07,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-000520,CLI-000520,PRD-013,LIN-000520,2022-06-05,,Activa,Sin permanencia,false,false,false,19990.00,22
SUB-000521,CLI-000521,PRD-012,LIN-000521,2022-07-04,,Activa,24 meses,true,true,true,33240.50,1
SUB-000522,CLI-000522,PRD-007,LIN-000522,2022-08-02,,Activa,12 meses,true,true,true,14391.00,8
SUB-000523,CLI-000523,PRD-002,LIN-000523,2022-08-31,,Activa,Prepago,true,false,false,7990.00,
SUB-000524,CLI-000524,PRD-009,LIN-000524,2022-09-29,,Activa,Sin permanencia,true,false,true,20890.50,22
SUB-000525,CLI-000525,PRD-004,LIN-000525,2022-10-28,,Activa,Prepago,false,false,false,11691.00,
SUB-000526,CLI-000526,PRD-011,LIN-000526,2022-11-26,,Activa,12 meses,false,false,true,29990.00,8
SUB-000527,CLI-000527,PRD-999,LIN-000527,2022-12-25,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-000528,CLI-000528,PRD-001,LIN-000528,2023-01-23,,Activa,Prepago,false,false,false,5391.00,
SUB-000529,CLI-000529,PRD-008,LIN-000529,2023-02-21,,Activa,24 meses,false,false,false,18990.00,1
SUB-000530,CLI-000530,PRD-015,LIN-000530,2023-03-22,,Activa,12 meses,false,false,false,42740.50,8
SUB-000531,CLI-000531,PRD-010,LIN-000531,2023-04-20,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-000532,CLI-000532,PRD-005,LIN-000532,2023-05-19,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-000533,CLI-000533,PRD-012,LIN-000533,2023-06-17,,Activa,24 meses,true,true,true,33240.50,1
SUB-000534,CLI-000534,PRD-007,LIN-000534,2023-07-16,,Activa,12 meses,true,false,true,14391.00,8
SUB-000535,CLI-000535,PRD-002,LIN-000535,2023-08-14,,Activa,Prepago,false,false,false,7990.00,
SUB-000536,CLI-000536,PRD-009,LIN-000536,2023-09-12,,Activa,Sin permanencia,false,false,true,20890.50,22
SUB-000537,CLI-000537,PRD-004,LIN-000537,2023-10-11,,Activa,Prepago,false,false,false,11691.00,
SUB-000538,CLI-000538,PRD-011,LIN-000538,2023-11-09,,Activa,12 meses,false,false,false,29990.00,8
SUB-000539,CLI-000539,PRD-006,LIN-000539,2023-12-08,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-000540,CLI-000540,PRD-013,LIN-000540,2024-01-06,,Activa,Sin permanencia,false,false,false,17991.00,22
SUB-000541,CLI-000541,PRD-008,LIN-000541,2024-02-04,,Activa,24 meses,true,true,true,18990.00,1
SUB-000542,CLI-000542,PRD-003,LIN-000542,2024-03-04,,Activa,Prepago,true,false,false,9490.50,
SUB-000543,CLI-000543,PRD-010,LIN-000543,2024-04-02,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-000544,CLI-000544,PRD-005,LIN-000544,2024-05-01,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-000545,CLI-000545,PRD-012,LIN-000545,2024-05-30,,Activa,24 meses,false,false,true,33240.50,1
SUB-000546,CLI-000546,PRD-007,LIN-000546,2024-06-28,,Activa,12 meses,false,false,true,14391.00,8
SUB-000547,CLI-000547,PRD-002,LIN-000547,2024-07-27,,Activa,Prepago,false,false,false,7990.00,
SUB-000548,CLI-000548,PRD-009,LIN-000548,2024-08-25,,Activa,Sin permanencia,false,false,false,20890.50,22
SUB-000549,CLI-000549,PRD-004,LIN-000549,2024-09-23,,Activa,Prepago,false,false,false,11691.00,
SUB-000550,CLI-000550,PRD-015,LIN-000550,2024-10-22,,Activa,12 meses,false,false,false,44990.00,8
SUB-000551,CLI-000551,PRD-006,LIN-000551,2024-11-20,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-000552,CLI-000552,PRD-001,LIN-000552,2024-12-19,,Activa,Prepago,true,false,false,5391.00,
SUB-000553,CLI-000553,PRD-008,LIN-000553,2025-01-17,,Activa,24 meses,true,true,true,18990.00,1
SUB-000554,CLI-000554,PRD-003,LIN-000554,2025-02-15,,Activa,Prepago,true,false,false,9490.50,
SUB-000555,CLI-000555,PRD-010,LIN-000555,2025-03-16,2025-03-06,Activa,Sin permanencia,false,false,true,23391.00,15
SUB-000556,CLI-000556,PRD-005,LIN-000556,2025-04-14,,Activa,Sin permanencia,false,false,true,9990.00,22
SUB-000557,CLI-000557,PRD-012,LIN-000557,2025-05-13,,Activa,24 meses,false,false,false,33240.50,1
SUB-000558,CLI-000558,PRD-007,LIN-000558,2025-06-11,,Activa,12 meses,false,false,false,14391.00,8
SUB-000559,CLI-000559,PRD-002,LIN-000559,2025-07-10,,Activa,Prepago,false,false,false,7990.00,
SUB-000560,CLI-000560,PRD-013,LIN-000560,2025-08-08,,Activa,Sin permanencia,false,false,false,18990.50,22
SUB-000561,CLI-000561,PRD-004,LIN-000561,2025-09-06,,Activa,Prepago,true,false,false,11691.00,
SUB-000562,CLI-000562,PRD-011,LIN-000562,2025-10-05,,Activa,12 meses,true,true,true,29990.00,8
SUB-000563,CLI-000563,PRD-006,LIN-000563,2025-11-03,,Activa,Sin permanencia,true,true,true,-9990.00,15
SUB-000564,CLI-000564,PRD-001,LIN-000564,2025-12-02,,Activa,Prepago,true,false,false,5391.00,
SUB-000565,CLI-000565,PRD-008,LIN-000565,2025-12-31,,Suspendida,24 meses,false,false,true,18990.00,1
SUB-000566,CLI-000566,PRD-003,LIN-000566,2026-01-29,,Activa,Prepago,false,false,false,9490.50,
SUB-000567,CLI-000567,PRD-010,LIN-000567,2026-02-27,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-000568,CLI-000568,PRD-005,LIN-000568,2026-03-28,,Activa,Sin permanencia,false,false,false,9990.00,22
SUB-000569,CLI-000569,PRD-012,LIN-000569,2026-04-26,,Activa,24 meses,false,false,false,33240.50,1
SUB-000570,CLI-000570,PRD-015,LIN-000570,2026-05-25,,Activa,12 meses,false,false,false,40491.00,8
SUB-000571,CLI-000571,PRD-002,LIN-000571,2026-06-23,,Activa,Prepago,true,false,false,7990.00,
SUB-000572,CLI-000572,PRD-009,LIN-000572,2026-07-22,,Activa,Sin permanencia,true,true,true,20890.50,22
SUB-000573,CLI-000573,PRD-004,LIN-000573,2019-01-29,,Activa,Prepago,true,false,false,11691.00,
SUB-000573,CLI-000574,PRD-011,LIN-000574,2019-02-27,,Activa,12 meses,true,false,true,29990.00,8
SUB-000575,CLI-000575,PRD-006,LIN-000575,2019-03-28,,Activa,Sin permanencia,false,false,true,12340.50,15
SUB-000576,CLI-000576,PRD-001,LIN-000576,2019-04-26,,Activa,Prepago,false,false,false,5391.00,
SUB-000577,CLI-000577,PRD-008,LIN-000577,2019-05-25,,Activa,24 meses,false,false,false,18990.00,1
SUB-000578,CLI-000578,PRD-003,LIN-000578,2019-06-23,,Activa,Prepago,false,false,false,9490.50,
SUB-000579,CLI-000579,PRD-010,LIN-000579,2019-07-22,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-000580,CLI-000580,PRD-013,LIN-000580,2019-08-20,,Activa,Sin permanencia,false,false,false,19990.00,22
SUB-000581,CLI-000581,PRD-012,LIN-000581,2019-09-18,,Activa,24 meses,true,true,true,33240.50,1
SUB-000582,CLI-000582,PRD-007,LIN-000582,2019-10-17,2020-08-19,Baja,12 meses,true,true,true,14391.00,8
SUB-000583,CLI-000583,PRD-002,LIN-000583,2019-11-15,,Activa,Prepago,true,false,false,7990.00,
SUB-000584,CLI-000584,PRD-009,LIN-000584,2019-12-14,,Activa,Sin permanencia,true,false,true,20890.50,22
SUB-000585,CLI-000585,PRD-004,LIN-000585,2020-01-12,,Activa,Prepago,false,false,false,11691.00,
SUB-000586,CLI-000586,PRD-011,LIN-000586,2020-02-10,,Activa,12 meses,false,false,true,29990.00,8
SUB-000587,CLI-000587,PRD-006,LIN-000587,2020-03-10,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-000588,CLI-000588,PRD-001,LIN-000588,2020-04-08,,Activa,Prepago,false,false,false,5391.00,
SUB-000589,CLI-000589,PRD-008,LIN-000589,2020-05-07,,Activa,24 meses,false,false,false,18990.00,1
SUB-000590,CLI-000590,PRD-015,LIN-000590,2020-06-05,,Activa,12 meses,false,false,false,42740.50,8
SUB-000591,CLI-000591,PRD-010,LIN-000591,2020-07-04,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-000592,CLI-000592,PRD-005,LIN-000592,2020-08-02,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-000593,CLI-000593,PRD-012,LIN-000593,2020-08-31,,Activa,24 meses,true,true,true,33240.50,1
SUB-000594,CLI-000594,PRD-007,LIN-000594,2020-09-29,,Activa,12 meses,true,false,true,14391.00,8
SUB-000595,CLI-000595,PRD-002,LIN-000595,2020-10-28,,Activa,Prepago,false,false,false,7990.00,
SUB-000596,CLI-000596,PRD-009,LIN-000596,2020-11-26,,Activa,Sin permanencia,false,false,true,20890.50,22
SUB-000597,CLI-000597,PRD-004,LIN-000597,2020-12-25,,Activa,Prepago,false,false,false,11691.00,
SUB-000598,CLI-000598,PRD-011,LIN-000598,2021-01-23,,Activa,12 meses,false,false,false,29990.00,8
SUB-000599,CLI-000599,PRD-006,LIN-000599,2021-02-21,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-000600,CLI-000600,PRD-013,LIN-000600,2021-03-22,,Activa,Sin permanencia,false,false,false,17991.00,22
SUB-000601,CLI-000601,PRD-008,LIN-000601,2021-04-20,,Activa,24 meses,true,true,true,18990.00,1
SUB-000602,CLI-000602,PRD-003,LIN-000602,2021-05-19,,Activa,Prepago,true,false,false,9490.50,
SUB-000603,CLI-000603,PRD-010,LIN-000603,2021-06-17,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-000604,CLI-000604,PRD-005,LIN-000604,2021-07-16,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-000605,CLI-000605,PRD-012,LIN-000605,2021-08-14,,Activa,24 meses,false,false,true,33240.50,1
SUB-000606,CLI-000606,PRD-007,LIN-000606,2021-09-12,,Activa,12 meses,false,false,true,14391.00,8
SUB-000607,CLI-000607,PRD-002,LIN-000607,2021-10-11,,Activa,Prepago,false,false,false,7990.00,
SUB-000608,CLI-000608,PRD-009,LIN-000608,2021-11-09,,Activa,Sin permanencia,false,false,false,20890.50,22
SUB-000609,CLI-000609,PRD-004,LIN-000609,2021-12-08,,Activa,Prepago,false,false,false,11691.00,
SUB-000610,CLI-000610,PRD-015,LIN-000610,2022-01-06,,Activa,12 meses,false,false,false,44990.00,8
SUB-000611,CLI-000611,PRD-006,LIN-000611,2022-02-04,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-000612,CLI-000612,PRD-001,LIN-000612,2022-03-05,,Suspendida,Prepago,true,false,false,5391.00,
SUB-000613,CLI-000613,PRD-008,LIN-000613,2022-04-03,,Activa,24 meses,true,true,true,18990.00,1
SUB-000614,CLI-000614,PRD-003,LIN-000614,2022-05-02,,Activa,Prepago,true,false,false,9490.50,
SUB-000615,CLI-000615,PRD-010,LIN-000615,2022-05-31,,Activa,Sin permanencia,false,false,true,23391.00,15
SUB-000616,CLI-000616,PRD-005,LIN-000616,2022-06-29,,Activa,Sin permanencia,false,false,true,9990.00,22
SUB-000617,CLI-000617,PRD-012,LIN-000617,2022-07-28,,Activa,24 meses,false,false,false,33240.50,1
SUB-000618,CLI-000618,PRD-007,LIN-000618,2022-08-26,,Activa,12 meses,false,false,false,14391.00,8
SUB-000619,CLI-000619,PRD-002,LIN-000619,2022-09-24,,Activa,Prepago,false,false,false,7990.00,
SUB-000620,CLI-000620,PRD-013,LIN-000620,2022-10-23,,Activa,Sin permanencia,false,false,false,18990.50,22
SUB-000621,CLI-000621,PRD-004,LIN-000621,2022-11-21,,Activa,Prepago,true,false,false,11691.00,
SUB-000622,CLI-000622,PRD-011,LIN-000622,2022-12-20,,Activa,12 meses,true,true,true,29990.00,8
SUB-000623,CLI-000623,PRD-006,LIN-000623,2023-01-18,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-000624,CLI-000624,PRD-001,LIN-000624,2023-02-16,,Activa,Prepago,true,false,false,5391.00,
SUB-000625,CLI-000625,PRD-008,LIN-000625,2023-03-17,,Activa,24 meses,false,false,true,18990.00,1
SUB-000626,CLI-000626,PRD-003,LIN-000626,2023-04-15,,Activa,Prepago,false,false,false,9490.50,
SUB-000627,CLI-000627,PRD-010,LIN-000627,2023-05-14,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-000628,CLI-000628,PRD-005,LIN-000628,2023-06-12,,Activa,Sin permanencia,false,false,false,9990.00,22
SUB-000629,CLI-000629,PRD-012,LIN-000629,2023-07-11,,Activa,24 meses,false,false,false,33240.50,1
SUB-000630,CLI-000630,PRD-015,LIN-000630,2023-08-09,,Activa,12 meses,false,false,false,40491.00,8
SUB-000631,CLI-000631,PRD-002,LIN-000631,2023-09-07,,Activa,Prepago,true,false,false,7990.00,
SUB-000632,CLI-000632,PRD-009,LIN-000632,2023-10-06,,Activa,Sin permanencia,true,true,true,20890.50,22
SUB-000633,CLI-000633,PRD-004,LIN-000633,2023-11-04,,Activa,Prepago,true,false,false,11691.00,
SUB-000634,CLI-000634,PRD-011,LIN-000634,2023-12-03,,Activa,12 meses,true,false,true,29990.00,8
SUB-000635,CLI-000635,PRD-006,LIN-000635,2024-01-01,,Activa,Sin permanencia,false,false,true,12340.50,15
SUB-000636,CLI-000636,PRD-001,LIN-000636,2024-01-30,,Activa,Prepago,false,false,false,5391.00,
SUB-000637,CLI-000637,PRD-008,LIN-000637,2024-02-28,,Activa,24 meses,false,false,false,18990.00,1
SUB-000638,CLI-000638,PRD-003,LIN-000638,2024-03-28,,Activa,Prepago,false,false,false,9490.50,
SUB-000639,CLI-000639,PRD-010,LIN-000639,2024-04-26,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-000640,CLI-000640,PRD-013,LIN-000640,2024-05-25,,Activa,Sin permanencia,false,false,false,19990.00,22
SUB-000641,CLI-000641,PRD-012,LIN-000641,2024-06-23,,Activa,24 meses,true,true,true,33240.50,1
SUB-000642,CLI-000642,PRD-007,LIN-000642,2024-07-22,,Activa,12 meses,true,true,true,14391.00,8
SUB-000643,CLI-000643,PRD-002,LIN-000643,2024-08-20,,Activa,Prepago,true,false,false,7990.00,
SUB-000644,CLI-000644,PRD-009,LIN-000644,2024-09-18,,Activa,Sin permanencia,true,false,true,20890.50,22
SUB-000645,CLI-000645,PRD-004,LIN-000645,2024-10-17,,Activa,Prepago,false,false,false,11691.00,
SUB-000646,CLI-000646,PRD-011,LIN-000646,2024-11-15,,Activa,12 meses,false,false,true,29990.00,8
SUB-000647,CLI-000647,PRD-006,LIN-000647,2024-12-14,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-000648,CLI-000648,PRD-001,LIN-000648,2025-01-12,,Activa,Prepago,false,false,false,5391.00,
SUB-000649,CLI-000649,PRD-008,LIN-000649,2025-02-10,,Activa,24 meses,false,false,false,18990.00,1
SUB-000650,CLI-000650,PRD-015,LIN-000650,2025-03-11,,Activa,12 meses,false,false,false,42740.50,8
SUB-000651,CLI-000651,PRD-010,LIN-000651,2025-04-09,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-000652,CLI-000652,PRD-005,LIN-000652,2025-05-08,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-000653,CLI-000653,PRD-012,LIN-000653,2025-06-06,,Activa,24 meses,true,true,true,33240.50,1
SUB-000654,CLI-000654,PRD-007,LIN-000654,2025-07-05,,Activa,12 meses,true,false,true,14391.00,8
SUB-000655,CLI-000655,PRD-002,LIN-000655,2025-08-03,,Activa,Prepago,false,false,false,7990.00,
SUB-000656,CLI-000656,PRD-009,LIN-000656,2025-09-01,,Activa,Sin permanencia,false,false,true,20890.50,22
SUB-000657,CLI-000657,PRD-004,LIN-000657,2025-09-30,,Activa,Prepago,false,false,false,11691.00,
SUB-000658,CLI-000658,PRD-011,LIN-000658,2025-10-29,,Activa,12 meses,false,false,false,29990.00,8
SUB-000659,CLI-000659,PRD-006,LIN-000659,2025-11-27,,Suspendida,Sin permanencia,false,false,false,12340.50,15
SUB-000660,CLI-000660,PRD-013,LIN-000660,2025-12-26,,Activa,Sin permanencia,false,false,false,17991.00,22
SUB-000661,CLI-000661,PRD-008,LIN-000661,2026-01-24,,Activa,24 meses,true,true,true,18990.00,1
SUB-000662,CLI-000662,PRD-003,LIN-000662,2026-02-22,,Activa,Prepago,true,false,false,9490.50,
SUB-000663,CLI-000663,PRD-010,LIN-000663,2026-03-23,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-000664,CLI-000664,PRD-005,LIN-000664,2026-04-21,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-000665,CLI-000665,PRD-012,LIN-000665,2026-05-20,2027-10-20,Baja,24 meses,false,false,true,33240.50,1
SUB-000666,CLI-000666,PRD-007,LIN-000666,2026-06-18,,Activa,12 meses,false,false,true,14391.00,8
SUB-000667,CLI-000667,PRD-002,LIN-000667,2026-07-17,,Activa,Prepago,false,false,false,7990.00,
SUB-000668,CLI-000668,PRD-009,LIN-000668,2019-01-24,,Activa,Sin permanencia,false,false,false,20890.50,22
SUB-000669,CLI-000669,PRD-004,LIN-000669,2019-02-22,,Activa,Prepago,false,false,false,11691.00,
SUB-000670,CLI-000670,PRD-015,LIN-000670,2019-03-23,,Activa,12 meses,false,false,false,44990.00,8
SUB-000671,CLI-000671,PRD-006,LIN-000671,2019-04-21,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-000672,CLI-000672,PRD-001,LIN-000672,2019-05-20,,Activa,Prepago,true,false,false,5391.00,
SUB-000673,CLI-000673,PRD-008,LIN-000673,2019-06-18,,Activa,24 meses,true,true,true,18990.00,1
SUB-000674,CLI-000674,PRD-003,LIN-000674,2019-07-17,,Activa,Prepago,true,false,false,9490.50,
SUB-000675,CLI-000675,PRD-010,LIN-000675,2019-08-15,,Activa,Sin permanencia,false,false,true,23391.00,15
SUB-000676,CLI-000676,PRD-005,LIN-000676,2019-09-13,,Activa,Sin permanencia,false,false,true,9990.00,22
SUB-000677,CLI-000677,PRD-012,LIN-000677,2019-10-12,,Activa,24 meses,false,false,false,33240.50,1
SUB-000678,CLI-000678,PRD-007,LIN-000678,2019-11-10,,Activa,12 meses,false,false,false,14391.00,8
SUB-000679,CLI-000679,PRD-002,LIN-000679,2019-12-09,,Activa,Prepago,false,false,false,7990.00,
SUB-000680,CLI-000680,PRD-013,LIN-000680,2020-01-07,,Activa,Sin permanencia,false,false,false,18990.50,22
SUB-000681,CLI-000681,PRD-004,LIN-000681,2020-02-05,,Activa,Prepago,true,false,false,11691.00,
SUB-000682,CLI-000682,PRD-011,LIN-000682,2020-03-05,,Activa,12 meses,true,true,true,29990.00,8
SUB-000683,CLI-000683,PRD-006,LIN-000683,2020-04-03,,Activa,Sin permanencia,true,true,true,12340.50,15
SUB-000684,CLI-000684,PRD-001,LIN-000684,2020-05-02,,Activa,Prepago,true,false,false,5391.00,
SUB-000685,CLI-000685,PRD-008,LIN-000685,2020-05-31,,Activa,24 meses,false,false,true,18990.00,1
SUB-000686,CLI-000686,PRD-003,LIN-000686,2020-06-29,,Activa,Prepago,false,false,false,9490.50,
SUB-000687,CLI-000687,PRD-010,LIN-000687,2020-07-28,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-000688,CLI-000688,PRD-005,LIN-000688,2020-08-26,,Activa,Sin permanencia,false,false,false,9990.00,22
SUB-000689,CLI-000689,PRD-012,LIN-000689,2020-09-24,,Activa,24 meses,false,false,false,33240.50,1
SUB-000690,CLI-000690,PRD-015,LIN-000690,2020-10-23,,Activa,12 meses,false,false,false,40491.00,8
SUB-000691,CLI-000691,PRD-002,LIN-000691,2020-11-21,,Activa,Prepago,true,false,false,7990.00,
SUB-000692,CLI-000692,PRD-009,LIN-000692,2020-12-20,,Activa,Sin permanencia,true,true,true,20890.50,22
SUB-000693,CLI-000693,PRD-004,LIN-000693,2021-01-18,,Activa,Prepago,true,false,false,11691.00,
SUB-000694,CLI-000694,PRD-011,LIN-000694,2021-02-16,,Activa,12 meses,true,false,true,29990.00,8
SUB-000695,CLI-000695,PRD-006,LIN-000695,2021-03-17,,Activa,Sin permanencia,false,false,true,12340.50,15
SUB-000696,CLI-000696,PRD-001,LIN-000696,2021-04-15,,Activa,Prepago,false,false,false,5391.00,
SUB-000697,CLI-000697,PRD-008,LIN-000697,2021-05-14,,Activa,24 meses,false,false,false,18990.00,1
SUB-000698,CLI-000698,PRD-003,LIN-000698,2021-06-12,,Activa,Prepago,false,false,false,9490.50,
SUB-000699,CLI-000699,PRD-010,LIN-000699,2021-07-11,,Activa,Sin permanencia,false,false,false,23391.00,15
SUB-000700,CLI-999999,PRD-013,LIN-000700,2021-08-09,,Activa,Sin permanencia,false,false,false,19990.00,22
SUB-000701,CLI-000701,PRD-012,LIN-000701,2021-09-07,,Activa,24 meses,true,true,true,33240.50,1
SUB-000702,CLI-000702,PRD-007,LIN-000702,2021-10-06,,Activa,12 meses,true,true,true,14391.00,8
SUB-000703,CLI-000703,PRD-002,LIN-000703,2021-11-04,,Activa,Prepago,true,false,false,7990.00,
SUB-000704,CLI-000704,PRD-009,LIN-000704,2021-12-03,,Activa,Sin permanencia,true,false,true,20890.50,22
SUB-000705,CLI-000705,PRD-004,LIN-000705,2022-01-01,,Activa,Prepago,false,false,false,11691.00,
SUB-000706,CLI-000706,PRD-011,LIN-000706,2022-01-30,,Suspendida,12 meses,false,false,true,29990.00,8
SUB-000707,CLI-000707,PRD-006,LIN-000707,2022-02-28,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-000708,CLI-000708,PRD-001,LIN-000708,2022-03-29,,Activa,Prepago,false,false,false,5391.00,
SUB-000709,CLI-000709,PRD-008,LIN-000709,2022-04-27,,Activa,24 meses,false,false,false,18990.00,1
SUB-000710,CLI-000710,PRD-015,LIN-000710,2022-05-26,,Activa,12 meses,false,false,false,42740.50,8
SUB-000711,CLI-000711,PRD-010,LIN-000711,2022-06-24,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-000712,CLI-000712,PRD-005,LIN-000712,2022-07-23,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-000713,CLI-000713,PRD-012,LIN-000713,2022-08-21,,Activa,24 meses,true,true,true,33240.50,1
SUB-000714,CLI-000714,PRD-007,LIN-000714,2022-09-19,,Activa,12 meses,true,false,true,14391.00,8
SUB-000715,CLI-000715,PRD-002,LIN-000715,2022-10-18,,Activa,Prepago,false,false,false,7990.00,
SUB-000716,CLI-000716,PRD-009,LIN-000716,2022-11-16,,Activa,Sin permanencia,false,false,true,20890.50,22
SUB-000717,CLI-000717,PRD-004,LIN-000717,2022-12-15,,Activa,Prepago,false,false,false,11691.00,
SUB-000718,CLI-000718,PRD-011,LIN-000718,2023-01-13,,Activa,12 meses,false,false,false,29990.00,8
SUB-000719,CLI-000719,PRD-006,LIN-000719,2023-02-11,,Activa,Sin permanencia,false,false,false,12340.50,15
SUB-000720,CLI-000720,PRD-013,LIN-000720,2023-03-12,,Activa,Sin permanencia,false,false,false,17991.00,22
SUB-000721,CLI-000721,PRD-008,LIN-000721,2023-04-10,,Activa,24 meses,true,true,true,18990.00,1
SUB-000722,CLI-000722,PRD-003,LIN-000722,2023-05-09,,Activa,Prepago,true,false,false,9490.50,
SUB-000723,CLI-000723,PRD-010,LIN-000723,2023-06-07,,Activa,Sin permanencia,true,true,true,23391.00,15
SUB-000724,CLI-000724,PRD-005,LIN-000724,2023-07-06,,Activa,Sin permanencia,true,false,true,9990.00,22
SUB-000725,CLI-000725,PRD-012,LIN-000725,2023-08-04,,Activa,24 meses,false,false,true,33240.50,1
SUB-000726,CLI-000726,PRD-007,LIN-000726,2023-09-02,,Activa,12 meses,false,false,true,14391.00,8
