customer_id,customer_type,customer_segment,region,commune,age_band,created_date,acquisition_channel,preferred_channel,digital_engagement_score,analytics_consent,customer_status
CLI-000469,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2022-07-25,Call center,App,6,false,Activo
CLI-000470,Empresa,Pyme,Antofagasta,Antofagasta,,2022-08-31,Distribuidor,Tienda,23,false,Activo
CLI-000471,Persona,Prepago,Valparaíso,Valparaíso,25-34,2022-10-07,Digital,Call center,40,true,Activo
CLI-000472,Persona,Prepago,Coquimbo,La Serena,35-44,2022-11-13,Digital,WhatsApp,57,true,Activo
CLI-000473,Persona,Postpago,Biobío,Concepción,45-54,2022-12-20,Tienda,Web,74,true,Activo
CLI-000474,Persona,Postpago,Los Lagos,Puerto Montt,55+,2023-01-26,Call center,App,91,true,Suspendido
CLI-000475,Persona,Postpago,La Araucanía,Temuco,18-24,2023-03-04,Distribuidor,App,7,true,Activo
CLI-000476,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2023-04-10,Digital,Tienda,24,true,Activo
CLI-000477,Persona,Prepago,Antofagasta,Calama,25-34,2023-05-17,Digital,Call center,41,true,Activo
CLI-000478,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2023-06-23,Tienda,WhatsApp,58,true,Activo
CLI-000479,Persona,Postpago,Maule,Talca,45-54,2023-07-30,Call center,Web,75,false,Activo
CLI-000480,Empresa,Pyme,Biobío,Talcahuano,,2023-09-05,Distribuidor,App,92,false,Activo
CLI-000481,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2023-10-12,Digital,App,8,true,Activo
CLI-000482,Persona,Prepago,Antofagasta,Antofagasta,25-34,2023-11-18,Digital,Tienda,25,true,Activo
CLI-000483,Persona,Postpago,Valparaíso,Valparaíso,25-34,2023-12-25,Tienda,Call center,42,true,Activo
CLI-000484,Persona,Postpago,Coquimbo,La Serena,35-44,2024-01-31,Call center,WhatsApp,59,true,Activo
CLI-000485,Persona,Postpago,Biobío,Concepción,45-54,2024-03-08,Distribuidor,Web,76,true,Activo
CLI-000486,Persona,Prepago,Los Lagos,Puerto Montt,55+,2024-04-14,Digital,App,93,true,Baja
CLI-000487,Persona,Prepago,La Araucanía,Temuco,18-24,2024-05-21,Digital,App,9,true,Activo
CLI-000488,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2024-06-27,Tienda,Tienda,26,true,Activo
CLI-000489,Persona,Postpago,Antofagasta,Calama,25-34,2024-08-03,Call center,Call center,43,false,Activo
CLI-000490,Empresa,Corporativo,Valparaíso,Viña del Mar,,2024-09-09,Distribuidor,WhatsApp,60,false,Activo
CLI-000491,Persona,Prepago,Maule,Talca,45-54,2024-10-16,Digital,Web,77,true,Activo
CLI-000492,Persona,Prepago,Biobío,Talcahuano,55+,2024-11-22,Digital,App,94,true,Activo
CLI-000493,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2024-12-29,Tienda,App,10,true,Activo
CLI-000494,Persona,Postpago,Antofagasta,Antofagasta,25-34,2025-02-04,Call center,Tienda,27,true,Activo
CLI-000495,Persona,Postpago,Valparaíso,Valparaíso,25-34,2025-03-13,Distribuidor,Call center,44,true,Activo
CLI-000496,Persona,Prepago,Coquimbo,La Serena,35-44,2025-04-19,Digital,WhatsApp,61,true,Activo
CLI-000497,Persona,Prepago,Biobío,Concepción,45-54,2025-05-26,Digital,Web,78,true,Activo
CLI-000498,Persona,Postpago,Los Lagos,Puerto Montt,55+,2025-07-02,Tienda,App,95,true,Activo
CLI-000499,Persona,Postpago,La Araucanía,Temuco,18-24,2025-08-08,Call center,App,11,false,Activo
CLI-000500,Empresa,Pyme,Región Metropolitana de Santiago,Puente Alto,,2025-09-14,Distribuidor,Tienda,28,false,Activo
CLI-000501,Persona,Prepago,Antofagasta,Calama,25-34,2025-10-21,Digital,Call center,45,true,Activo
CLI-000502,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2025-11-27,Digital,WhatsApp,62,true,Activo
CLI-000503,Persona,Postpago,Maule,Talca,45-54,2026-01-03,Tienda,Web,130,true,Activo
CLI-000504,Persona,Postpago,Biobío,Talcahuano,55+,2026-02-09,Call center,App,96,true,Activo
CLI-000505,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2026-03-18,Distribuidor,App,12,true,Activo
CLI-000506,Persona,Prepago,Antofagasta,Antofagasta,25-34,2026-04-24,Digital,Tienda,29,true,Activo
CLI-000507,Persona,Prepago,Valparaíso,Valparaíso,25-34,2026-05-31,Digital,Call center,46,true,Activo
CLI-000508,Persona,Postpago,Coquimbo,La Serena,35-44,2026-07-07,Tienda,WhatsApp,63,true,Activo
CLI-000509,Persona,Postpago,Biobío,Concepción,45-54,2018-01-17,Call center,Web,80,false,Activo
CLI-000510,Empresa,Pyme,Los Lagos,Puerto Montt,,2018-02-23,Distribuidor,App,97,false,Activo
CLI-000511,Persona,Prepago,La Araucanía,Temuco,18-24,2018-04-01,Digital,App,13,true,Activo
CLI-000512,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2018-05-08,Digital,Tienda,30,true,Activo
CLI-000513,Persona,Postpago,Antofagasta,Calama,25-34,2018-06-14,Tienda,Call center,47,true,Activo
CLI-000514,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2018-07-21,Call center,WhatsApp,64,true,Activo
CLI-000515,Persona,Postpago,Maule,Comuna desconocida,45-54,2018-08-27,Distribuidor,Web,81,true,Activo
CLI-000516,Persona,Prepago,Biobío,Talcahuano,55+,2018-10-03,Digital,App,98,true,Activo
CLI-000517,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2018-11-09,Digital,App,14,true,Suspendido
CLI-000518,Persona,Postpago,Antofagasta,Antofagasta,25-34,2018-12-16,Tienda,Tienda,31,true,Activo
CLI-000519,Persona,Postpago,Valparaíso,Valparaíso,25-34,2019-01-22,Call center,Call center,48,false,Activo
CLI-000520,Empresa,Corporativo,Coquimbo,La Serena,,2019-02-28,Distribuidor,WhatsApp,65,false,Activo
CLI-000521,Persona,Prepago,Biobío,Concepción,45-54,2019-04-06,Digital,Web,82,true,Activo
CLI-000522,Persona,Prepago,Los Lagos,Puerto Montt,55+,2019-05-13,Digital,App,99,true,Activo
CLI-000523,Persona,Postpago,La Araucanía,Temuco,18-24,2019-06-19,Tienda,App,15,true,Activo
CLI-000524,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2019-07-26,Call center,Tienda,32,true,Activo
CLI-000525,Persona,Postpago,Antofagasta,Calama,25-34,2019-09-01,Distribuidor,Call center,49,true,Activo
CLI-000526,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2019-10-08,Digital,WhatsApp,66,true,Activo
CLI-000527,Persona,Prepago,Maule,Talca,45-54,2019-11-14,Digital,Web,83,true,Activo
CLI-000528,Persona,Postpago,Biobío,Talcahuano,55+,2019-12-21,Tienda,App,100,true,Activo
CLI-000529,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2020-01-27,Call center,App,16,false,Activo
CLI-000530,Empresa,Pyme,Antofagasta,Antofagasta,,2020-03-04,Distribuidor,Tienda,33,false,Activo
CLI-000531,Persona,Prepago,Valparaíso,Valparaíso,25-34,2020-04-10,Digital,Call center,50,true,Activo
CLI-000532,Persona,Prepago,Coquimbo,La Serena,35-44,2020-05-17,Digital,WhatsApp,67,true,Activo
CLI-000533,Persona,Postpago,Biobío,Concepción,45-54,2020-06-23,Tienda,Web,84,true,Activo
CLI-000534,Persona,Postpago,Los Lagos,Puerto Montt,55+,2020-07-30,Call center,App,0,true,Activo
CLI-000535,Persona,Postpago,La Araucanía,Temuco,18-24,2020-09-05,Distribuidor,App,17,true,Activo
CLI-000536,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2020-10-12,Digital,Tienda,34,true,Activo
CLI-000537,Persona,Prepago,Antofagasta,Calama,25-34,2020-11-18,Digital,Call center,51,true,Activo
CLI-000538,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2020-12-25,Tienda,WhatsApp,68,true,Activo
CLI-000539,Persona,Postpago,Maule,Talca,45-54,2021-01-31,Call center,Web,85,false,Activo
CLI-000540,Empresa,Pyme,Biobío,Talcahuano,,2021-03-09,Distribuidor,App,1,false,Activo
CLI-000541,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2021-04-15,Digital,App,18,true,Activo
CLI-000542,Persona,Prepago,Antofagasta,Antofagasta,25-34,2021-05-22,Digital,Tienda,35,true,Activo
CLI-000543,Persona,Postpago,Valparaíso,Valparaíso,25-34,2021-06-28,Tienda,Call center,52,true,Activo
CLI-000544,Persona,Postpago,Coquimbo,La Serena,35-44,2021-08-04,Call center,WhatsApp,69,true,Activo
CLI-000545,Persona,Postpago,Biobío,Concepción,45-54,2021-09-10,Distribuidor,Web,86,true,Activo
CLI-000546,Persona,Prepago,Los Lagos,Puerto Montt,55+,2021-10-17,Digital,App,2,true,Activo
CLI-000547,Persona,Prepago,La Araucanía,Temuco,18-24,2021-11-23,Digital,App,19,true,Activo
CLI-000548,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2021-12-30,Tienda,Tienda,36,true,Activo
CLI-000549,Persona,Postpago,Antofagasta,Calama,25-34,2022-02-05,Call center,Call center,53,false,Activo
CLI-000550,Empresa,Corporativo,Valparaíso,Viña del Mar,,2022-03-14,Distribuidor,WhatsApp,70,false,Activo
CLI-000551,Persona,Prepago,Maule,Talca,45-54,2022-04-20,Digital,Web,87,true,Activo
CLI-000552,Persona,Prepago,Biobío,Talcahuano,55+,2022-05-27,Digital,App,3,true,Activo
CLI-000553,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2022-07-03,Tienda,App,20,true,Activo
CLI-000554,Persona,Postpago,Antofagasta,Antofagasta,25-34,2022-08-09,Call center,Tienda,37,true,Activo
CLI-000555,Persona,Postpago,Valparaíso,Valparaíso,25-34,2022-09-15,Distribuidor,Call center,54,true,Activo
CLI-000556,Persona,Prepago,Coquimbo,La Serena,35-44,2022-10-22,Digital,WhatsApp,71,true,Activo
CLI-000557,Persona,Prepago,Biobío,Concepción,45-54,2022-11-28,Digital,Web,88,true,Activo
CLI-000558,Persona,Postpago,Los Lagos,Puerto Montt,55+,2023-01-04,Tienda,App,4,true,Activo
CLI-000559,Persona,Postpago,La Araucanía,Temuco,18-24,2023-02-10,Call center,App,21,false,Activo
CLI-000560,Empresa,Pyme,Región Metropolitana de Santiago,Puente Alto,,2023-03-19,Distribuidor,Tienda,38,false,Suspendido
CLI-000561,Persona,Prepago,Antofagasta,Calama,25-34,2023-04-25,Digital,Call center,55,true,Activo
CLI-000562,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2023-06-01,Digital,WhatsApp,72,true,Activo
CLI-000563,Persona,Postpago,Maule,Talca,45-54,2023-07-08,Tienda,Web,89,true,Activo
CLI-000564,Persona,Postpago,Biobío,Talcahuano,55+,2023-08-14,Call center,App,5,true,Activo
CLI-000565,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2023-09-20,Distribuidor,App,22,true,Activo
CLI-000566,Persona,Prepago,Antofagasta,Antofagasta,25-34,2023-10-27,Digital,Tienda,39,true,Activo
CLI-000567,Persona,Prepago,Valparaíso,Valparaíso,25-34,2023-12-03,Digital,Call center,56,true,Activo
CLI-000568,Persona,Postpago,Coquimbo,La Serena,35-44,2024-01-09,Tienda,WhatsApp,73,true,Activo
CLI-000569,Persona,Postpago,Biobío,Concepción,45-54,2024-02-15,Call center,Web,90,false,Activo
CLI-000570,Empresa,Pyme,Los Lagos,Puerto Montt,,2024-03-23,Distribuidor,App,6,false,Activo
CLI-000571,Persona,Prepago,La Araucanía,Temuco,18-24,2024-04-29,Digital,App,23,true,Activo
CLI-000572,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2024-06-05,Digital,Tienda,40,true,Activo
CLI-000573,Persona,Postpago,Antofagasta,Calama,25-34,2024-07-12,Tienda,Call center,57,true,Activo
CLI-000574,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2024-08-18,Call center,WhatsApp,74,true,Activo
CLI-000575,Persona,Postpago,Maule,Talca,45-54,2024-09-24,Distribuidor,Web,91,true,Activo
CLI-000576,Persona,Prepago,Biobío,Talcahuano,55+,2024-10-31,Digital,App,7,true,Activo
CLI-000577,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2024-12-07,Digital,App,24,true,Activo
CLI-000578,Persona,Postpago,Antofagasta,Antofagasta,25-34,2025-01-13,Tienda,Tienda,41,true,Activo
CLI-000579,Persona,Postpago,Valparaíso,Valparaíso,25-34,2025-02-19,Call center,Call center,58,false,Activo
CLI-000580,Empresa,Corporativo,Coquimbo,La Serena,,2025-03-28,Distribuidor,WhatsApp,75,false,Activo
CLI-000581,Persona,Prepago,Biobío,Concepción,45-54,2025-05-04,Digital,Web,92,true,Activo
CLI-000582,Persona,Prepago,Los Lagos,Puerto Montt,55+,2025-06-10,Digital,App,8,true,Activo
CLI-000583,Persona,Postpago,La Araucanía,Temuco,18-24,2025-07-17,Tienda,App,25,true,Baja
CLI-000584,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2025-08-23,Call center,Tienda,42,true,Activo
CLI-000585,Persona,Postpago,Antofagasta,Calama,25-34,2025-09-29,Distribuidor,Call center,59,true,Activo
CLI-000586,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2025-11-05,Digital,WhatsApp,76,true,Activo
CLI-000587,Persona,Prepago,Maule,Talca,45-54,2025-12-12,Digital,Web,93,true,Activo
CLI-000588,Persona,Postpago,Biobío,Talcahuano,55+,2026-01-18,Tienda,App,9,true,Activo
CLI-000589,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2026-02-24,Call center,App,26,false,Activo
CLI-000590,Empresa,Pyme,Antofagasta,Antofagasta,,2026-04-02,Distribuidor,Tienda,43,false,Activo
CLI-000591,Persona,Prepago,Valparaíso,Valparaíso,25-34,2026-05-09,Digital,Call center,60,true,Activo
CLI-000592,Persona,Prepago,Coquimbo,La Serena,35-44,2026-06-15,Digital,WhatsApp,77,true,Activo
CLI-000593,Persona,Postpago,Biobío,Concepción,45-54,2026-07-22,Tienda,Web,94,true,Activo
CLI-000594,Persona,Postpago,Los Lagos,Puerto Montt,55+,2018-02-01,Call center,App,10,true,Activo
CLI-000595,Persona,Postpago,La Araucanía,Temuco,18-24,2018-03-10,Distribuidor,App,27,true,Activo
CLI-000596,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2018-04-16,Digital,Tienda,44,true,Activo
CLI-000597,Persona,Prepago,Antofagasta,Calama,25-34,2018-05-23,Digital,Call center,61,true,Activo
CLI-000598,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2018-06-29,Tienda,WhatsApp,78,true,Activo
CLI-000599,Persona,Postpago,Maule,Talca,45-54,2018-08-05,Call center,Web,95,false,Activo
CLI-000600,Empresa,Pyme,Biobío,Talcahuano,,2018-09-11,Distribuidor,App,11,false,Activo
CLI-000601,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2018-10-18,Digital,App,28,true,Activo
CLI-000602,Persona,Prepago,Antofagasta,Antofagasta,25-34,2018-11-24,Digital,Tienda,45,true,Activo
CLI-000603,Persona,Postpago,Valparaíso,Valparaíso,25-34,2018-12-31,Tienda,Call center,62,true,Suspendido
CLI-000604,Persona,Postpago,Coquimbo,La Serena,35-44,2019-02-06,Call center,WhatsApp,79,true,Activo
CLI-000605,Persona,Postpago,Biobío,Concepción,45-54,2019-03-15,Distribuidor,Web,96,true,Activo
CLI-000606,Persona,Prepago,Los Lagos,Puerto Montt,55+,2019-04-21,Digital,App,12,true,Activo
CLI-000607,Persona,Prepago,La Araucanía,Temuco,18-24,2019-05-28,Digital,App,29,true,Activo
CLI-000608,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2019-07-04,Tienda,Tienda,46,true,Activo
CLI-000609,Persona,Postpago,Antofagasta,Calama,25-34,2019-08-10,Call center,Call center,63,false,Activo
CLI-000610,Empresa,Corporativo,Valparaíso,Viña del Mar,,2019-09-16,Distribuidor,WhatsApp,80,false,Activo
CLI-000611,Persona,Prepago,Maule,Talca,45-54,2019-10-23,Digital,Web,97,true,Activo
CLI-000612,Persona,Prepago,Biobío,Talcahuano,55+,2019-11-29,Digital,App,13,true,Activo
CLI-000613,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2020-01-05,Tienda,App,30,true,Activo
CLI-000614,Persona,Postpago,Antofagasta,Antofagasta,25-34,2020-02-11,Call center,Tienda,47,true,Activo
CLI-000615,Persona,Postpago,Valparaíso,Valparaíso,25-34,2020-03-19,Distribuidor,Call center,64,true,Activo
CLI-000616,Persona,Prepago,Coquimbo,La Serena,35-44,2020-04-25,Digital,WhatsApp,81,true,Activo
CLI-000617,Persona,Prepago,Biobío,Concepción,45-54,2020-06-01,Digital,Web,98,true,Activo
CLI-000618,Persona,Postpago,Los Lagos,Puerto Montt,55+,2020-07-08,Tienda,App,14,true,Activo
CLI-000619,Persona,Postpago,La Araucanía,Temuco,18-24,2020-08-14,Call center,App,31,false,Activo
CLI-000620,Empresa,Pyme,Región Metropolitana de Santiago,Puente Alto,,2020-09-20,Distribuidor,Tienda,48,false,Activo
CLI-000621,Persona,Prepago,Antofagasta,Calama,25-34,2020-10-27,Digital,Call center,65,true,Activo
CLI-000622,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2020-12-03,Digital,WhatsApp,82,true,Activo
CLI-000623,Persona,Postpago,Maule,Talca,45-54,2021-01-09,Tienda,Web,99,true,Activo
CLI-000624,Persona,Postpago,Biobío,Talcahuano,55+,2021-02-15,Call center,App,15,true,Activo
CLI-000625,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2021-03-24,Distribuidor,App,32,true,Activo
CLI-000626,Persona,Prepago,Antofagasta,Antofagasta,25-34,2021-04-30,Digital,Tienda,49,true,Activo
CLI-000627,Persona,Prepago,Valparaíso,Valparaíso,25-34,2021-06-06,Digital,Call center,66,true,Activo
CLI-000628,Persona,Postpago,Coquimbo,La Serena,35-44,2021-07-13,Tienda,WhatsApp,83,true,Activo
CLI-000629,Persona,Postpago,Biobío,Concepción,45-54,2021-08-19,Call center,Web,100,false,Activo
CLI-000630,Empresa,Pyme,Los Lagos,Puerto Montt,,2021-09-25,Distribuidor,App,16,false,Activo
CLI-000631,Persona,Prepago,La Araucanía,Temuco,18-24,2021-11-01,Digital,App,33,true,Activo
CLI-000632,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2021-12-08,Digital,Tienda,50,true,Activo
CLI-000633,Persona,Postpago,Antofagasta,Calama,25-34,2022-01-14,Tienda,Call center,67,true,Activo
CLI-000633,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2022-02-20,Call center,WhatsApp,84,true,Activo
CLI-000635,Persona,Postpago,Maule,Talca,45-54,2022-03-29,Distribuidor,Web,0,true,Activo
CLI-000636,Persona,Prepago,Biobío,Talcahuano,55+,2022-05-05,Digital,App,17,true,Activo
CLI-000637,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2022-06-11,Digital,App,34,true,Activo
CLI-000638,Persona,Postpago,Antofagasta,Antofagasta,25-34,2022-07-18,Tienda,Tienda,51,true,Activo
CLI-000639,Persona,Postpago,Valparaíso,Valparaíso,25-34,2022-08-24,Call center,Call center,68,false,Activo
CLI-000640,Empresa,Corporativo,Coquimbo,La Serena,,2022-09-30,Distribuidor,WhatsApp,85,false,Activo
CLI-000641,Persona,Prepago,Biobío,Concepción,45-54,2022-11-06,Digital,Web,1,true,Activo
CLI-000642,Persona,Prepago,Los Lagos,Puerto Montt,55+,2022-12-13,Digital,App,18,true,Activo
CLI-000643,Persona,Postpago,La Araucanía,Temuco,18-24,2023-01-19,Tienda,App,35,true,Activo
CLI-000644,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2023-02-25,Call center,Tienda,52,true,Activo
CLI-000645,Persona,Postpago,Antofagasta,Calama,25-34,2023-04-03,Distribuidor,Call center,69,true,Activo
CLI-000646,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2023-05-10,Digital,WhatsApp,86,true,Suspendido
CLI-000647,Persona,Prepago,Maule,Talca,45-54,2023-06-16,Digital,Web,2,true,Activo
CLI-000648,Persona,Postpago,Biobío,Talcahuano,55+,2023-07-23,Tienda,App,19,true,Activo
CLI-000649,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2023-08-29,Call center,App,36,false,Activo
CLI-000650,Empresa,Pyme,Antofagasta,Antofagasta,,2023-10-05,Distribuidor,Tienda,53,false,Activo
CLI-000651,Persona,Prepago,Valparaíso,Valparaíso,25-34,2023-11-11,Digital,Call center,70,true,Activo
CLI-000652,Persona,Prepago,Coquimbo,La Serena,35-44,2023-12-18,Digital,WhatsApp,87,true,Activo
CLI-000653,Persona,Postpago,Biobío,Concepción,45-54,2024-01-24,Tienda,Web,3,true,Activo
CLI-000654,Persona,Postpago,Los Lagos,Puerto Montt,55+,2024-03-01,Call center,App,20,true,Activo
CLI-000655,Persona,Postpago,La Araucanía,Temuco,18-24,2024-04-07,Distribuidor,App,37,true,Activo
CLI-000656,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2024-05-14,Digital,Tienda,54,true,Activo
CLI-000657,Persona,Prepago,Antofagasta,Calama,25-34,2024-06-20,Digital,Call center,71,true,Activo
CLI-000658,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2024-07-27,Tienda,WhatsApp,88,true,Activo
CLI-000659,Persona,Postpago,Maule,Talca,45-54,2024-09-02,Call center,Web,4,false,Activo
CLI-000660,Empresa,Pyme,Biobío,Talcahuano,,2024-10-09,Distribuidor,App,21,false,Activo
CLI-000661,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2024-11-15,Digital,App,38,true,Activo
CLI-000662,Persona,Prepago,Antofagasta,Antofagasta,25-34,2024-12-22,Digital,Tienda,55,true,Activo
CLI-000663,Persona,Postpago,Valparaíso,Valparaíso,25-34,2025-01-28,Tienda,Call center,72,true,Activo
CLI-000664,Persona,Postpago,Coquimbo,La Serena,35-44,2025-03-06,Call center,WhatsApp,89,true,Activo
CLI-000665,Persona,Postpago,Biobío,Concepción,45-54,2025-04-12,Distribuidor,Web,5,true,Activo
CLI-000666,Persona,Prepago,Los Lagos,Puerto Montt,55+,2025-05-19,Digital,App,22,true,Activo
CLI-000667,Persona,Prepago,La Araucanía,Temuco,18-24,2025-06-25,Digital,App,39,true,Activo
CLI-000668,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2025-08-01,Tienda,Tienda,56,true,Activo
CLI-000669,Persona,Postpago,Antofagasta,Calama,25-34,2025-09-07,Call center,Call center,73,false,Activo
CLI-000670,Empresa,,Valparaíso,Viña del Mar,,2025-10-14,Distribuidor,WhatsApp,90,false,Activo
CLI-000671,Persona,Prepago,Maule,Talca,45-54,2025-11-20,Digital,Web,6,true,Activo
CLI-000672,Persona,Prepago,Biobío,Talcahuano,55+,2025-12-27,Digital,App,23,true,Activo
CLI-000673,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2026-02-02,Tienda,App,40,true,Activo
CLI-000674,Persona,Postpago,Antofagasta,Antofagasta,25-34,2026-03-11,Call center,Tienda,57,true,Activo
CLI-000675,Persona,Postpago,Valparaíso,Valparaíso,25-34,2026-04-17,Distribuidor,Call center,74,true,Activo
CLI-000676,Persona,Prepago,Coquimbo,La Serena,35-44,2026-05-24,Digital,WhatsApp,91,true,Activo
CLI-000677,Persona,Prepago,Biobío,Concepción,45-54,2026-06-30,Digital,Web,7,true,Activo
CLI-000678,Persona,Postpago,Los Lagos,Puerto Montt,55+,2018-01-10,Tienda,App,24,true,Activo
CLI-000679,Persona,Postpago,La Araucanía,Temuco,18-24,2018-02-16,Call center,App,41,false,Activo
CLI-000680,Empresa,Pyme,Región Metropolitana de Santiago,Puente Alto,,2018-03-25,Distribuidor,Tienda,58,false,Baja
CLI-000681,Persona,Prepago,Antofagasta,Calama,25-34,2018-05-01,Digital,Call center,75,true,Activo
CLI-000682,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2018-06-07,Digital,WhatsApp,92,true,Activo
CLI-000683,Persona,Postpago,Maule,Talca,45-54,2018-07-14,Tienda,Web,8,true,Activo
CLI-000684,Persona,Postpago,Biobío,Talcahuano,55+,2018-08-20,Call center,App,25,true,Activo
CLI-000685,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2018-09-26,Distribuidor,App,42,true,Activo
CLI-000686,Persona,Prepago,Antofagasta,Antofagasta,25-34,2018-11-02,Digital,Tienda,59,true,Activo
CLI-000687,Persona,Prepago,Valparaíso,Valparaíso,25-34,2018-12-09,Digital,Call center,76,true,Activo
CLI-000688,Persona,Postpago,Coquimbo,La Serena,35-44,2019-01-15,Tienda,WhatsApp,93,true,Activo
CLI-000689,Persona,Postpago,Biobío,Concepción,45-54,2019-02-21,Call center,Web,9,false,Suspendido
CLI-000690,Empresa,Pyme,Los Lagos,Puerto Montt,,2019-03-30,Distribuidor,App,26,false,Activo
CLI-000691,Persona,Prepago,La Araucanía,Temuco,18-24,2019-05-06,Digital,App,43,true,Activo
CLI-000692,Persona,Prepago,Región Metropolitana de Santiago,Puente Alto,25-34,2019-06-12,Digital,Tienda,60,true,Activo
CLI-000693,Persona,Postpago,Antofagasta,Calama,25-34,2019-07-19,Tienda,Call center,77,true,Activo
CLI-000694,Persona,Postpago,Valparaíso,Viña del Mar,35-44,2019-08-25,Call center,WhatsApp,94,true,Activo
CLI-000695,Persona,Postpago,Maule,Talca,45-54,2019-10-01,Distribuidor,Web,10,true,Activo
CLI-000696,Persona,Prepago,Biobío,Talcahuano,55+,2019-11-07,Digital,App,27,true,Activo
CLI-000697,Persona,Prepago,Región Metropolitana de Santiago,Santiago,18-24,2019-12-14,Digital,App,44,true,Activo
CLI-000698,Persona,Postpago,Antofagasta,Antofagasta,25-34,2020-01-20,Tienda,Tienda,61,true,Activo
CLI-000699,Persona,Postpago,Valparaíso,Valparaíso,25-34,2020-02-26,Call center,Call center,78,false,Activo
CLI-000700,Empresa,Corporativo,Coquimbo,La Serena,,2020-04-03,Distribuidor,WhatsApp,95,false,Activo
CLI-000701,Persona,Prepago,Biobío,Concepción,45-54,2020-05-10,Digital,Web,11,true,Activo
CLI-000702,Persona,Prepago,Los Lagos,Puerto Montt,55+,2020-06-16,Digital,App,28,true,Activo
CLI-000703,Persona,Postpago,La Araucanía,Temuco,18-24,2020-07-23,Tienda,App,45,true,Activo
CLI-000704,Persona,Postpago,Región Metropolitana de Santiago,Puente Alto,25-34,2020-08-29,Call center,Tienda,62,true,Activo
CLI-000705,Persona,Postpago,Antofagasta,Calama,25-34,2020-10-05,Distribuidor,Call center,79,true,Activo
CLI-000706,Persona,Prepago,Valparaíso,Viña del Mar,35-44,2020-11-11,Digital,WhatsApp,96,true,Activo
CLI-000707,Persona,Prepago,Maule,Talca,45-54,2020-12-18,Digital,Web,12,true,Activo
CLI-000708,Persona,Postpago,Biobío,Talcahuano,55+,2021-01-24,Tienda,App,29,true,Activo
CLI-000709,Persona,Postpago,Región Metropolitana de Santiago,Santiago,18-24,2021-03-02,Call center,App,46,false,Activo
CLI-000710,Empresa,Pyme,Antofagasta,Antofagasta,,2021-04-08,Distribuidor,Tienda,63,false,Activo
CLI-000711,Persona,Prepago,Valparaíso,Valparaíso,25-34,2021-05-15,Digital,Call center,80,true,Activo
CLI-000712,Persona,Prepago,Coquimbo,La Serena,35-44,2021-06-21,Digital,WhatsApp,97,true,Activo
