alarm_id,cell_id,opened_at,closed_at,alarm_type,severity,alarm_status,probable_cause,service_impact,affected_users_est,source_system
ALM-000202,CEL-00178,2026-08-02 20:09:51,2026-08-03 18:09:51,Saturación,Media,Cerrada,Alta demanda,false,149,NMS
ALM-000203,CEL-00015,2026-08-02 20:23:02,2026-08-04 07:23:02,Hardware,Media,Cerrada,Módulo degradado,false,178,RAN Monitor
ALM-000204,CEL-00032,2026-08-02 20:36:13,2026-08-04 20:36:13,Software,Baja,Cerrada,Error de configuración,true,112,Energy Monitor
ALM-000205,CEL-00049,2026-08-02 20:49:24,2026-08-05 09:49:24,Energía,Crítica,Cerrada,Falla de suministro,true,1016,NMS
ALM-000206,CEL-00066,2026-08-02 21:02:35,2026-08-02 23:02:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,565,RAN Monitor
ALM-000207,CEL-00083,2026-08-02 21:15:46,2026-08-03 12:15:46,Radio,Alta,Cerrada,Interferencia,true,594,Energy Monitor
ALM-000208,CEL-00100,2026-08-02 21:28:57,,Saturación,Media,Reconocida,Alta demanda,false,123,NMS
ALM-000209,CEL-00117,2026-08-02 21:42:08,,Hardware,Media,Reconocida,Módulo degradado,false,152,RAN Monitor
ALM-000210,CEL-00134,2026-08-02 21:55:19,,Software,Baja,Abierta,Error de configuración,false,86,Energy Monitor
ALM-000211,CEL-00151,2026-08-02 22:08:30,2026-08-05 17:08:30,Energía,Crítica,Cerrada,Falla de suministro,true,990,NMS
ALM-000211,CEL-00168,2026-08-02 22:21:41,2026-08-03 06:21:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,539,RAN Monitor
ALM-000213,CEL-00005,2026-08-02 22:34:52,2026-08-03 19:34:52,Radio,Alta,Cerrada,Interferencia,true,568,Energy Monitor
ALM-000214,CEL-00022,2026-08-02 22:48:03,2026-08-04 08:48:03,Saturación,Media,Cerrada,Alta demanda,false,297,NMS
ALM-000215,CEL-00039,2026-08-02 23:01:14,2026-08-04 22:01:14,Hardware,Media,Cerrada,Módulo degradado,false,126,RAN Monitor
ALM-000216,CEL-00056,2026-08-02 23:14:25,2026-08-05 11:14:25,Software,Baja,Cerrada,Error de configuración,false,60,Energy Monitor
ALM-000217,CEL-00073,2026-08-02 23:27:36,2026-08-03 00:27:36,Energía,Crítica,Cerrada,Falla de suministro,true,964,NMS
ALM-000218,CEL-00090,2026-08-02 23:40:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,513,RAN Monitor
ALM-000219,CEL-00107,2026-08-02 23:53:58,,Radio,Alta,Reconocida,Interferencia,true,542,Energy Monitor
ALM-000220,CEL-00124,2026-08-03 00:07:09,,Saturación,Media,Abierta,Alta demanda,false,271,NMS
ALM-000221,CEL-00141,2026-08-03 00:20:20,2026-08-05 05:20:20,Hardware,Media,Cerrada,Módulo degradado,false,300,RAN Monitor
ALM-000222,CEL-00158,2026-08-03 00:33:31,2026-08-05 18:33:31,Software,Baja,Cerrada,Error de configuración,false,34,Energy Monitor
ALM-000223,CEL-00175,2026-08-03 00:46:42,2026-08-03 07:46:42,Energía,Crítica,Cerrada,Falla de suministro,true,938,NMS
ALM-000224,CEL-00012,2026-08-03 00:59:53,2026-08-03 20:59:53,Transporte,Urgente,Cerrada,Pérdida de enlace,true,487,RAN Monitor
ALM-000225,CEL-00029,2026-08-03 01:13:04,2026-08-04 10:13:04,Radio,Alta,Cerrada,Interferencia,true,516,Energy Monitor
ALM-000226,CEL-00046,2026-08-03 01:26:15,2026-08-04 23:26:15,Saturación,Media,Cerrada,Alta demanda,false,245,NMS
ALM-000227,CEL-00063,2026-08-03 01:39:26,2026-08-05 12:39:26,Hardware,Media,Cerrada,Módulo degradado,false,274,RAN Monitor
ALM-000228,CEL-00080,2026-08-03 01:52:37,,Software,Baja,Reconocida,Error de configuración,false,208,Energy Monitor
ALM-000229,CEL-00097,2026-08-03 02:05:48,,Energía,Crítica,Reconocida,Falla de suministro,true,912,NMS
ALM-000230,CEL-00114,2026-08-03 02:18:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,461,RAN Monitor
ALM-000231,CEL-00131,2026-08-03 02:32:10,2026-08-04 17:32:10,Radio,Alta,Cerrada,Interferencia,true,490,Energy Monitor
ALM-000232,CEL-00148,2026-08-03 02:45:21,2026-08-05 06:45:21,Saturación,Media,Cerrada,Alta demanda,true,219,NMS
ALM-000233,CEL-00165,2026-08-03 02:58:32,2026-08-05 19:58:32,Hardware,Media,Cerrada,Módulo degradado,false,248,RAN Monitor
ALM-000234,CEL-00002,2026-08-03 03:11:43,2026-08-03 09:11:43,Software,Baja,Cerrada,Error de configuración,false,182,Energy Monitor
ALM-000235,CEL-00019,2026-08-03 03:24:54,2026-08-03 22:24:54,Energía,Crítica,Cerrada,Falla de suministro,true,1086,NMS
ALM-000236,CEL-00036,2026-08-03 03:38:05,2026-08-04 11:38:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,435,RAN Monitor
ALM-000237,CEL-00053,2026-08-03 03:51:16,2026-08-05 00:51:16,Radio,Alta,Cerrada,Interferencia,true,464,Energy Monitor
ALM-000238,CEL-00070,2026-08-03 04:04:27,,Saturación,Media,Reconocida,Alta demanda,false,193,NMS
ALM-000239,CEL-00087,2026-08-03 04:17:38,,Hardware,Media,Reconocida,Módulo degradado,true,222,RAN Monitor
ALM-000240,CEL-00104,2026-08-03 04:30:49,,Software,Baja,Abierta,Error de configuración,false,156,Energy Monitor
ALM-000241,CEL-00121,2026-08-03 04:44:00,2026-08-04 05:44:00,Energía,Crítica,Cerrada,Falla de suministro,true,1060,NMS
ALM-000242,CEL-00138,2026-08-03 04:57:11,2026-08-04 18:57:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,609,RAN Monitor
ALM-000243,CEL-00155,2026-08-03 05:10:22,2026-08-05 08:10:22,Radio,Alta,Cerrada,Interferencia,true,438,Energy Monitor
ALM-000244,CEL-00172,2026-08-03 05:23:33,2026-08-05 21:23:33,Saturación,Media,Cerrada,Alta demanda,false,167,NMS
ALM-000245,CEL-00009,2026-08-03 05:36:44,2026-08-03 10:36:44,Hardware,Media,Cerrada,Módulo degradado,false,196,RAN Monitor
ALM-000246,CEL-00026,2026-08-03 05:49:55,2026-08-03 23:49:55,Software,Baja,Cerrada,Error de configuración,true,130,Energy Monitor
ALM-000247,CEL-00043,2026-08-03 06:03:06,2026-08-04 13:03:06,Energía,Crítica,Cerrada,Falla de suministro,true,1034,NMS
ALM-000248,CEL-00060,2026-08-03 06:16:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,583,RAN Monitor
ALM-000249,CEL-00077,2026-08-03 06:29:28,,Radio,Alta,Reconocida,Interferencia,true,612,Energy Monitor
ALM-000250,CEL-00094,2026-08-03 06:42:39,,Saturación,Media,Abierta,Alta demanda,false,141,NMS
ALM-000251,CEL-00111,2026-08-03 06:55:50,2026-08-03 17:55:50,Hardware,Media,Cerrada,Módulo degradado,false,170,RAN Monitor
ALM-000252,CEL-00128,2026-08-03 07:09:01,2026-08-04 07:09:01,Software,Baja,Cerrada,Error de configuración,false,104,Energy Monitor
ALM-000253,CEL-00145,2026-08-03 07:22:12,2026-08-04 20:22:12,Energía,Crítica,Cerrada,Falla de suministro,true,1008,NMS
ALM-000254,CEL-00162,2026-08-03 07:35:23,2026-08-05 09:35:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,557,RAN Monitor
ALM-000255,CEL-00179,2026-08-03 07:48:34,2026-08-05 22:48:34,Radio,Alta,Cerrada,Interferencia,true,586,Energy Monitor
ALM-000256,CEL-00016,2026-08-03 08:01:45,2026-08-03 12:01:45,Saturación,Media,Cerrada,Alta demanda,false,315,NMS
ALM-000257,CEL-00033,2026-08-03 08:14:56,2026-08-04 01:14:56,Hardware,Media,Cerrada,Módulo degradado,false,144,RAN Monitor
ALM-000258,CEL-00050,2026-08-03 08:28:07,,Software,Baja,Reconocida,Error de configuración,false,78,Energy Monitor
ALM-000259,CEL-00067,2026-08-03 08:41:18,,Energía,Crítica,Reconocida,Falla de suministro,true,982,NMS
ALM-000260,CEL-00084,2026-08-03 08:54:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,531,RAN Monitor
ALM-000261,CEL-00101,2026-08-03 09:07:40,2026-08-06 06:07:40,Radio,Alta,Cerrada,Interferencia,true,560,Energy Monitor
ALM-000262,CEL-00118,2026-08-03 09:20:51,2026-08-03 19:20:51,Saturación,Media,Cerrada,Alta demanda,false,289,NMS
ALM-000263,CEL-00135,2026-08-03 09:34:02,2026-08-04 08:34:02,Hardware,Media,Cerrada,Módulo degradado,false,318,RAN Monitor
ALM-000264,CEL-00152,2026-08-03 09:47:13,2026-08-04 21:47:13,Software,Baja,Cerrada,Error de configuración,false,52,Energy Monitor
ALM-000265,CEL-00169,2026-08-03 10:00:24,2026-08-05 11:00:24,Energía,Crítica,Cerrada,Falla de suministro,true,956,NMS
ALM-000266,CEL-00006,2026-08-03 10:13:35,2026-08-06 00:13:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,505,RAN Monitor
ALM-000267,CEL-00023,2026-08-03 10:26:46,2026-08-03 13:26:46,Radio,Alta,Cerrada,Interferencia,true,534,Energy Monitor
ALM-000268,CEL-00040,2026-08-03 10:39:57,,Saturación,Media,Reconocida,Alta demanda,false,263,NMS
ALM-000269,CEL-00057,2026-08-03 10:53:08,,Hardware,Media,Reconocida,Módulo degradado,false,292,RAN Monitor
ALM-000270,CEL-00074,2026-08-03 11:06:19,,Software,Baja,Abierta,Error de configuración,false,26,Energy Monitor
ALM-000271,CEL-00091,2026-08-03 11:19:30,2026-08-05 18:19:30,Energía,Crítica,Cerrada,Falla de suministro,true,930,NMS
ALM-000272,CEL-00108,2026-08-03 11:32:41,2026-08-06 07:32:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,479,RAN Monitor
ALM-000273,CEL-00125,2026-08-03 11:45:52,2026-08-03 20:45:52,Radio,Alta,Cerrada,Interferencia,true,508,Energy Monitor
ALM-000274,CEL-00142,2026-08-03 11:59:03,2026-08-04 09:59:03,Saturación,Media,Cerrada,Alta demanda,true,237,NMS
ALM-000275,CEL-00159,2026-08-03 12:12:14,2026-08-04 23:12:14,Hardware,Media,Cerrada,Módulo degradado,false,266,RAN Monitor
ALM-000276,CEL-00176,2026-08-03 12:25:25,2026-08-05 12:25:25,Software,Baja,Cerrada,Error de configuración,false,200,Energy Monitor
ALM-000277,CEL-00013,2026-08-03 12:38:36,2026-08-06 01:38:36,Energía,Crítica,Cerrada,Falla de suministro,true,904,NMS
ALM-000278,CEL-00030,2026-08-03 12:51:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,453,RAN Monitor
ALM-000279,CEL-00047,2026-08-03 13:04:58,,Radio,Alta,Reconocida,Interferencia,true,482,Energy Monitor
ALM-000280,CEL-00064,2026-08-03 13:18:09,,Saturación,Media,Abierta,Alta demanda,false,211,NMS
ALM-000281,CEL-00081,2026-08-03 13:31:20,2026-08-05 06:31:20,Hardware,Media,Cerrada,Módulo degradado,true,240,RAN Monitor
ALM-000282,CEL-00098,2026-08-03 13:44:31,2026-08-05 19:44:31,Software,Baja,Cerrada,Error de configuración,false,174,Energy Monitor
ALM-000283,CEL-00115,2026-08-03 13:57:42,2026-08-06 08:57:42,Energía,Crítica,Cerrada,Falla de suministro,true,1078,NMS
ALM-000284,CEL-00132,2026-08-03 14:10:53,2026-08-03 22:10:53,Transporte,Alta,Cerrada,Pérdida de enlace,true,427,RAN Monitor
ALM-000285,CEL-00149,2026-08-03 14:24:04,2026-08-04 11:24:04,Radio,Alta,Cerrada,Interferencia,true,456,Energy Monitor
ALM-000286,CEL-00166,2026-08-03 14:37:15,2026-08-05 00:37:15,Saturación,Media,Cerrada,Alta demanda,false,185,NMS
ALM-000287,CEL-00003,2026-08-03 14:50:26,2026-08-05 13:50:26,Hardware,Media,Cerrada,Módulo degradado,false,214,RAN Monitor
ALM-000288,CEL-00020,2026-08-03 15:03:37,,Software,Baja,Reconocida,Error de configuración,true,148,Energy Monitor
ALM-000289,CEL-00037,2026-08-03 15:16:48,,Energía,Crítica,Reconocida,Falla de suministro,true,1052,NMS
ALM-000290,CEL-00054,2026-08-03 15:29:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,601,RAN Monitor
ALM-000291,CEL-00071,2026-08-03 15:43:10,2026-08-04 18:43:10,Radio,Alta,Cerrada,Interferencia,true,430,Energy Monitor
ALM-000292,CEL-00088,2026-08-03 15:56:21,2026-08-05 07:56:21,Saturación,Media,Cerrada,Alta demanda,false,159,NMS
ALM-000293,CEL-00105,2026-08-03 16:09:32,2026-08-05 21:09:32,Hardware,Media,Cerrada,Módulo degradado,false,188,RAN Monitor
ALM-000294,CEL-00122,2026-08-03 16:22:43,2026-08-06 10:22:43,Software,Baja,Cerrada,Error de configuración,false,122,Energy Monitor
ALM-000295,CEL-00139,2026-08-03 16:35:54,2026-08-03 23:35:54,Energía,Crítica,Cerrada,Falla de suministro,true,1026,NMS
ALM-000296,CEL-00156,2026-08-03 16:49:05,2026-08-04 12:49:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,575,RAN Monitor
ALM-000297,CEL-00173,2026-08-03 17:02:16,2026-08-05 02:02:16,Radio,Alta,Cerrada,Interferencia,true,604,Energy Monitor
ALM-000298,CEL-00010,2026-08-03 17:15:27,,Saturación,Media,Reconocida,Alta demanda,false,133,NMS
ALM-000299,CEL-00027,2026-08-03 17:28:38,,Hardware,Media,Reconocida,Módulo degradado,false,162,RAN Monitor
ALM-000300,CEL-00044,2026-08-03 17:41:49,,Software,Baja,Abierta,Error de configuración,false,96,Energy Monitor
ALM-000301,CEL-00061,2026-08-03 17:55:00,2026-08-04 06:55:00,Energía,Crítica,Cerrada,Falla de suministro,true,1000,NMS
ALM-000302,CEL-00078,2026-08-03 18:08:11,2026-08-04 20:08:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,549,RAN Monitor
ALM-000303,CEL-00095,2026-08-03 18:21:22,2026-08-05 09:21:22,Radio,Alta,Cerrada,Interferencia,true,578,Energy Monitor
ALM-000304,CEL-00112,2026-08-03 18:34:33,2026-08-05 22:34:33,Saturación,Media,Cerrada,Alta demanda,false,307,NMS
ALM-000305,CEL-00129,2026-08-03 18:47:44,2026-08-06 11:47:44,Hardware,Media,Cerrada,Módulo degradado,false,136,RAN Monitor
ALM-000306,CEL-00146,2026-08-03 19:00:55,2026-08-04 01:00:55,Software,Baja,Cerrada,Error de configuración,false,70,Energy Monitor
ALM-000307,CEL-00163,2026-08-03 19:14:06,2026-08-04 14:14:06,Energía,Crítica,Cerrada,Falla de suministro,true,974,NMS
ALM-000308,CEL-00180,2026-08-03 19:27:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,523,RAN Monitor
ALM-000309,CEL-00017,2026-08-03 19:40:28,,Radio,Alta,Reconocida,Interferencia,true,552,Energy Monitor
ALM-000310,CEL-00034,2026-08-03 19:53:39,,Saturación,Media,Abierta,Alta demanda,false,281,NMS
ALM-000311,CEL-00051,2026-08-03 20:06:50,2026-08-06 19:06:50,Hardware,Media,Cerrada,Módulo degradado,false,310,RAN Monitor
ALM-000312,CEL-00068,2026-08-03 20:20:01,2026-08-04 08:20:01,Software,Baja,Cerrada,Error de configuración,false,44,Energy Monitor
ALM-000313,CEL-00085,2026-08-03 20:33:12,2026-08-04 21:33:12,Energía,Crítica,Cerrada,Falla de suministro,true,948,NMS
ALM-000314,CEL-00102,2026-08-03 20:46:23,2026-08-05 10:46:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,497,RAN Monitor
ALM-000315,CEL-99999,2026-08-03 20:59:34,2026-08-05 23:59:34,Radio,Alta,Cerrada,Interferencia,true,526,Energy Monitor
ALM-000316,CEL-00136,2026-08-03 21:12:45,2026-08-06 13:12:45,Saturación,Media,Cerrada,Alta demanda,true,255,NMS
ALM-000317,CEL-00153,2026-08-03 21:25:56,2026-08-04 02:25:56,Hardware,Media,Cerrada,Módulo degradado,false,284,RAN Monitor
ALM-000318,CEL-00170,2026-08-03 21:39:07,,Software,Baja,Reconocida,Error de configuración,false,218,Energy Monitor
ALM-000319,CEL-00007,2026-08-03 21:52:18,,Energía,Crítica,Reconocida,Falla de suministro,true,922,NMS
ALM-000320,CEL-00024,2026-08-03 22:05:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,471,RAN Monitor
ALM-000321,CEL-00041,2026-08-03 22:18:40,2026-08-06 07:18:40,Radio,Alta,Cerrada,Interferencia,true,500,Energy Monitor
ALM-000322,CEL-00058,2026-08-03 22:31:51,2026-08-06 20:31:51,Saturación,Media,Cerrada,Alta demanda,false,229,NMS
ALM-000323,CEL-00075,2026-08-03 22:45:02,2026-08-04 09:45:02,Hardware,Media,Cerrada,Módulo degradado,true,258,RAN Monitor
ALM-000324,CEL-00092,2026-08-03 22:58:13,2026-08-04 22:58:13,Software,Baja,Cerrada,Error de configuración,false,192,Energy Monitor
ALM-000325,CEL-00109,2026-08-03 23:11:24,2026-08-05 12:11:24,Energía,Crítica,Cerrada,Falla de suministro,true,1096,NMS
ALM-000326,CEL-00126,2026-08-03 23:24:35,2026-08-06 01:24:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,445,RAN Monitor
ALM-000327,CEL-00143,2026-08-03 23:37:46,2026-08-06 14:37:46,Radio,Alta,Cerrada,Interferencia,true,474,Energy Monitor
ALM-000328,CEL-00160,2026-08-03 23:50:57,,Saturación,Media,Reconocida,Alta demanda,false,203,NMS
ALM-000329,CEL-00177,2026-08-04 00:04:08,,Hardware,Media,Reconocida,Módulo degradado,false,232,RAN Monitor
ALM-000330,CEL-00014,2026-08-04 00:17:19,,Software,Baja,Abierta,Error de configuración,true,166,Energy Monitor
ALM-000331,CEL-00031,2026-08-04 00:30:30,2026-08-05 19:30:30,Energía,Crítica,Cerrada,Falla de suministro,true,1070,NMS
ALM-000332,CEL-00048,2026-08-04 00:43:41,2026-08-06 08:43:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,619,RAN Monitor
ALM-000333,CEL-00065,2026-08-04 00:56:52,2026-08-06 21:56:52,Radio,Alta,Cerrada,Interferencia,true,448,Energy Monitor
ALM-000334,CEL-00082,2026-08-04 01:10:03,2026-08-04 11:10:03,Saturación,Media,Cerrada,Alta demanda,false,177,NMS
ALM-000335,CEL-00099,2026-08-04 01:23:14,2026-08-05 00:23:14,Hardware,Media,Cerrada,Módulo degradado,false,206,RAN Monitor
ALM-000336,CEL-00116,2026-08-04 01:36:25,2026-08-05 13:36:25,Software,Baja,Cerrada,Error de configuración,false,140,Energy Monitor
ALM-000337,CEL-00133,2026-08-04 01:49:36,2026-08-06 02:49:36,Energía,Crítica,Cerrada,Falla de suministro,true,1044,NMS
ALM-000338,CEL-00150,2026-08-04 02:02:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,593,RAN Monitor
ALM-000339,CEL-00167,2026-08-04 02:15:58,,Radio,Alta,Reconocida,Interferencia,true,422,Energy Monitor
ALM-000340,CEL-00004,2026-08-04 02:29:09,,Saturación,Media,Abierta,Alta demanda,false,151,NMS
ALM-000341,CEL-00021,2026-08-04 02:42:20,2026-08-05 07:42:20,Hardware,Media,Cerrada,Módulo degradado,false,180,RAN Monitor
ALM-000342,CEL-00038,2026-08-04 02:55:31,2026-08-05 20:55:31,Software,Baja,Cerrada,Error de configuración,false,114,Energy Monitor
ALM-000343,CEL-00055,2026-08-04 03:08:42,2026-08-06 10:08:42,Energía,Crítica,Cerrada,Falla de suministro,true,1018,NMS
ALM-000344,CEL-00072,2026-08-04 03:21:53,2026-08-06 23:21:53,Transporte,Alta,Cerrada,Pérdida de enlace,true,567,RAN Monitor
ALM-000345,CEL-00089,2026-08-04 03:35:04,2026-08-04 12:35:04,Radio,Alta,Cerrada,Interferencia,true,596,Energy Monitor
ALM-000346,CEL-00106,2026-08-04 03:48:15,2026-08-05 01:48:15,Saturación,Media,Cerrada,Alta demanda,false,125,NMS
ALM-000347,CEL-00123,2026-08-04 04:01:26,2026-08-05 15:01:26,Hardware,Media,Cerrada,Módulo degradado,false,154,RAN Monitor
ALM-000348,CEL-00140,2026-08-04 04:14:37,,Software,Baja,Reconocida,Error de configuración,false,88,Energy Monitor
ALM-000349,CEL-00157,2026-08-04 04:27:48,,Energía,Crítica,Reconocida,Falla de suministro,true,992,NMS
ALM-000350,CEL-00174,2026-08-04 04:40:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,541,RAN Monitor
ALM-000351,CEL-00011,2026-08-04 04:54:10,2026-08-04 19:54:10,Radio,Alta,Cerrada,Interferencia,true,570,Energy Monitor
ALM-000352,CEL-00028,2026-08-04 05:07:21,2026-08-05 09:07:21,Saturación,Media,Cerrada,Alta demanda,false,299,NMS
ALM-000353,CEL-00045,2026-08-04 05:20:32,2026-08-05 22:20:32,Hardware,Media,Cerrada,Módulo degradado,false,128,RAN Monitor
ALM-000354,CEL-00062,2026-08-04 05:33:43,2026-08-06 11:33:43,Software,Baja,Cerrada,Error de configuración,false,62,Energy Monitor
ALM-000355,CEL-00079,2026-08-04 05:46:54,2026-08-07 00:46:54,Energía,Crítica,Cerrada,Falla de suministro,true,966,NMS
ALM-000356,CEL-00096,2026-08-04 06:00:05,2026-08-04 14:00:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,515,RAN Monitor
ALM-000357,CEL-00113,2026-08-04 06:13:16,2026-08-05 03:13:16,Radio,Alta,Cerrada,Interferencia,true,544,Energy Monitor
ALM-000358,CEL-00130,2026-08-04 06:26:27,,Saturación,Media,Reconocida,Alta demanda,true,273,NMS
ALM-000359,CEL-00147,2026-08-04 06:39:38,,Hardware,Media,Reconocida,Módulo degradado,false,302,RAN Monitor
ALM-000360,CEL-00164,2026-08-04 06:52:49,,Software,Baja,Abierta,Error de configuración,false,36,Energy Monitor
ALM-000361,CEL-00001,2026-08-04 07:06:00,2026-08-04 08:06:00,Energía,Crítica,Cerrada,Falla de suministro,true,940,NMS
ALM-000362,CEL-00018,2026-08-04 07:19:11,2026-08-04 21:19:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,489,RAN Monitor
ALM-000363,CEL-00035,2026-08-04 07:32:22,2026-08-05 10:32:22,Radio,Alta,Cerrada,Interferencia,true,518,Energy Monitor
ALM-000364,CEL-00052,2026-08-04 07:45:33,2026-08-05 23:45:33,Saturación,Media,Cerrada,Alta demanda,false,247,NMS
ALM-000365,CEL-00069,2026-08-04 07:58:44,2026-08-06 12:58:44,Hardware,Media,Cerrada,Módulo degradado,true,276,RAN Monitor
ALM-000366,CEL-00086,2026-08-04 08:11:55,2026-08-07 02:11:55,Software,Baja,Cerrada,Error de configuración,false,210,Energy Monitor
ALM-000367,CEL-00103,2026-08-04 08:25:06,2026-08-04 15:25:06,Energía,Crítica,Cerrada,Falla de suministro,true,914,NMS
ALM-000368,CEL-00120,2026-08-04 08:38:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,463,RAN Monitor
ALM-000369,CEL-00137,2026-08-04 08:51:28,,Radio,Alta,Reconocida,Interferencia,true,492,Energy Monitor
ALM-000370,CEL-00154,2026-08-04 09:04:39,,Saturación,Media,Abierta,Alta demanda,false,221,NMS
ALM-000371,CEL-00171,2026-08-04 09:17:50,2026-08-06 20:17:50,Hardware,Media,Cerrada,Módulo degradado,false,250,RAN Monitor
ALM-000372,CEL-00008,2026-08-04 09:31:01,2026-08-07 09:31:01,Software,Baja,Cerrada,Error de configuración,true,184,Energy Monitor
ALM-000373,CEL-00025,2026-08-04 09:44:12,2026-08-04 22:44:12,Energía,Crítica,Cerrada,Falla de suministro,true,1088,NMS
ALM-000374,CEL-00042,2026-08-04 09:57:23,2026-08-05 11:57:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,437,RAN Monitor
ALM-000375,CEL-00059,2026-08-04 10:10:34,2026-08-06 01:10:34,Radio,Alta,Cerrada,Interferencia,true,466,Energy Monitor
ALM-000376,CEL-00076,2026-08-04 10:23:45,2026-08-06 14:23:45,Saturación,Media,Cerrada,Alta demanda,false,195,NMS
ALM-000377,CEL-00093,2026-08-04 10:36:56,2026-08-07 03:36:56,Hardware,Media,Cerrada,Módulo degradado,false,224,RAN Monitor
ALM-000378,CEL-00110,2026-08-04 10:50:07,,Software,Baja,Reconocida,Error de configuración,false,158,Energy Monitor
ALM-000379,CEL-00127,2026-08-04 11:03:18,,Energía,Crítica,Reconocida,Falla de suministro,true,1062,NMS
ALM-000380,CEL-00144,2026-08-04 11:16:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,611,RAN Monitor
ALM-000381,CEL-00161,2026-08-04 11:29:40,2026-08-06 08:29:40,Radio,Alta,Cerrada,Interferencia,true,440,Energy Monitor
ALM-000382,CEL-00178,2026-08-04 11:42:51,2026-08-06 21:42:51,Saturación,Media,Cerrada,Alta demanda,false,169,NMS
ALM-000383,CEL-00015,2026-08-04 11:56:02,2026-08-07 10:56:02,Hardware,Media,Cerrada,Módulo degradado,false,198,RAN Monitor
ALM-000384,CEL-00032,2026-08-04 12:09:13,2026-08-05 00:09:13,Software,Baja,Cerrada,Error de configuración,false,132,Energy Monitor
ALM-000385,CEL-00049,2026-08-04 12:22:24,2026-08-05 13:22:24,Energía,Crítica,Cerrada,Falla de suministro,true,1036,NMS
ALM-000386,CEL-00066,2026-08-04 12:35:35,2026-08-06 02:35:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,585,RAN Monitor
ALM-000387,CEL-00083,2026-08-04 12:48:46,2026-08-06 15:48:46,Radio,Alta,Cerrada,Interferencia,true,614,Energy Monitor
ALM-000388,CEL-00100,2026-08-04 13:01:57,,Saturación,Media,Reconocida,Alta demanda,false,143,NMS
ALM-000389,CEL-00117,2026-08-04 13:15:08,,Hardware,Media,Reconocida,Módulo degradado,false,172,RAN Monitor
ALM-000390,CEL-00134,2026-08-04 13:28:19,,Software,Baja,Abierta,Error de configuración,false,106,Energy Monitor
ALM-000391,CEL-00151,2026-08-04 13:41:30,2026-08-05 20:41:30,Energía,Crítica,Cerrada,Falla de suministro,true,1010,NMS
ALM-000392,CEL-00168,2026-08-04 13:54:41,2026-08-06 09:54:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,559,RAN Monitor
ALM-000393,CEL-00005,2026-08-04 14:07:52,2026-08-06 23:07:52,Radio,Alta,Cerrada,Interferencia,true,588,Energy Monitor
ALM-000394,CEL-00022,2026-08-04 14:21:03,2026-08-07 12:21:03,Saturación,Media,Cerrada,Alta demanda,false,317,NMS
ALM-000395,CEL-00039,2026-08-04 14:34:14,2026-08-05 01:34:14,Hardware,Media,Cerrada,Módulo degradado,false,146,RAN Monitor
ALM-000396,CEL-00056,2026-08-04 14:47:25,2026-08-05 14:47:25,Software,Baja,Cerrada,Error de configuración,false,80,Energy Monitor
ALM-000397,CEL-00073,2026-08-04 15:00:36,2026-08-06 04:00:36,Energía,Crítica,Cerrada,Falla de suministro,true,984,NMS
ALM-000398,CEL-00090,2026-08-04 15:13:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,533,RAN Monitor
ALM-000399,CEL-00107,2026-08-04 15:26:58,2026-08-04 13:26:58,Radio,Alta,Reconocida,Interferencia,true,562,Energy Monitor
ALM-000400,CEL-00124,2026-08-04 15:40:09,,Saturación,Media,Abierta,Alta demanda,true,291,NMS
ALM-000401,CEL-00141,2026-08-04 15:53:20,2026-08-05 08:53:20,Hardware,Media,Cerrada,Módulo degradado,false,120,RAN Monitor
ALM-000402,CEL-00158,2026-08-04 16:06:31,2026-08-05 22:06:31,Software,Baja,Cerrada,Error de configuración,false,54,Energy Monitor
ALM-000403,CEL-00175,2026-08-04 16:19:42,2026-08-06 11:19:42,Energía,Crítica,Cerrada,Falla de suministro,true,958,NMS
